Review_Text,Review_Text_Processed,Review_Date,Rating_Score,Business_Category,Sentiment_Label,Review_Aspect,Crisis_Flag,Is_Sarcasm
"Mantabs, ok banget",mantabs ok banget,unknown,5,Lainnya,Positive,Lainnya,No,No
Makannya enak dan waitresnya semok semok 😁,makan waitresnya semok semok,2018-04-06T06:05:28.819Z,4,F&B,Positive,Rasa,No,No
"emang udah dua kali beli gosa diragukan, kasi review gara gara emang udah dua kali dan ga ada masalah",emang udah gosa ragu kasi review gara gara emang udah tidak,unknown,5,F&B,Positive,Lainnya,No,No
Resolusi gambar tajam 👍. Desain elegan 😍. Ringan tapi kokoh. Desain ramping. Proses pesanan cepat. Packaging aman 🙏. Packaging rapi. Respon penjualnya top. Kualitas suaranya bagus. Ada banyak fiturnya. Penjualnya ramah banget.,resolusi tajam desain elegan ringan kokoh desain ramping proses pesan cepat packaging aman packaging rapi respon jual top kualitas suara bagus fiturnya jual ramah banget,unknown,5,Lainnya,Positive,Bentuk,No,No
tolng dong tambahin daerah ke regensi 1 cibitung bekasi,tolng tambahin daerah regensi cibitung bekas,2017-09-06 12:52:00,3,F&B,Netral,Lainnya,No,No
Saya sangat kecewa sama aplikasi ni di tarik te Terus saldo yg masuk sebesar 20k tiap hari apa ngk kecewa dan rugi kita nya..,kecewa aplikasi ni tarik te saldo 20k ngk kecewa rugi,2023-03-05 08:05:35,1,F&B,Negative,Bentuk,Yes,No
"Customer service kurang responsif, aplikasi kurang simpel cenderung ribet....",customer service responsif aplikasi simpel cenderung ribet,2021-10-03 21:08:31,3,F&B,Netral,Lainnya,No,No
good masakan enak,good masakan,Ordered on 10 January 2023,5,F&B,Positive,Rasa,No,No
harga murah kualitas produk sangat baik,harga murah kualitas,unknown,5,F&B,Positive,Harga,No,No
"Kalo ada orderan, ga pernah masuk notif nya jadi driver udh sampe toko baru tau kalo ada orderan shoppe food",kalo order tidak notif driver sampe toko tau kalo order shoppe food,2023-05-12 18:31:15,2,F&B,Negative,Lainnya,No,No
sudah lama memakai aplikasi ini.tp orderan dalam stu bulan itu paling dapat satu atau dua.ngk ngerti dgan cara aplikasi ini.,pakai aplikasi order stu ngk ngerti dgan aplikasi,2025-06-25 15:42:54,1,F&B,Negative,Lainnya,No,No
Harus update mulu kesel bgt. Padahal pas udh di update gajauh beda sm yg sebelumnya-_-,update mulu kesel banget pas update gajauh beda sm,2021-02-10 16:52:55,3,F&B,Netral,Bentuk,No,No
"Terlalu creamy buat saya, eneg",creamy eneg,unknown,2,F&B,Negative,Rasa,No,No
"So far produk di terima dengan baik. Ga ada lecet, aman. Mesin juga sudan dicek sejauh ini aman. Pengirimannga sesuai deskripsi ya 5-7hari kerja. Semoga awet kulkasnya~",so far tidak lecet aman mesin sudan cek aman pengirimannga sesuai 7hari moga awet kulkas,unknown,5,Lainnya,Positive,Bentuk,No,No
pinset mata buah nanas tdk ada,pinset buah nanas tidak,unknown,2,Lainnya,Negative,Lainnya,No,No
"grab merchat ... saat masuk order, notifikasi nya gak bunyi saat posisi hp stanby",grab merchat notifikasi tidak bunyi posisi hp stanby,2020-08-18 03:03:43,3,F&B,Netral,Lainnya,No,No
"Tolong donk utk grabfood sediakan opsi pembatalan karena merchant baru menginformasikan bahwa item tidak tersedia. Karena sering banget kejadian, merchant baru kasih kabar kalo makanan habis, padahal udah dapat driver, kan kasian driver nya, terus merchant beralasan gak bisa cancel orderan, saya sebagai customer juga gak bisa cancel Krn merchant udah proses orderannya. Padahal salah merchant donk yg gak update stock makanan nya. KESEL",tolong donk grabfood sedia opsi batal merchant informasi tidak sedia banget jadi merchant kasih kabar kalo makan habis udah driver kasi driver merchant alas tidak cancel order customer tidak cancel merchant udah proses order salah merchant donk tidak update stock makan kesel,2025-02-07 21:25:17,3,F&B,Netral,Rasa,No,No
seru sih tapi belanja di GO-MART gak bisa terus mau pesan di GO-MART malah error selalu begitu gak bisa belanja di GO-MART selalu pesan di gofood mau jajan di GO-MART malah bilang belum ada disini suruh cari alamat udah masukin alamat malah gak bisa kecewa banget sekarang jarang jajan di gofood,seru belanja go mart tidak go mart error tidak belanja go mart gofood jajan go mart bilang belum suruh cari alamat udah masukin alamat tidak kecewa banget jarang jajan gofood,2025-04-14 03:54:11,3,F&B,Netral,Lainnya,No,No
"Barang sudah sampai, bagus, mulus, tp blm di coba, terimakasih.",bagus mulus belum coba terimakasih,unknown,5,Lainnya,Positive,Bentuk,No,No
murah free ongkir . barang bagus,murah free ongkir bagus,unknown,5,Lainnya,Positive,Harga,No,No
#wts Voucher MCD 100k jual 70k ajaa Fore / Janjiw juga masih ready kakk #zonauang️ #zonajajan #Vina2025 https://t.co/P6fHVlNwgi,wts voucher mcd 100k jual 70k ajaa fore janjiw ready kakk zonauang zonajajan vina2025,Mon Feb 24 14:19:50 +0000 2025,3,F&B,Netral,Lainnya,No,No
"kecewa sekali tidak sesuai descripsi, ukuran 90 yard, boong banget, sangat tipis sekali.",kecewa tidak sesuai descripsi ukur yard boong banget tipis,unknown,1,Perlengkapan Kantor,Negative,Bentuk,Yes,No
udah 5 hari ga bisa liat pesanan. sekelas shopee aplikasi eror,udah tidak liat pesan kelas shopee aplikasi eror,2024-01-23 18:35:55,1,F&B,Negative,Lainnya,No,No
"Mohon lebih diperhatikan lagi utk memberikan orderan ke Driver 2 orderan karna ini sangat merugikan customer.contohnya hari ini ada orderan masuk,tapi driver blm dtg . alasan dpt 2 orderan .ngimana pembeli ngk kecewa kalau pesen es udh keburu cair atau makanan udh keburu dingin.tolong dong Grab diperhatikan kembali.driver sampai atau kadang 1 jam blm dtg.padahal banyak driver didepan toko.nganggur nunggu orderan.bagusnya diberikan secara adil dan rata.itu baru ok.",perhati order driver order rugi customer contoh order driver belum dtg alas dpt order ngimana beli ngk kecewa sen es keburu cair makan keburu dingin tolong grab perhati driver kadang belum dtg driver depan toko nganggur nunggu order bagus adil rata ok,2021-11-13 20:45:41,3,F&B,Netral,Rasa,No,No
"sekarang sekarang ini sering kali banyak error dan lambat, dan bnyak pula transaksi sering gagal plis tolong perbaiki lagi jgn sampe kami unistal apk nya Alias ga mau pake lagi ngeselin banget asli nyaa parah 🥵🤦",error lambat bnyak transaksi gagal plis tolong baik jgn sampe unistal apk alias tidak pake ngeselin banget asli nyaa parah,2025-10-15 08:01:19,1,F&B,Negative,Bentuk,Yes,No
awesome locals spot for pizza and typical roman fare.,awesome locals spot for pizza and typical roman fare,unknown,5,F&B,Positive,Lainnya,No,No
loved the food,loved the food,7/29/2018 21:20,5,F&B,Positive,Lainnya,No,No
kecewa berat akhir akhir ini grabfood susah bgt dapet driver saya sudah nunggu sampe dua jam ga dapet dapet pdhl saya sudah pakai mode regular tetap saja ini karna driver nya males ambil pesanan atau emang gada driver soalnya sering bgt kejadian kayak gini susah dapet driver,kecewa berat grabfood susah banget dapet driver nunggu sampe tidak dapet dapet pdhl pakai mode regular driver males ambil pesan emang gada driver banget jadi kayak gin susah dapet driver,2026-04-01 19:32:43,1,F&B,Negative,Bentuk,Yes,No
Saya baru sempet buka pesenan saya setelah seminggu dr luar kota. Pas dibuka mengecewakan. Bagian luar magic com nya penyok. Sy sebagai konsumen sangat kecewa.😭😭😭. Kapok...,sempet buka sen minggu dr kota pas buka kecewa magic com penyok sy konsumen kecewa kapok,unknown,2,Lainnya,Negative,Bentuk,Yes,No
"setiap pesanan masuk tidak menerima notif,padahal di pengaturan aplikasi sudah aktif semua,driver datang kita baru tau kalo ada pesanan masuk,merepotkan sekali,toling lah min di perbaruhi lagi sistim nya",pesan tidak terima notif atur aplikasi aktif driver tau kalo pesan repot toling min baruh sistim,2025-10-23 09:45:24,3,F&B,Netral,Lainnya,No,No
Min kenapa resto saya gak ketemu di grab food padahal grab merchant saya buka,min resto tidak ketemu grab food grab merchant buka,2022-10-13 16:09:47,1,F&B,Negative,Lainnya,No,No
"spicy,crispy,creami,u can feel every rasa only in american wild wings..... and best tempat to hangout with friends,enjoy with enak food.......... great ambians",spicy crispy creami can feel every only in american wild wings and best to hangout with friends enjoy with food great ambians,12/17/2018 16:16,5,F&B,Positive,Rasa,No,No
"Untuk resto lebih dari 1 cabang diharapkan bisa langsung update menu dari aplikasi, biar bisa cepat update tanpa harus menunggu proses lewat email",resto cabang harap update menu aplikasi biar cepat update tunggu proses email,2019-03-25 12:02:54,3,F&B,Netral,Lainnya,No,No
enak banget boleh untuk dicoba mantap👍,banget coba bagus,Ordered on 12 June 2022,5,F&B,Positive,Rasa,No,No
"Makanannya enak,suasananya bagus ,pelayanan nya baik , terimakasih mas ramdoni👍👍",makan suasana bagus layan terimakasih mas ramdoni,2025-08-16T06:17:51.428Z,5,F&B,Positive,Rasa,No,No
fore tuh pw bgt buat nugas https://t.co/goqYHNMPIQ,fore tuh pw banget nugas,Wed Feb 26 08:15:01 +0000 2025,3,F&B,Netral,Lainnya,No,No
"its a very mahal bakery not like other bakery they dont sell brownies and cupcakes in pieces they sell box of cupcakes and brownies . the brownies are amazing very enak , they are soft and smooth . love it .",its very mahal bakery not like other bakery they dont sell brownies and cupcakes in pieces they sell box of cupcakes and brownies the brownies are amazing very they are soft and smooth love it,5/2/2019 0:51,4,F&B,Positive,Rasa,No,No
gk bisa di pakai tali krng panjang,tidak pakai tali krng,unknown,2,Fashion,Negative,Lainnya,No,No
Dua kali ini pesen gofood nggak dapet driver.. Kasian restonya sudah dibikinkan orderannya tapi nggak ada driver yang ambil...kasian customer keburu laper.. Mending beli sendiri kalau gini mah..,sen gofood tidak dapet driver kasi restonya bikin order tidak driver ambil kasi customer keburu laper mending gin mah,2024-03-10 21:21:36,3,F&B,Netral,Lainnya,No,No
"Sangat tidak logis, biaya parkir sesuka hati kalian di cantumkan di aplikasi resto kami padahal resto saya di dalam komplek dan tidak ada biaya parkirnya, lama2 aplikasi ini seperti pungli dan merugikan banyak pihak😡😡😡😡🤬🤬🤬😡🤬🤬😡",tidak logis biaya parkir suka hati cantum aplikasi resto resto komplek tidak biaya parkir lama2 aplikasi pungli rugi,2022-10-18 12:06:27,1,F&B,Negative,Harga,No,No
the waiters were extremely indifferent. we asked for peanuts to rasa and they added it to the account. however; the head office was very good.,the waiters were extremely indifferent we asked for peanuts to and they added it to the account however the head office was very good,unknown,1,F&B,Negative,Rasa,No,No
Pembayaran terakhir di info shoppe tanggal 17 des 2022 di atas tanggal 17 sampai sekarang gk ada info pembayaran padahal saya terma orderan trus ke resto saya ini shoope niat mau bayar hasil penjualan dari resto saya gk Modal kita butuh buat putar lagi Akhir nya saya. Gk pakai shoope food buat jualan lagi saya stop dan sekarang saya jualan pakai aplikasi yg hijau hijau karena mereka ontime bayar dari penjaualan saya,bayar info shoppe tanggal des tanggal tidak info bayar terma order trus resto shoope niat bayar hasil jual resto tidak modal butuh putar tidak pakai shoope food jual stop jual pakai aplikasi hijau hijau ontime bayar penjaualan,2023-01-06 00:36:25,1,F&B,Negative,Harga,No,No
"Buatlah tutorial utk tutup n buka resto displikasi. karena selama ini banyak resto yg tutup secara offline, tp di aplikasi masih On, Pihak resto jg pilih kasih thdp grabfood, banyak yg tidak ada HP yg bisa buat online di restonya. Orderan harus pinjam dulu hp driver, beda sama Gofood yg hpnya selalu tersedia",buat tutorial tutup buka resto displikasi resto tutup offline aplikasi on resto pilih kasih thdp grabfood tidak hp online restonya order pinjam hp driver beda gofood hpnya sedia,2020-11-09 10:08:54,3,F&B,Netral,Bentuk,No,No
"kopi nakonya enak, tempatnya juga cocok buat nongkrong karna 24 jam juga bestt deh🤩🤩",kopi nakonya tempat cocok nongkrong bestt,2025-10-18T17:15:00.741Z,5,F&B,Positive,Rasa,No,No
Ikannya fresh mantap rasanya juga ok pelayanan ok Sarah,ikan fresh bagus ok layan ok sarah,2026-05-10T13:05:08.223Z,5,F&B,Positive,Rasa,No,No
"Laporan usaha, laporan promo, dan laporan2 lainnya banyak bug nya.. Semua tampilan 0, padahal banyak sekali orderan yang masuk",lapor usaha lapor promo laporan2 bug tampil order,2023-08-14 18:32:11,2,F&B,Negative,Harga,No,No
"Kasir nya kurang teliti input menu kids 2x dengan menu yg berbeda, jadilah total yg lumayan gong untuk menu 2 dewasa+1 anak. Karena",kasir teliti input menu kids 2x menu beda total lumayan gong menu dewasa anak,2025-09-14T12:28:02.695Z,1,F&B,Negative,Lainnya,Yes,No
Okelahhh barangnya segitu sesuai hargalah yah.bagus kok barangnya. Tapi saran aja saran aja ini cuma bisa untuk masak yah gak manasin. Kalo bisa beli yang lebih besar aja. Makasih,okelahhh barang segitu sesuai harga yah bagus barang saran saran masak yah tidak manasin kalo terima kasih,unknown,2,Lainnya,Negative,Harga,No,No
"Transferan shoppe ke merchant saya blum masuk mulai tggl 13-10-2021,mohon bantuannya...",transfer shoppe merchant blum tggl bantu,2021-10-20 23:05:28,3,F&B,Netral,Lainnya,No,No
Proses ganti rekening rekening atas nama sendiri dan warung sendiri aja lama respon n balasan nya.... kl potongan aja cepet,proses ganti rekening rekening nama warung respon balas kl potong cepet,2024-07-31 12:21:15,1,F&B,Negative,Lainnya,No,No
"barang sesuai,, pembungkusan lbih baik d perbaiki,,,",sesuai bungkus lbih baik,unknown,5,Lainnya,Positive,Lainnya,No,No
Barang sudah diterima dengan baik dan response seller cepat. Thanks ya gan. ????,terima response seller cepat terima kasih gan,unknown,5,Kesehatan & Kecantikan,Positive,Lainnya,No,No
Apa ini apap ini naik trus naik trus..kayak sebelah gitulo gojek saldo driver jadi satu skrng gk perlu top up saldo driver lagi cukup top up saldo gojek,apap trus trus kayak belah gitulo gojek saldo driver skrng tidak top up saldo driver top up saldo gojek,2024-03-02 10:59:29,1,F&B,Negative,Lainnya,No,No
"Kasih fitur pin, biar tidak jadi keliru antar pesan. Percuma ada kode pesanan tapi drivernya teledor. Driver asal ambil pesanan",kasih fitur pin biar tidak keliru kode pesan drivernya teledor driver ambil pesan,2024-12-03 19:59:23,1,F&B,Negative,Lainnya,No,No
"tiap msen makanan yg nominalnya 100rban smpe 200rban, susah bgt dpt driver, harus pakai nontunai. kacauu. padahal udh pakai yg standar bukan hemat tetap aja bgtu.",msen makan nominal 100rban smpe 200rban susah banget dpt driver pakai nontunai kacauu pakai standar bukan hemat bgtu,2026-03-16 19:40:23,2,F&B,Negative,Harga,No,No
Admin ko gobis saya untuk 3 x transaksi tranferan yg masuk ke rekening ga sesuai dengan transaksi yg di aplikasi.tolong di bantu karna saya merasa rugi,admin ko gob transaksi tranferan rekening tidak sesuai transaksi aplikasi tolong bantu rugi,2020-03-09 19:05:53,3,F&B,Netral,Rasa,No,No
gilaa memng dr awal saya daftar tidak ada saya megunakN iklan dan promo apapun . 2 hari saldo saya dtarik semua bikin bangkrut usaha org klo bgtu .. bukan ya bikin untung malah bikin buntung .. males saya aktifkan lagi .... d tipu anjinggg,gilaa memng dr daftar tidak megunakn iklan promo apa saldo dtarik bikin bangkrut usaha org klo bgtu bukan bikin untung bikin buntung males aktif tipu anjinggg,2024-09-08 06:32:34,1,F&B,Negative,Harga,Yes,No
Phd apa sudah ada dikota Tulungagung Jawa Timur...,phd kota tulungagung jawa timur,2017-10-19 01:04:50,3,F&B,Netral,Lainnya,No,No
Mas yusuf pelayanan nya baik,mas yusuf layan,2026-05-02T11:14:45.106Z,5,F&B,Positive,Lainnya,No,No
"pacing asal, bau kotoran kecoa, berdebu.",pacing bau kotor kecoa debu,unknown,2,Lainnya,Negative,Rasa,No,No
Sangat sangat buruk,buruk,2021-10-04T13:09:45.908Z,1,F&B,Negative,Lainnya,Yes,No
"Sadis Shopee ini mau ngadalin merchat,..pembayaran shopiepay system' berhasil tapi gagal masuk dompet merchat gagal?? Di komplen hasil nya sangat mengecewakan ,...cocok dapat 🌟 1 buruk sekali👎",sadis shopee ngadalin merchat bayar shopiepay system hasil gagal dompet merchat gagal komplen hasil kecewa cocok buruk,2023-11-30 19:18:27,1,F&B,Negative,Harga,Yes,No
"Suka bangett! bisa pake 3 voucher promo dan diskon. meski sempet ada kendala, karna pengantaran makanan salah alamat, untungnya abang nya gercep balik lagi dan anterin ke alamat ku",suka bangett pake voucher promo diskon sempet kendala antar makan salah alamat untung abang gercep anterin alamat ku,2026-01-21 15:53:03,5,F&B,Positive,Harga,No,No
mohon kebersihan ayamnya dijaga karena saya kedapatan masih ad bulu ayam yg lengket di sayap ayamnya,bersih ayam jaga dapat ad bulu ayam lengket sayap ayam,2021-08-14 20:49:13,3,F&B,Netral,Bentuk,No,No
"barang bagus, cumaa respon admin eh gapernah di respon dah wkwkw gagu admin nya dan proses pengiriman lamaaaaa pakeee banget dari cikupa ke teluknaga tangerang hampir 3 minggu lebih, itupun saya komplai baru dapet jawaban dari pihak seller nya, saya pengguna polytron sejak lama dari tv sampe kulkas tolong untuk admin nya untuk respon segala chat dari pembeli, masa kalah sama merk tv baru yg di online sangat fast respon, polytron udh banyak yg percaya tpi kalo cara jual nya kaya gini kayanya bikin kapok deh, semoga bisa lebih baik lagi polytron",bagus cumaa respon admin eh gapernah respon dah wkwkw gagu admin proses kirim lamaaaaa pakeee banget cikupa teluknaga tangerang itu komplai dapet seller guna polytron tv sampe kulkas tolong admin respon chat beli kalah merk tv online fast respon polytron percaya kalo jual kaya gin kaya bikin kapok moga polytron,unknown,2,Lainnya,Negative,Bentuk,No,No
"Tadinya saya rela kasih bintang 5 dan menyatakan sbg top seller, tapi karena keluhan saya perihal playstore yg tdk berjalan krn terdapat email org lain (spt bukan hp baru) lantas tdk ditanggapi, mhn maaf terpaksa saya cabut dan cukup kasih bintang 2. terima kasih",rela kasih bintang sbg top seller keluh perihal playstore tidak jalan email org spt bukan hp lantas tidak tanggap mhn maaf paksa cabut kasih bintang kasih,unknown,2,Lainnya,Negative,Lainnya,No,No
I love it,love it,5/21/2021 13:26,4,F&B,Positive,Lainnya,No,No
Sesuai harga worth it,sesuai harga worth it,2024-06-10T14:19:09.456Z,5,F&B,Positive,Harga,No,No
Steak terbaik diantara levelnya (Abu*a dan holy*ow) menurut saya. Tingkat kematangannya selalu pas. Semuanya enak.,steak baik level abu holy ow tingkat matang pas,2023-11-17T14:16:01.042Z,5,F&B,Positive,Rasa,No,No
"Untuk aplikasi sangat membantu sekali dalam pelayanan jadi gak perlu antri, tapi untuk kestabilan rasa kopi nya perlu banget SOP nya di jalanin. Saya pelanggan setia kopi kenangan banget, suka beli dengan beda2 oulet entah apa cuma saya saja yang rasa tapi tiap oulet kopi nya suka beda2 after taste nya ada yang suka gosong dan pahit banget. Dan ada yang rasa nya pas enak, tolong dijaga untuk rasa nya terimakasih",aplikasi bantu layan tidak antri stabil kopi banget sop jalanin langgan setia kopi kenang banget suka beda2 oulet oulet kopi suka beda2 after taste suka gosong pahit banget pas tolong jaga terimakasih,2021-09-08 02:25:35,3,F&B,Netral,Rasa,No,No
"Sy punya apk grab merchant tp bagi sy selaku pemilik outlet merasa tdk adil karena pas ada orderan masuk,sy pemilik outlet sdh status SIAP di orderan masuk tp karena sepihak ada pembatalan dr pihak DRIVER karena alasan pengantaran jauh tiba² status outlet sy jd di hentikan smp jam 14.00 otomatis tdk ada orderan masuk dr pagi jam 09.00 smp 14.00.. mohon solusi dan kerjasama nya agar tdk ada kerugian sepihak,semisal mencari driver pengganti atau cara lain agar orderan masuk tdk batal.. terimakasih",sy apk grab merchant sy milik outlet tidak adil pas order sy milik outlet status order batal dr driver alas antar status outlet sy henti smp otomatis tidak order dr pagi smp solusi kerjasama tidak rugi cari driver ganti order tidak batal terimakasih,2022-03-09 10:03:37,3,F&B,Netral,Rasa,No,No
"Terimakasih grab sudah memberikan kemudahan untuk berjualan dan untuk beli makanan, tp kenapa ya dr dulu aplikasinya harus di refresh dulu baru mau bunyi notifikasi nya.. Tolong diperbaiki yg ini, dan juga akhir2 ini aku sepi orderan gatau kenapa eh ternyata baru mergokin kalau tiba2 pesanan ditahan sendiri dan waktunya lama sampe 2 jam..",terimakasih grab mudah jual makan dr aplikasi refresh bunyi notifikasi tolong baik akhir2 sepi order gatau eh mergokin tiba2 pesan tahan sampe,2021-05-04 17:40:04,3,F&B,Netral,Rasa,No,No
"super enak, tks",super tks,unknown,5,F&B,Positive,Rasa,No,No
aplikasi belagu. sudah malak 20%. saat orderan masuk resto di timer. maksudnya apa? suruh langsung di bikin gitu? waktu tunggu dapat Drive hampir 1 jam. customer keburu mati kelaparan. makin songong aja ni aplikasi,aplikasi belagu malak order resto timer maksud suruh bikin gitu waktu tunggu drive customer keburu mati lapar songong ni aplikasi,2025-03-26 02:06:54,1,F&B,Negative,Lainnya,Yes,No
aplikasi merugikan resto koruptor,aplikasi rugi resto koruptor,2025-08-05 10:49:30,1,F&B,Negative,Lainnya,No,No
Mantap barang bagus bgt pengiriman nya jga cepet banget malem pesen siang langsung sampe..kondisi oke ga ada yg lecet..langaung dicoba buat masak nasi jga oke berfungsi..keren bgt deh pokoknya.. Thanks,bagus bagus banget kirim jga cepet banget malem sen siang sampe kondisi oke tidak lecet langaung coba masak nasi jga oke fungsi bagus banget pokok terima kasih,unknown,5,Lainnya,Positive,Bentuk,No,No
"Mantap nih , recomend buat gamers mobile, respon cepat, pengiriman lumayan dr JKT - SUB 3 hari Packing rapi, kualitas oke, suara mantap pokoknya dah",bagus recommended gamers mobile respon cepat kirim lumayan dr jkt sub packing rapi kualitas oke suara bagus pokok dah,unknown,5,Lainnya,Positive,Bentuk,No,No
Tolong dong Sudah 10 hari komplain status resto buka tapi gak nampak d aplikasi shopeefood udah komplain menyertakan data jg gak ada kelanjutan masih tetep sama...kedek gak sih...pengajuan pindah alamat n penggantian no telp 3 mgu baru sli itupun utk pi dah alamat dan koordinat sampe detik ini utk beralih no telp gak ada kabar atau kelanjutan...ditambah skr sattus resto buka tapi gak nampak d aplikasi shopee komplain jwbpan yg sama srh ngu d laporkan pihak terkait sampe 10hari??!,tolong komplain status resto buka tidak nampak aplikasi shopeefood udah komplain serta data tidak lanjut tetep kedek tidak aju pindah alamat ganti no telp mgu sli itu pi dah alamat koordinat sampe detik alih no telp tidak kabar lanjut tambah skr sattus resto buka tidak nampak aplikasi shopee komplain jwbpan srh ngu lapor kait sampe 10hari,2023-03-06 11:04:22,1,F&B,Negative,Lainnya,Yes,No
pengiriman tidak langsung di kirim hari itu juga. harus menunggu di hari kerja dan bisa sampai dua hari. padahal rumah Deket sama alamat official store-nya.,kirim tidak tunggu rumah deket alamat official store,unknown,2,Lainnya,Negative,Lainnya,No,No
Klo bagus tambah lagi dehh,klo bagus dehh,2016-10-20 01:34:52,3,F&B,Netral,Bentuk,No,No
KENAPA KAMU SKG KURANG ENAK NAJLA ? PADAHAL DULU MAKANAN FAVORITE LOH . KUALITAS NYA TOLONG BALIKIN LAGI KEK DULU DR RASA PORSI DAN KETEPATAN WAKTU,skg najla makan favorite loh kualitas tolong balikin kek dr porsi tepat waktu,unknown,3,F&B,Netral,Rasa,No,No
ehh grab mending perbaiki deh fitur grabfood luuu. masa dah satu jam lebih gak ada update pesanan sudah di dapur atau sedang di kirim apa gimana. udah gitu ga bisa di batalkan. di perbaiki lagi dah. masa iya orang nunggu sampai malam. trus kalau dah di pesan driver ngantar customer ketiduran gimana. kan kasian driver nya nyari nafkah makan malah nombok. malah di bilang pesanan guest 😏😏,ehh grab mending baik fitur grabfood luuu dah tidak update pesan dapur gimana udah gitu tidak batal baik dah iya nunggu malam trus dah driver ngantar customer tidur gimana kasi driver nyari nafkah makan nombok bilang pesan guest,2026-04-03 23:29:29,2,F&B,Negative,Lainnya,No,No
"this is one of a tempat where you won’t be disappointed, everything is good right from starters to main course to deserts. nice pelayanan by sri and team.",this is one of where you won be disappointed everything is good right from starters to main course to deserts nice layan by sri and team,3/7/2019 16:15,5,F&B,Positive,Lainnya,No,No
sesuai dengan harga,sesuai harga,Ordered on 12 July 2023,5,F&B,Positive,Harga,No,No
"Good place, good service, good food n good price",good place good service good food good price,2025-12-21T04:58:00.746Z,5,F&B,Positive,Lainnya,No,No
Barang nya recomended dan packingannya cukup rapi dan aman,recomended packingannya rapi aman,unknown,5,Lainnya,Positive,Bentuk,No,No
"Saya kesini mencoba promo birthday dan promo sirloin special.. sriloin special dagingnya agak berserat dan tdk empuk, untuk promo steak birthdaynya dagingnya empuk. Pelayanan ok.",kesini coba promo birthday promo sirloin special sriloin special daging serat tidak empuk promo steak birthdaynya daging empuk layan ok,2025-05-17T09:07:45.204Z,5,F&B,Positive,Rasa,No,No
"sekarang sistemnya penjual yg dirugikan, ada bintang 4, rating resto langsung turun, ada komplain, minta adu banding selalu ditolak, padahal reti sudah se profesional mungkin, dan kembali lagi rating resto turun, tolong lah kita sama"" enak, antara resto, gojek, dan pembeli, biar tidak ada yg dirugikan,tolong siatemny dibikin adil, kurangin biaya aplikasi untuk pembeli, karena gojek sudah ambil keuntungan 20% dari resto",sistem jual rugi bintang rating resto turun komplain adu banding tolak ret profesional rating resto turun tolong resto gojek beli biar tidak rugi tolong siatemny bikin adil rangin biaya aplikasi beli gojek ambil untung resto,2025-04-19 17:24:00,3,F&B,Netral,Rasa,No,No
"keripik tempe hancur n agak bau tengik, ga kemakan",keripik tempe hancur bau tengik tidak makan,unknown,1,F&B,Negative,Rasa,Yes,No
this tempat is awesome. i ate a kulcha here it was awesome making me happy. it was murah and best. i give 5 plus stars. we ate for around 1200 but we didn't get to know that it was so murah.,this is awesome ate kulcha here it was awesome making me happy it was murah and best give plus stars we ate for around but we didn get to know that it was so murah,9/1/2018 9:54,5,F&B,Positive,Harga,No,No
kirain 1 pack isi smp 1 kg ternyata tidak,kirain pack isi smp kg tidak,unknown,2,F&B,Negative,Lainnya,No,No
Mantap penyajian nya cepat Pelayanan dgn mba Maya yg sangat baik dan ramah,bagus saji cepat layan mba maya ramah,2026-05-08T12:32:00.256Z,5,F&B,Positive,Rasa,No,No
Ada orderan batal yg nyangkut di driver nya gak pick up sampai baru besok dibatalkan sedangkan food sudah disiapkan tetapi tdk ada kompensasi dari grab tidak otomatis di tangani tdk seperti aplikasi yg satu lagi kalau ada orderan batal dari driver langsung di tindak lanjuti Mohon solusinya agar diberikan kompensasi pembatalan Krn sdh beberapa terjadi,order batal nyangkut driver tidak pick up besok batal food siap tidak kompensasi grab tidak otomatis tangan tidak aplikasi order batal driver tindak lanjut solusi kompensasi batal,2021-10-01 11:34:32,3,F&B,Netral,Lainnya,No,No
saya pesennya 1kg teri medan kok yg dikirimnya cuma 1/2kg ktnya super toge tp yg dikirim kecil😚😭😭,sen 1kg teri medan kirim 2kg ktnya super toge,unknown,3,F&B,Netral,Bentuk,No,No
"Order di drive thru udh nunggu 20 menit krn ayam ga ready, trs pas di kasih masih kurang kentang dan jg minuman, setelah itu kita samperin dan minta kekurangan pesanan, sampe situ pas mau bayar parkir kita gak di kasih sama sekali struk bayar dan struk parkir, pdhl setelah kita bayar kita minta struk sama utk parkir drive thru, tp si pegawai “nti kami kasih pak, bapak tunggu aja dulu di zona waiting drive thru sekalian pesanan” mengecewakan 🙏🏻",drive thru nunggu ayam tidak ready trs pas kasih kentang minum samperin kurang pesan sampe situ pas bayar parkir tidak kasih struk bayar struk parkir pdhl bayar struk parkir drive thru si pegawai nti kasih tunggu zona waiting drive thru pesan kecewa,2018-12-21T06:19:13.668Z,3,F&B,Netral,Rasa,No,No
Recommended ..👍👍,recommended,unknown,5,F&B,Positive,Lainnya,No,No
"Abang zusup susanto orang nya ramah baik dan ganteng, cocok naikan gaji nya!",abang zusup susanto ramah ganteng cocok naik gaji,2026-02-01T06:52:11.426Z,5,F&B,Positive,Lainnya,No,No
"engga bisa dikunci Pintunya, slow respon sekli adminnya, dan pengirimannya ternyta pake KGX, tpi terima kasih",engga kunci pintu slow respon sekli adminnya kirim ternyta pake kgx kasih,unknown,2,Lainnya,Negative,Lainnya,No,No
