Review_Text,Review_Text_Processed,Review_Date,Rating_Score,Business_Category,Sentiment_Label,Review_Aspect,Crisis_Flag
@_Sakko Shida yako unafikiriaga na fore skin. Kata hio kitu umee akili. They won't teach you that in school,sakko shida yako unafikiriaga na fore skin kata hio kitu umee akil they won teach you that in school,Mon Feb 24 17:54:24 +0000 2025,3,F&B,Neutral,Lainnya,No
been there. seating was good but food wise - ordered paya shorba. it was too oily. food made me unwell. got rashes all over the body. very pengalaman buruk.,been there seating was good but food wise ordered paya shorba it was too oily food made me unwell got rashes all over the body very alam buruk,5/12/2019 23:55,1,F&B,Negative,Bentuk,Yes
"produk tidak layak dimakan, sudah jamuran beberapa pcs, padahal tulisan expired date masih 1 bulan lagi. harap di qc ulang semua produk makanannya agar layak dimakan konsumen.",tidak layak makan jamur beberapa pcs padahal tulis expired date harap qc ulang semua makan layak makan konsumen,unknown,1,F&B,Negative,Rasa,Yes
kereeen promosi harga produk rice cooker Polytron dan voucher Cashback nya.. paket pesanan yang dikirim Rapih..,kereeen promosi harga rice cooker polytron voucher cashback nya pesan rapih,unknown,5,Lainnya,Positive,Harga,No
good as always,good as always,7/10/2018 20:37,5,F&B,Positive,Lainnya,No
the attitude of the waiters towards the customer was cold.,the attitude of the waiters towards the customer was cold,unknown,1,F&B,Negative,Lainnya,No
"produk sih bagus, hanya seller tidak teliti mbaca pesanan, salah ukurannya, jadinya saya yang susah",bagus seller tidak teliti mbaca pesan salah ukur jadi susah,unknown,3,Elektronik,Neutral,Bentuk,No
"Tempat nya bagus, cantik TAPI.. lama bgt pesanan nya dtang, dan pelayanan nya lambat dan dikit",tempat nya bagus cantik lama banget pesan nya dtang layan nya lambat dikit,2020-08-22T12:51:49.953Z,3,F&B,Neutral,Bentuk,No
wahh mantap promo yaa,wahh bagus promo yaa,unknown,5,F&B,Positive,Rasa,No
"lumayan,tp sekedar saran utk STB seller sy rasa perlu dipersiapkan bbrp jenis kabel koneksi pilihan (rc,hdmi,atau usb) krn gk smua TV kompatible dengan mode AV konfigurasinya. (menggunakan kabel bawaan TV berubah menjadi hitam putih dan setelah pakai HDMI baru keadaan warna normal). overall utk perangkat STB nya bagus dan rapih packing nya.",lumayan dar saran stb seller sy rasa perlu siap bbrp jenis kabel koneksi pilih rc hdmi usb tidak smua tv kompatible mode av konfigurasi guna kabel bawa tv ubah jadi hitam putih pakai hdmi baru ada warna normal overall perangkat stb nya bagus rapih packing nya,unknown,5,Lainnya,Positive,Bentuk,No
"saya belum terima barang sampai tgl 26 pdhl diperkirakan sampai tanggal 23. status pengiriman sudah sampai di pembeli padahal belum, minta update 3 hari jawaban sama aja. saya minta uang saya kembali aja.",belum tgl pdhl kira tanggal status kirim beli padahal belum minta update jawab sama minta uang,unknown,1,Kesehatan & Kecantikan,Negative,Lainnya,No
you menunggu in line for 20-50 minutes when you leave. eating the poached egg croissant left a strange feeling in the mouth. egg with mushrooms was unsalted.,you tunggu in line for minutes when you leave eating the poached egg croissant left strange feeling in the mouth egg with mushrooms was unsalted,unknown,3,F&B,Neutral,Lainnya,No
"pelayanan nya bagus,ramah",layan nya bagus ramah,2026-04-01T16:17:36.960Z,5,F&B,Positive,Bentuk,No
LEBARAN GAK ADA LONJAKAN GOFOOD SAMA SEKALI..AUTO OFF BID MASAL DRIVERMU...MAMPUS CUSTOMERMU GAK MAKAN..AUTO PINDAH KE GRAB/SHOPEE...,lebaran tidak lonjak gofood sama sekali auto off bid masal drivermu mampus customermu tidak makan auto pindah grab shopee,2026-03-21 09:38:50,1,F&B,Negative,Lainnya,No
Value for money,value for money,2023-06-07T01:51:54.414Z,4,F&B,Positive,Lainnya,No
"NGAPAIN KASIH DISCOUNT GOFOOD KALO DRIVERNYA GAADA YG MAU AMBIL?? udah berapa kali loh saya begini, selalu gaada yg mau terima alhasil saya telat makan mulu",ngapain kasih discount gofood kalo drivernya gaada mau ambil udah berapa kali loh begini selalu gaada mau alhasil telat makan mulu,2026-03-13 11:12:53,3,F&B,Neutral,Lainnya,No
"Tempatnya nyaman, staffnya juga ramah dan makanannya enak",tempat nyaman staffnya ramah makan enak,2026-03-27T12:51:29.494Z,5,F&B,Positive,Rasa,No
"Tempat yang cocok buat makan bersama keluarga dan suasana yang nyaman, pelayanan yg oke tentunya rasa yang mantap. Dengan mas rokhman yang ramah",tempat cocok buat makan sama keluarga suasana nyaman layan oke tentu rasa bagus mas rokhman ramah,2026-05-02T12:01:28.082Z,5,F&B,Positive,Rasa,No
Tolong tambahkan jam waktu buka dan tutup karena kalau lagi ingin membeli makanan di gofood jadi susah nunggu buka nya,tambah waktu buka tutup kalau beli makan gofood jadi susah nunggu buka nya,2024-09-11 08:27:18,3,F&B,Neutral,Rasa,No
Pesan Fore Coffee di ShopeeFood ada Voucher Diskon s/d 45RB loh! Cek disini keburu habis! https://t.co/VAnGggzbor,fore coffee shopeefood voucher diskon 45rb loh cek sini keburu habis,Fri Feb 28 09:42:34 +0000 2025,3,F&B,Neutral,Harga,No
"Barang sudah diterima, lancar semua dan packing sangat aman dan rapi. Tapi barang tidak segera dikirim setelah order padahal butuh cepat terpaksa beberapa hari harus makan di luar.",terima lancar semua packing sangat aman rapi tidak segera padahal butuh cepat paksa beberapa makan luar,unknown,2,Lainnya,Negative,Bentuk,No
"Saya sejujurnya nyesel sih beli bubble wrap ini, kayak cuman dikasih seiprit doang, saya beli 2pcs. Saya pikir packaging helem saya akn dibalur sama bubble wrap ini, eh cuman kayak nutupin sebelah kiri dan sebelah kanan dus helem, kecewa sih sama pesanan ini. Kayak gak niat gitu, thanks !",jujur nyesel bubble wrap kayak cuman kasih iprit doang 2pcs pikir packaging hem akn balur sama bubble wrap eh cuman kayak nutupin belah kiri belah kanan dus hem kecewa sama pesan kayak tidak niat gitu terima kasih,unknown,1,Otomotif,Negative,Bentuk,Yes
Mantap Kenapa radio FM tidak ada,bagus radio fm tidak,unknown,2,Lainnya,Negative,Rasa,No
the suasana was good but bar tenders were rude on ladies night. treating us like they are the ones sponsoring us drinks. need to improve their pelayanan,the suasana was good but bar tenders were rude on ladies night treating us like they are the ones sponsoring us drinks need to improve their layan,7/27/2018 0:35,3,F&B,Neutral,Bentuk,No
"a posh cafe, not direkomendasikan for students.visit only if its a treat. but food served it great just a little costly. the death by chocolate cake was an wonderful experience for me and also the carrot cake. i loved it. i had a white sauce based pasta too. but i am sorry i don't remember the exact name. it was really really good.",posh cafe not rekomendasi for students visit only if its treat but food served it great just little costly the death by chocolate cake was an wonderful experience for me and also the carrot cake loved it had white sauce based pasta too but am sorry don remember the exact name it was really really good,6/14/2018 13:34,4,F&B,Positive,Bentuk,No
rasa good but quantitt is very less for the money paid,rasa good but quantitt is very less for the money paid,2/27/2019 22:14,3,F&B,Neutral,Rasa,No
kecewa karena sekarang pas mau pesan malah tulisannya area pengantaran di luar jangkauan. padahal dulu sering langsung order di aplikasi ini bisa diantar sampai rumah. semoga ada perbaikan. makasih.,kecewa pas mau malah tulis area antar luar jangkau padahal dulu sering langsung aplikasi antar rumah moga baik terima kasih,2026-05-16 09:46:27,3,F&B,Neutral,Bentuk,No
there is a lot of difference between the nizampet and this (gachibowli) branch.. too late at serving.. kualitas is too poor.. staf doesn't respond quickly,there is lot of difference between the nizampet and this gachibowli branch too late at serving kualitas is too poor staf doesn respond quickly,12/19/2018 16:16,1,F&B,Negative,Bentuk,No
"umpanya GX jalan ,??????????",umpanya gx jalan,unknown,1,Hobi & Hiburan,Negative,Lainnya,No
"kalo gk niat jualan. mending gk usah jualan pak yg di cari orang tuh ramah sama pelanggan udh jutek' giliran ada yg ngevlog baru pura"" ramah sama yg ngevlog rasa nasgor ny juga b aja cuman kecap sama bumbu"" doang. semoga bapk gk kaya gitu lagi deh pak ke pelanggan bpk yg lain",kalo tidak niat jual mending tidak usah jual pak cari orang tuh ramah sama langgan jutek gilir ngevlog baru pura ramah sama ngevlog rasa nasgor ny cuman kecap sama bumbu doang moga bapk tidak kaya gitu pak langgan bpk,2024-12-16T18:26:25.262Z,1,F&B,Negative,Rasa,No
mencoba mix platter mandy dan fallafel nya mantep juta bisa minta toum dan tahini atmosphere dan design tempatnya bagus niat banget mantep keren,coba mix platter mandy fallafel nya mantep juta minta toum tahini atmosphere design tempat bagus niat banget mantep bagus,unknown,5,F&B,Positive,Bentuk,No
pengiriman lambat diluar estimasi,kirim lambat luar estimasi,unknown,2,Lainnya,Negative,Lainnya,No
on time delivery with hot,on time delivery with hot,7/14/2018 23:08,5,F&B,Positive,Lainnya,No
Pengiriman cepat.. Selasa order Kamis barang.sudah sampai.. Alhamdulillah Mesin Cuci sudah ditest RPM cepat tapi tidak noisy.. Seller amanah mantab,kirim cepat selasa kamis alhamdulillah mesin cuci ditest rpm cepat tidak noisy seller amanah mantab,unknown,5,Lainnya,Positive,Lainnya,No
"Makanannya enak, pelayanannya cepat Kak maya",makan enak layan cepat kak maya,2026-05-08T12:31:11.422Z,5,F&B,Positive,Rasa,No
"below expectations experience for us at sunday brunch last weekend. pelayanan was extremely lambat. the pizza arrived after 3-4 reminders. food was very average - not appetising enough to suffer the super lambat pelayanan. all in all, a very disappointing experience at hyatt.",below expectations experience for us at sunday brunch last weekend layan was extremely lambat the pizza arrived after reminders food was very average not appetising enough to suffer the super lambat layan all in all very disappointing experience at hyatt,9/6/2018 18:13,1,F&B,Negative,Lainnya,No
"belum sempat kepasang, tapi saya yakin karena &#34;merk indonesia kelas dunia&#34;",belum sempat pasang yakin merk indonesia kelas dunia,unknown,5,Lainnya,Positive,Bentuk,No
"Steaknya enakkk bangett, lembutt. Bumbu blackpaper, sayurannyaa enakkkk Minuman lemon tea nya bisa di refil. …",steaknya enakkk bangett lembutt bumbu blackpaper sayurannyaa enakkkk minum lemon tea nya refil,4 tahun lalu,5,F&B,Positive,Rasa,No
Serloinnya mantips rasa dan aromanya cocok di lidahku,serloinnya mantips rasa aroma cocok lidah,5 bulan lalu,3,F&B,Neutral,Rasa,No
"Sebenarnya saya suka dgn adanya aplikasi ini, krn saya bisa memesan tanpa hrs ke kedai. Tapi sayangnya, utk bbrp wilayah, msh blm terjangkau. Misalnya sj kmrn saya sempat memesan utk mengantar ke alamat rumah saya, tapi pengantar mengatakan kalau alamatnya tdk masuk jangkauan wilayah, pdhal kedai domino terdekat tdk jauh dri rmh. Bahkan kmrn saya diminta utk lain kali memesan via aplikasi lain. Kalau memang msh blm siap melayani pesanan, lebih baik tdk perlu menggunakan aplikasi.",benar suka ada aplikasi mes hrs kedai sayang bbrp wilayah belum jangkau misal sj kmrn sempat mes antar alamat rumah antar kata kalau alamat tidak masuk jangkau wilayah pdhal kedai domino dekat tidak jauh dri rmh bahkan kmrn minta kali mes via aplikasi kalau memang belum siap layan pesan lebih baik tidak perlu guna aplikasi,2019-08-19 07:23:34,3,F&B,Neutral,Harga,No
Sepatu nya sudah sampai..cuma tdk sesuai pesanan sy..seharus nya 40 (1)..41 (3) dan 42 (1) tapi dikasihnya 40 (2) dan 41 (3)..jdi ada yg ga muat dipakai nya...seharusny ada pemberitahuan dlu..lain kali lebih teliti lagi gan..klo untuk kwalitas nya bagus..hanya disayangkan masalah nomer nya aja..,sepatu nya cuma tidak sesuai pesan sy harus nya kasih jdi tidak muat pakai nya seharusny pemberitahuan dlu kali lebih teliti gan klo kwalitas nya bagus sayang masalah nomer nya,unknown,3,Fashion,Neutral,Bentuk,No
"Pengiriman cukup lama, barang bagus sesuai harga, semoga awet makasih maspion",kirim cukup lama bagus sesuai harga moga awet terima kasih maspion,unknown,2,Lainnya,Negative,Harga,No
"chilli chicken, it was not as expected. fully coated and not spicy.. its just feedback.. but not sharing any reviews my friend suggested about this, i expected that it was not coated and spicy.. but was quite opposite",chilli chicken it was not as expected fully coated and not spicy its just feedback but not sharing any reviews my friend suggested about this expected that it was not coated and spicy but was quite opposite,11/2/2018 18:46,2,F&B,Negative,Lainnya,No
"unreliable. walau dptnya flash sale 69rb, tetep gak worth. cuma sekedar charge yg ringan� saja mgkn ok ??",unreliable dptnya flash sale 69rb tetep tidak worth cuma dar charge ringan mgkn,unknown,1,Elektronik,Negative,Harga,No
gnot good,gnot good,10/16/2018 1:11,3,F&B,Neutral,Lainnya,No
food was superb and pelayanan by santosh was also awesome. we could feel the royal rasa of most of the dishes. especially the biriyani and malia prawn.,food was superb and layan by santosh was also awesome we could feel the royal rasa of most of the dishes especially the biriyani and malia prawn,2/14/2019 21:38,5,F&B,Positive,Rasa,No
they delivered a stale food at night when ordered from zomato. i paid inr 400 for stale food and when i tried calling restoran had closed. no one helped,they delivered stale food at night when ordered from zomato paid inr for stale food and when tried calling restoran had closed no one helped,5/11/2019 11:08,1,F&B,Negative,Lainnya,No
Pengiriman cukup lama hampir semingguan .barang sangat2 good dan rekomen bgt ..udah gitu 7 menit udah dingin bangeeeetttt,kirim cukup lama hampir minggu sangat2 good recommended banget udah gitu udah dingin bangeeeetttt,unknown,5,Lainnya,Positive,Rasa,No
briyani was good and so crispy briyani was good and so crispy briyani was good and so crispy briyani was good and so crispy pelayanan is also good,briyani was good and so crispy briyani was good and so crispy briyani was good and so crispy briyani was good and so crispy layan is also good,5/13/2019 14:07,5,F&B,Positive,Rasa,No
Aplikasi nya bagus saja. Cuma sekarang kok gk ada dikasih saus mayonaise nya ya.. dulu ada dikasih saus mayonaise. Apakah harus request baru dikasih sausnya?,aplikasi nya bagus cuma kok tidak kasih saus mayonaise nya dulu kasih saus mayonaise request baru kasih saus,2025-03-10 04:05:30,3,F&B,Neutral,Bentuk,No
"Suasananya enak di pinggir danau, tapi tempat makannya gak nyaman karena banyak anjing keluar masuk ke dalam resto. Dan untuk makanannya mahal tapi gak sesuai kualitas makanannya banyak yg kurang enak.",suasana enak pinggir danau tempat makan tidak nyaman banyak anjing keluar masuk resto makan mahal tidak sesuai kualitas makan banyak kurang enak,2023-11-13T01:14:47.286Z,1,F&B,Negative,Rasa,No
the suasana is really good dal makhani is a wajib dicoba staffs r really good a must visit tempat. it can be enjoyed with both family and friends. looking forward to visit soon,the suasana is really good dal makhani is wajib coba staffs really good must visit tempat it can be enjoyed with both family and friends looking forward to visit soon,5/16/2019 21:35,5,F&B,Positive,Lainnya,No
barang patah/.gagang patah,patah gagang patah,unknown,2,Lainnya,Negative,Lainnya,No
"sistem sampah gabisa hubungi resto itu sistem terjelek, ga bisa cancel makanan karna udah keambil resto. gw salah alamat, biasa app langsung ganti alamat pengantaran ini engga. sialan 50k ilang gitu aja.",sistem sampah gabisa hubung resto sistem jelek tidak cancel makan udah ambil resto gw salah alamat biasa app langsung ganti alamat antar engga sial 50k ilang gitu,2026-04-01 08:32:04,1,F&B,Negative,Rasa,No
"was there for makan malam on a weekday. the suasana is sombre. they have a wide variety of menu ranging from european to chinese to hyderabadi biryanis. tried the virgin guava mary mocktail,which was really good. the chicken quesadillas were enak. we also had spicy chicken sizzlers which was also good. had an overall pengalaman baik.",was there for makan malam on weekday the suasana is sombre they have wide variety of menu ranging from european to chinese to hyderabadi biryanis tried the virgin guava mary mocktail which was really good the chicken quesadillas were enak we also had spicy chicken sizzlers which was also good had an overall alam baik,10/11/2018 17:59,3,F&B,Neutral,Rasa,No
"went there on a sunday evening with the intention of having just a coffee and relax - as you do in a cafe. this review is not going to be about the food rasa and kualitas and ambiance (which is good as reviewed by numerous others) but a different thing which bothered me once i started going through the menu - how mahal the tempat is! i have been to swanky places in 5 star hotels, but they are mahal because they are in 5 star hotels. this tempat is at an ordinary location with very ordinary ambiance. could never figure why my coffee was 300 bucks and the cheese cake slice 400. rasa - 4 stars value for money - 2 star overall - 3 stars",went there on sunday evening with the intention of having just coffee and relax as you do in cafe this review is not going to be about the food rasa and kualitas and ambiance which is good as reviewed by numerous others but different thing which bothered me once started going through the menu how mahal the tempat is have been to swanky places in star hotels but they are mahal because they are in star hotels this tempat is at an ordinary location with very ordinary ambiance could never figure why my coffee was bucks and the cheese cake slice rasa stars value for money star overall stars,1/28/2019 15:11,3,F&B,Neutral,Rasa,No
"saat daftar, aplikasinya error terus padahal koneksi lancar saja",daftar aplikasi error terus padahal koneksi lancar,2021-10-05 10:28:30,3,F&B,Neutral,Rasa,No
barangnya blm di coba semoga tdk ada kendala ya,barang belum coba moga tidak kendala,unknown,5,Lainnya,Positive,Lainnya,No
ga dikasih screen guard nya..hmmmm,tidak kasih screen guard nya hmmmm,unknown,2,Lainnya,Negative,Lainnya,No
Admin saya mau tanya kenapa packing nya ga rapih ya ? Kan biasa nya di ikat pake tali plastik tapi ini kok nggak ya,admin mau tanya packing nya tidak rapih kan biasa nya ikat pake tali plastik kok tidak,unknown,3,F&B,Neutral,Bentuk,No
Barangnya original 👍. Gampang dipakai. Desainnya elegan ✨. Hemat listrik ⚡.,barang original gampang pakai desain elegan hemat listrik,unknown,5,Lainnya,Positive,Bentuk,No
Bahan bya halus harga nya terjangkau banget semoga tahan lama pengirimannya juga cepat admin nya responsife terimakasih fantech,bahan bya halus harga nya jangkau banget moga tahan lama kirim cepat admin nya responsife terimakasih fantech,unknown,5,Lainnya,Positive,Bentuk,No
pesen mi goreng sedeng malah pedes banget,sen mi goreng sedeng malah pedes banget,unknown,3,F&B,Neutral,Lainnya,No
"labonel has been an old favourite for many years. their cookies and brownies are always in high demand from anyone visiting from out of town to take away, however, would highly recommend trying some of their made to order menu items such as the fudge cake, chocolate pie and chocolate roulade.",labonel has been an old favourite for many years their cookies and brownies are always in high demand from anyone visiting from out of town to take away however would highly recommend trying some of their made to menu items such as the fudge cake chocolate pie and chocolate roulade,11/29/2017 16:46,5,F&B,Positive,Lainnya,No
a good place for above average japanese dishes in town avoid lunch and dinner time as it could get packed and you must wait before you could get a table,good place for above average japanese dishes in town avoid lunch and dinner time as it could get packed and you must wait before you could get table,unknown,5,F&B,Positive,Lainnya,No
"barang super bagus,suara mantap,model baru,cuma kecewa respon penjual kurang sigap,juga pengiriman agak lelet,mohon di tingkatkan lg, terimakasih.",super bagus suara bagus model baru cuma kecewa respon jual kurang sigap kirim lelet mohon tingkat lg terimakasih,unknown,2,Lainnya,Negative,Bentuk,Yes
hi. this is a restraunt where even if the customer says the dish is bland and not enak chef comes back and say it's the way that it gets cooked. no words more than that.,hi this is restraunt where even if the customer says the dish is bland and not enak chef comes back and say it the way that it gets cooked no words more than that,10/15/2018 20:58,1,F&B,Negative,Rasa,No
Sudah diterima semoga awet Packing Bagus. kelengkapan sesuai.,terima moga awet packing bagus lengkap sesuai,unknown,5,Elektronik,Positive,Bentuk,No
mandi is good. prices are terjangkau with generous serving. we tried fish mandi and it was yummy. only thing they need to fix is furniture as it looks worn out.,mandi is good prices are jangkau with generous serving we tried fish mandi and it was yummy only thing they need to fix is furniture as it looks worn out,3/22/2019 21:49,4,F&B,Positive,Rasa,No
"pesen makan udh tnggu 1 jam ga dtg² katanya double order, tp udh 1 jam lebih ga dtg² knpa ya,, saya sering pesan lwat grab baru kali ini selama ini psenan makanan saya ga sampe sampe.",sen makan tnggu tidak dtg kata double lebih tidak dtg knpa sering lwat grab baru kali lama psenan makan tidak sampe sampe,2025-09-17 20:45:01,3,F&B,Neutral,Rasa,No
"Steaknya enak banget, dengan harga segitu kita ud dapet level steak dengan harga jauh diatasnya, pantesan rame terus smpe antri lumayan panjang, karena rela antri demi steak enak dengan harga terjangkau, tempat cozy banget, stafnya ruamah2 poll",steaknya enak banget harga segitu ud dapet level steak harga jauh atas pantesan rame terus smpe antri lumayan panjang rela antri steak enak harga jangkau tempat cozy banget staf ruamah2 poll,setahun lalu,5,F&B,Positive,Harga,No
Meringankan kerja ibu2.. ga capek lagi angkat2 galon,ringan kerja ibu2 tidak capek angkat2 galon,unknown,2,Lainnya,Negative,Bentuk,No
"Beli 3 barang, hanya dikirim 2. Saat komplain dijanjikan barang akan dikirim yg kurangnya. Ternyata dikembalikan uang. Sangat mengecewakan. Sepertinya tidak mau rugi bayar ongkir lagi,jd barang tdk dikirim.",komplain janji kurang nyata kembali uang sangat kecewa seperti tidak mau rugi bayar ongkir jadi tidak,unknown,1,Kesehatan & Kecantikan,Negative,Harga,Yes
"Parah adminnya respon admin lama sekali, ada banyak tidak jawab chatt.pembeli cape tggu update admin. Barang ya biasa sj.",parah adminnya respon admin lama sekali banyak tidak jawab chatt beli cape tggu update admin biasa sj,unknown,2,Lainnya,Negative,Lainnya,Yes
overthemoon is extremely lively tempat with great music and enak food. suasana is quiet spacious. they have wide range of their own brewed beers. at the beginning i was disappointed with services but they made it up with their top services. a very decent tempat to hangout with your friends for some kualitas of time. rating - (4.5/5),overthemoon is extremely lively tempat with great music and enak food suasana is quiet spacious they have wide range of their own brewed beers at the beginning was disappointed with services but they made it up with their top services very decent tempat to hangout with your friends for some kualitas of time rating,5/4/2019 11:57,4,F&B,Positive,Rasa,No
"mendarat dengan selamat,tapi sayang janji mau dikasih bonus malah ga jadi dikirim.",darat selamat sayang janji mau kasih bonus malah tidak jadi,unknown,2,Lainnya,Negative,Lainnya,No
"sekarang pesan makanan kalau malam baru jam 7 saja sudah susah dpt driver.. apalagi mau bayar pakai Qris..tolonglah pihak management,,,jng terlalu mencekik driver dgn potongan harga yg terlalu besar..mereka juga butuh makan.apalagi di era sulit seperti sekarang ini",makan kalau malam baru susah dpt driver mau bayar pakai qris tolong pihak management jng terlalu cekik driver potong harga terlalu besar butuh makan era sulit,2026-04-19 19:21:37,2,F&B,Negative,Harga,No
Ga pernah bisa order melalui aplikasi katanya tdk masuk area jangkauan padahal otlet dominos dkt banget ga smpe 2kg jaraknya kerumah,tidak pernah lalu aplikasi kata tidak masuk area jangkau padahal otlet dominos dkt banget tidak smpe 2kg jarak rumah,2021-09-04 15:44:04,3,F&B,Neutral,Lainnya,No
pelayanan is good by nitish..excellent suasana and testy food..sepadan trying all the beverage.. timely pelayanan and politeness by staf..... sepadan trying this tempat especially on saturday,layan is good by nitish excellent suasana and testy food padan trying all the beverage timely layan and politeness by staf padan trying this tempat especially on saturday,3/30/2019 19:50,5,F&B,Positive,Lainnya,No
"Makanan sih biasa aja, tempatnya bagus.",makan biasa tempat bagus,2026-04-01T02:26:50.981Z,4,F&B,Positive,Rasa,No
Untuk wilayah kota Mojokerto bisa nggak y,wilayah kota mojokerto tidak,2017-10-03 10:14:32,3,F&B,Neutral,Lainnya,No
"Barang sampai dengan selamat, tapi packaging nya kurang aman, gak dikasih bubble wrap jg.. dari tokonya pengirimannya cepat banget, tp ekspedisinya lama banget, mana susah dilacak kalo pakai shopee express gak ada kantornya",selamat packaging nya kurang aman tidak kasih bubble wrap toko kirim cepat banget ekspedisi lama banget mana susah lacak kalo pakai shopee express tidak kantor,unknown,2,Lainnya,Negative,Bentuk,Yes
Salep nya di bikin dulu jadi lama baru sampe... Beli tgl. 22 eh... Tgl. 28 baru sampe... Untung salep doang... Kalo obat mah keburu mati yg sakit... Mending beli di toko obat dah,salep nya bikin dulu jadi lama baru sampe tgl eh tgl baru sampe untung salep doang kalo obat mah keburu mati sakit mending toko obat dah,unknown,1,Kesehatan & Kecantikan,Negative,Lainnya,Yes
fantastic tempat for an event!!!awesome pelayanan...special shout to vijay @prism for taking good care of us..?!! definitely goin back! great vibes!!,fantastic tempat for an event awesome layan special shout to vijay prism for taking good care of us definitely goin back great vibes,4/16/2019 12:36,5,F&B,Positive,Lainnya,No
"Alucase nya datang dengan baik, sayangnya plate form tidak presisi akhirnya ngga saya pakai.",alucase nya baik sayang plate form tidak presisi akhir tidak pakai,unknown,2,Lainnya,Negative,Lainnya,No
"had gone for makan malam. ordered veg manchow sour, veg manchuria, chilly paneer dry, schezwan rice and chilly garlic noodles and assorted vegetables in choice of sauce. all veg. the soup had too much of cornflour was not that nice. manchuria was ok ok. chilly paneer, rice and the gravy were good. could have been a little more spicy as had already requested them at the time of ordering. the pelayanan was quick and good and fresh as the restoran was half occupied and they had good take away orders too. overall a nice experience.",had gone for makan malam ordered veg manchow sour veg manchuria chilly paneer dry schezwan rice and chilly garlic noodles and assorted vegetables in choice of sauce all veg the soup had too much of cornflour was not that nice manchuria was chilly paneer rice and the gravy were good could have been little more spicy as had already requested them at the time of ordering the layan was quick and good and fresh as the restoran was half occupied and they had good take away orders too overall nice experience,11/25/2018 14:17,4,F&B,Positive,Rasa,No
is bogo offer applied to sell out substandard items in the menu? the food was too salty.,is bogo offer applied to sell out substandard items in the menu the food was too salty,8/20/2018 7:10,1,F&B,Negative,Lainnya,No
tidak sesuai pesanan,tidak sesuai pesan,unknown,1,Perlengkapan Kantor,Negative,Lainnya,Yes
"the food was just average. staffs were very nice. serving time was also nice. the rasa of food can be betternwith beyyer cooks. comparing the harga to the rasa..... its not at all sepadan. considering the area, i believe no one is serving better than them.",the food was just average staffs were very nice serving time was also nice the rasa of food can be betternwith beyyer cooks comparing the harga to the rasa its not at all padan considering the area believe no one is serving better than them,11/12/2016 11:38,3,F&B,Neutral,Rasa,No
"the restoran ambiance was really spacious and cozy. but the food was not so good. the starter veg kabab platter, the paneer was really hard only the aloo was good. we directly went for veg and chicken biryani. which was okay but not so good to. the pelayanan was good. i forgot to mention the mocktails that were mojito and ginger peach they were a bit to sweet.",the restoran ambiance was really spacious and cozy but the food was not so good the starter veg kabab platter the paneer was really hard only the aloo was good we directly went for veg and chicken biryani which was okay but not so good to the layan was good forgot to mention the mocktails that were mojito and ginger peach they were bit to sweet,9/24/2018 7:15,2,F&B,Negative,Lainnya,No
Gak dpat tefal seperti info..dan gak ada konfirmasi terkait hal ini..udah beli beberp kali sesuai tp kali ini sama sekali tidak sesuai..mending official store ecommerce lain..buruk sangat buruk,tidak dpat tefal info tidak konfirmasi kait udah beberp kali sesuai kali sama sekali tidak sesuai mending official store ecommerce buruk sangat buruk,unknown,1,Ibu & Bayi,Negative,Lainnya,Yes
bahan sangat tipis dan mudah robek karena lem nya sangat lengket.. sangat sulit di buka karena antara lem dan bahan yg tipis menempel.. akhirnya ga jadi pasang di buang ke tong sampah,bahan sangat tipis mudah robek lem nya sangat lengket sangat sulit buka lem bahan tipis tempel akhir tidak jadi pasang buang tong sampah,unknown,1,Perabotan,Negative,Bentuk,No
food is very good.we can enjoy our food peacefully and pelayanan by mr.santhosh is very good.if you want to be treated as a royal guest visit khaansaab,food is very good we can enjoy our food peacefully and layan by mr santhosh is very good if you want to be treated as royal guest visit khaansaab,2/17/2019 15:02,5,F&B,Positive,Lainnya,No
"trmksh paket pesanan selamat dan utuh tdk.kurang lengkap dengan hadiahnya. Bubble warp nya tebel sampai tebal. trmksh utk kurirnya , seller dan Toped semoga sukses selalu.",trmksh pesan selamat utuh tidak kurang lengkap hadiah bubble warp nya tebel tebal trmksh kurir seller toped moga sukses selalu,unknown,2,Lainnya,Negative,Bentuk,No
"GW PESEN APA DIKASIH WARNA APA, GILA NI YG JUAL",gw sen apa kasih warna apa gila ni jual,unknown,1,Hobi & Hiburan,Negative,Bentuk,No
be polite and ramah staf food is very good and dj dance floor is very nice me and my friends very happy so noce tempat the best pub in the hyderabad city wow........ thanks all staf,be polite and ramah staf food is very good and dj dance floor is very nice me and my friends very happy so noce tempat the best pub in the hyderabad city terima kasih all staf,11/9/2018 16:00,5,F&B,Positive,Lainnya,No
"makin parah, asli parah banget skrg, goride sm gofood nya. Akhir² ini goride semakin susah dapet driver malah dikasih driver yg lokasi nya jauh, mesen gofood pun lama udh nungguin malah dbatalin berkali².",makin parah asli parah banget skrg goride sm gofood nya akhir goride makin susah dapet driver malah kasih driver lokasi nya jauh mesen gofood lama nungguin malah dbatalin kali,2026-03-17 17:57:47,1,F&B,Negative,Bentuk,Yes
boza's are beautiful. the ones on sale are also freshly filled and prepared. it looks bersih; but i don't know the exact details.,boza are beautiful the ones on sale are also freshly filled and prepared it looks bersih but don know the exact details,unknown,5,F&B,Positive,Rasa,No
