Review_Text,Review_Text_Processed,Review_Date,Rating_Score,Platform_Source,Sentiment_Label,Review_Aspect,Crisis_Flag,Business_Category,Is_Sarcasm
"Barang belum sampai kok disuruh menilai??????. Barang belum sampai sudah complain sampai berbusa-busa, dijawab tidak jelas.....",barang suruh nilai barang complain busa busa,14 Des 2017,1,Lazada,Negative,Lainnya,No,Elektronik,No
Sandisk ultra dual drive. Good deal,sandisk ultra dual drive good deal,14 Des 2017,5,Lazada,Positive,Lainnya,No,Elektronik,No
bener bener cepeeet banget datangnya nih barang. pake jasa pengiriman si cepat. 1 hari nyampe. packingnya super salut. rapih aman dan memuaskan. terimakasih banyaakk,bener bener cepeeet banget datang barang pake jasa kirim si cepat nyampe packingnya super salut rapih aman muas terimakasih banyaakk,30 Jan 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
sedih. OTG nya gs bisa dgunain di hp,sedih otg gs dgunain hp,28 Jul 2018,2,Lazada,Negative,Lainnya,No,Elektronik,No
"pengirimannya cepat sangat👍🏼 kualitasnya sesuai ekspektasi, dan packagingnya juga tidak mengecewakan👍🏼👍🏼",kirim cepat kualitas sesuai ekspektasi packagingnya kecewa,17 Apr 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
produk telah diterima dengan baik dan packing juga rapi,produk terima packing rapi,31 Okt 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
KECEWA BANGET. yang bonus ga bisa di pake yang satunya ga bisa nyimpen file,kecewa banget bonus pake satu nyimpen file,26 Apr 2018,1,Lazada,Negative,Lainnya,Yes,Elektronik,No
pengiriman cepat sesuai janji.,kirim cepat sesuai janji,27 Mar 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
good. memuaskan!,good muas,03 Jun 2018,3,Lazada,Neutral,Lainnya,No,Elektronik,No
"tidk bisa di pake usbnya.. gk bisa di copy datanya ke usb .. white protected.. ""kecewa sangat""",tidk pake usbnya copy data usb white protected kecewa,08 Mar 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Ciri2 keaslian uda jelas. Barang bagus work well. Kapasitas gak mgkn ada yg pas 64gb klo ada yg pas at lebih gw malah curiga itu bkn barang ori. Puas klo dapet barang ori patut dicontoh itu penjualnya, trims...",ciri2 asli uda barang bagus work well kapasitas mgkn pas 64gb klo pas at gw curiga bkn barang ori puas klo dapet barang ori patut contoh jual trims,28 Jul 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
Thanks. Lazada Barang nya dah nyampe alhamdulilah bagus cman gambar siaran nya kurang jernih,terima kasih lazada barang dah nyampe alhamdulilah bagus cman gambar siar jernih,27 Mar 2019,3,Lazada,Neutral,Lainnya,No,Elektronik,No
"keren abis,pengiriman cepatt",bagus abis kirim cepatt,06 Jun 2017,5,Lazada,Positive,Lainnya,No,Elektronik,No
siip. barang bagus... sesuai...,siip barang bagus sesuai,30 Jun 2018,3,Lazada,Neutral,Lainnya,No,Elektronik,No
Barang Original dan berfungsi dengan baik,barang original fungsi,02 Jan 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
"saya belum terima barangnya, tp sistem katanya udah, gmn sih!",terima barang sistem udah gmn,27 Mar 2019,1,Lazada,Negative,Lainnya,No,Elektronik,No
flash disk tidak sesuai gambar.. beda tipe... gan.. sy pesennya yg cruzer switch koq yg di kirimin malah yg cruzer blade sih?? sy gk suka yg model blade.. tolong di tuker ya gan dgn yg sesuai pesanan sy.. tolong di respon ya.. makasih..,flash disk sesuai gambar beda tipe gan sy sen cruzer switch koq kirimin cruzer blade sy suka model blade tolong tuker gan sesuai pesan sy tolong respon terima kasih,25 Apr 2018,1,Lazada,Negative,Bentuk,Yes,Elektronik,No
Barang hard disk external 2TB sudah saya terima hasi Selasa sore dan kemasana cukup rapi.Terima kasih,barang hard disk external 2tb terima has selasa sore kemasana rapi terima kasih,28 Mar 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
lumayan. brang sampai dengan selamat,lumayan brang selamat,25 Apr 2018,4,Lazada,Positive,Lainnya,No,Elektronik,No
"Ada harga ada kualitas.... Banyak file yg sdh dicopy, langsung lenyap saat dibuka di laptop lain...",harga kualitas file dicopy lenyap buka laptop,04 Sep 2016,1,Lazada,Negative,Harga,No,Elektronik,No
Bagus pengirimannya...,bagus kirim,11 Agu 2018,3,Lazada,Neutral,Lainnya,No,Elektronik,No
"Love this and wanna have more. Good build quality, good price, good servis... Love it...",love this wanna have more good build quality good price good servis love it,23 Mei 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
siiippp,siiippp,09 Mar 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
pengiriman sangat cepat. kurang dari 2 hari sudah sampai. baru dicoba semoga awet. terimakasih lazada terimakasih jne,kirim cepat coba moga awet terimakasih lazada terimakasih jne,13 Nov 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No
Mantap sekali TVnya. semoga awet.,bagus tvnya moga awet,04 Sep 2018,5,Lazada,Positive,Rasa,No,Elektronik,No
Bagus...,bagus,12 Jul 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Pengiirman sangat cepat dan barang mulus. Fast respon langsnug dikirim, barang sesuai gambar. perfect",pengiirman cepat barang mulus fast respon langsnug kirim barang sesuai gambar perfect,2019-10-02,5,Lazada,Positive,Bentuk,No,Elektronik,No
Barang sesuai pesanan.,barang sesuai pesan,06 Apr 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
kereeen abissss.... thx Sam-Laz,kereeen abissss terima kasih sam laz,27 Mar 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Bagus,, packing rapi cepat sampai pokoknya top dah",bagus packing rapi cepat pokok top dah,21 Mei 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
kok bukan merk Sandisk...,merk sandisk,02 Feb 2019,2,Lazada,Negative,Lainnya,No,Elektronik,No
"secara umum barang bagus, saya beli flash sale dengan harga 73rb, yang bikin agak.kecewa harga barangnya saat tidak foash sale ternyata 83rb, tidak sesuai dg harga yang dicoret saat flash sale.",umum barang bagus beli flash sale harga 73rb bikin kecewa harga barang foash sale 83rb sesuai harga coret flash sale,10 Jan 2019,2,Lazada,Negative,Harga,Yes,Elektronik,No
recommended barang ori seller ramah respon cepat,recommended barang ori seller ramah respon cepat,09 Sep 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No
pengiriman cepat. barang asli. memuaskan. akhirnya bisa beli smart tv dengan cicilan. tapi kartu garansi kok ga dikasih ya? kl ada masalah bisa klaim kagak ya?,kirim cepat barang asli muas beli smart tv cicil kartu garansi kasih kl klaim kagak,11 Des 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
Barangnya pas untuk harddisk saya,barang pas harddisk,18 Jul 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"barang datang terlambat 1 hari dari waktu pengiriman, sudah dicek packing bagus/rapi dan berfungsi normal",barang lambat waktu kirim cek packing bagus rapi fungsi normal,30 Okt 2018,3,Lazada,Neutral,Lainnya,No,Elektronik,No
"Barangnya bagus, cuma bikin kecewa waktu pengiriman telat dr tanggal yg ditentukan, yg seharusnya barang d terima dlm 2 minggu ternyata telat sampai di minggu ke 3",barang bagus bikin kecewa waktu kirim telat dr tanggal tentu barang terima dlm telat,03 Apr 2017,1,Lazada,Negative,Lainnya,Yes,Elektronik,No
pengiman cepat.... mantap...,kim cepat bagus,11 Des 2018,5,Lazada,Positive,Rasa,No,Elektronik,No
Mantap puassssss,bagus puassssss,20 Feb 2019,5,Lazada,Positive,Rasa,No,Elektronik,No
Harga Lebih Mahal daripada Mobil. Percaya Nggak Klo Harga Tv Sampai 200jt/an ... Mending Beli Mobil atau Rumah aja . Nehh memang Harga Tv nya Atau Kesalahan dari sistem Lazadanya :(,harga mahal mobil percaya klo harga tv 200jt an mending beli mobil rumah nehh harga tv salah sistem lazadanya,2019-10-02,1,Lazada,Negative,Harga,No,Elektronik,No
Dua Bintang,bintang,2019-10-02,2,Lazada,Negative,Lainnya,No,Elektronik,No
"Gambar bagus, untuk suara sy kasi nilai 5 karna agak berdengung, port HDMI cm 1, selebihnya hanya tv besar saja",gambar bagus suara sy kasi nilai dengung port hdmi cm lebih tv,27 Jul 2019,3,Lazada,Neutral,Lainnya,No,Elektronik,No
kenapa remote tidak berfungsi ya?? pdhl pake batreinya baru...,remote fungsi pdhl pake batreinya,09 Sep 2019,2,Lazada,Negative,Lainnya,Yes,Elektronik,No
"Puas belanja di lazada. puas belanja di lazada, barang dipaking dengan baik dan kualitas barang bagus, sesuai iklan. terima kasih",puas belanja lazada puas belanja lazada barang paking kualitas barang bagus sesuai iklan terima kasih,11 Nov 2017,5,Lazada,Positive,Bentuk,No,Elektronik,No
"barang sudah saya terima dan saya coba, terdapat kendala dilayar. layar ngadat dan tidak jernih serasa ngadat jadi saya melakukan pengembalian barang, dengan kurir J&T berbayar dengan packing kayu dan barang sudah diterima mohon untuk di konfirmasi dan di berikan solusi terbaik, thanks lazada",barang terima coba kendala layar layar ngadat jernih serasa ngadat kembali barang kurir bayar packing kayu barang terima konfirmasi solusi baik terima kasih lazada,05 Sep 2019,3,Lazada,Neutral,Rasa,No,Elektronik,No
"Hati2 untuk calon pembeli, pengemasan tidak layak. basah sampai tujuan. mohon Lazada untuk menindak lanjuti",hati2 calon beli emas layak basah tuju lazada tindak lanjut,18 Jun 2019,1,Lazada,Negative,Lainnya,No,Elektronik,No
"tv berfungsi dengan baik , tapi kenapa remotnya tidak bekerja sama sekali ....bagaimana solusinya ??? untungnya bisa pake aplikasi remot tivi android , jadi remotnya pake hp saya",tv fungsi remotnya solusi untung pake aplikasi remot tivi android remotnya pake hp,08 Agu 2019,2,Lazada,Negative,Lainnya,No,Elektronik,No
"Baru, USB 2.0, dan 32GB (29.2GB dalam Windows karena Windows begitu, tapi benar) Sangat rekomendasi jika anda tidak ingin/perlu kecepatan USB 3",usb 32gb 2gb windows windows rekomendasi cepat usb,26 Nov 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
"barang original, pengiriman cepat, thanks seller 🤗👌🏻",barang original kirim cepat terima kasih seller,25 Des 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No
"Pesan udh dr tanggal 11 desember 2018, barangnya datang di kupang NTT 10 januari 2019. PARAH. PADAHAL SEBELUMNYA SY BELI 40INC BEGINI DAYANGNYA SEMINGGU. BELI KEDUA PARAH BGT. TAPI SYUKUR BARANGNYA AMAN SAMPAI KUPANG. SY KASIH 1 BINTANG AJ. TKS",pesan dr tanggal desember barang kupang ntt januari parah sy beli 40inc dayang minggu beli parah banget syukur barang aman kupang sy kasih bintang aj tks,11 Des 2018,1,Lazada,Negative,Lainnya,Yes,Elektronik,No
"untuk harga segini sangat amat worthed. walaupun tdk sempurna sih... gambar tajem, kontras Ok, viewing angenya luas, tp tetep terlihat puca klo di liha dr samping dan atas..",harga gin worthed sempurna gambar tajem kontras ok viewing angenya luas tetep puca klo liha dr samping,08 Agu 2018,5,Lazada,Positive,Harga,No,Elektronik,No
kecewa..tida bisa menyimpan pail .parah!!,kecewa tida simpan pail parah,19 Jul 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"kok ga dapet bracket, katanya fred bracket di banner (tgl 14-16 mei)",dapet bracket fred bracket banner tgl mei,14 Mei 2019,1,Lazada,Negative,Lainnya,No,Elektronik,No
"di coba...bisa, tpi hanya bisa 20 lagu an dari ratusan lagu...",coba lagu an ratus lagu,22 Jun 2019,2,Lazada,Negative,Lainnya,No,Elektronik,No
"Barang cepat sampai, bagus, bergaransi & ori.",barang cepat bagus garansi ori,14 Feb 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
ga bisa conect ke laptop saya. kecewa,conect laptop kecewa,10 Agu 2018,1,Lazada,Negative,Lainnya,Yes,Elektronik,No
"Kecewa. Baru 1 minggu udah rusak , padahal nunggu 2 minggu baru dateng ini barang ..",kecewa udah rusak nunggu dateng barang,19 Apr 2017,1,Lazada,Negative,Lainnya,Yes,Elektronik,No
Nice. Always trusted,nice always trusted,04 Nov 2017,5,Lazada,Positive,Lainnya,No,Elektronik,No
parah baru pakai 2x tewas baru simpan data 3gb an,parah pakai 2x tewas simpan data 3gb an,03 Sep 2018,1,Lazada,Negative,Lainnya,Yes,Elektronik,No
Barang asli.sudah saya register juga di web nya WD,barang asli register web wd,07 Okt 2018,4,Lazada,Positive,Lainnya,No,Elektronik,No
Akhirnya produknya sampai juga setelah seminggu nunggu pengiriman dari ninja express bajingan. harusnya 2 hari nyampe tapi ngaret sampe seminggu. untuk android tv nya mantep banget puas banget saya dengan performa nya yang terbaik,produk minggu nunggu kirim ninja express bajing nyampe ngaret sampe minggu android tv mantep banget puas banget performa baik,09 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
Puas. Kualitas gambar bagus. Suara jg bagus. Pengiriman cepat. Cuman kecewa aja ternyata gak bisa nonton netflix di app kecuali lewat browser.,puas kualitas gambar bagus suara bagus kirim cepat cuman kecewa nonton netflix app kecuali browser,12 Jul 2019,4,Lazada,Positive,Bentuk,No,Elektronik,No
produk sudah dicoba bagus tampilanya,produk coba bagus tampilanya,16 Sep 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
bagus. barangnya sudah di terima,bagus barang terima,12 Des 2017,3,Lazada,Neutral,Lainnya,No,Elektronik,No
di tunggu jawabannya.!!!ini tv saya baru datang .udah coba pindah2 tempat tapi masih ada bergaris .ada minus di layar atau bagaimana....?? kalau itu minus cara tukarnya bagaimana,tunggu jawab tv udah coba pindah2 gar minus layar minus tukar,11 Nov 2018,1,Lazada,Negative,Bentuk,No,Elektronik,No
gmna????,gmna,03 Jul 2018,1,Lazada,Negative,Lainnya,No,Elektronik,No
"bagus banget, terimakasih lazada.. adanya lazmall saya terbantu banget, pengiriman nya sangat cepat",bagus banget terimakasih lazada lazmall bantu banget kirim cepat,14 Mei 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
Lega. Pesanan sudah sampai tp telat 3 hari.. hati2 penipuan sama contact wa mengatasnamakan lazada d comment lazada.. karena pihak lazada tidak ada contact wa.. saya hampir kena tipu.. thanks lazada,lega pesan telat hati2 tipu contact wa mengatasnamakan lazada comment lazada lazada contact wa tipu terima kasih lazada,12 Des 2017,5,Lazada,Positive,Lainnya,No,Elektronik,No
Mantap TV nya...,bagus tv,10 Jun 2019,5,Lazada,Positive,Rasa,No,Elektronik,No
"semoga awet, digunakan sebagai backup dilaptop",moga awet backup laptop,10 Des 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No
"barangnya nyampai Dengan baik dan bisa di pakai,mantul deh thanks lazada",barang nyampai pakai mantul terima kasih lazada,28 Mar 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
sangat bagus,bagus,19 Apr 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Kesal. Barang sudah sampai, packing kayu, ternyata ada bagian packingnya patah, kardusnyapun terlihat rusak sobek dibagian kayu packingnya yg patah, eh setelah dibuka ternyata lcd tv nya remuk, alhirnya saya langsung lakukan retur. Barang sudah saya packing kembali seperti sediakala utk di retur kepada jne nya lagi, dan saya ingin pesan lagi.",kesal barang packing kayu packingnya patah kardus rusak sobek bagi kayu packingnya patah eh buka lcd tv remuk alhirnya laku retur barang packing sediakala retur jne pesan,27 Feb 2017,2,Lazada,Negative,Lainnya,Yes,Elektronik,No
alhamdulillah kalo kalo barangnya real pict2 aja kemudian pengiriman juga cukup puas cepat. untuk ulasan gambar gak usah lagi deh soalnya belanjanya tetap2 itu aja😁😁,alhamdulillah kalo kalo barang real pict2 kirim puas cepat ulas gambar belanja tetap2,24 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"bisa menyimpan, tp tidak bisa dibuka file nya",simpan buka file,03 Mei 2019,1,Lazada,Negative,Lainnya,No,Elektronik,No
"baru sempat unbox barang sampai cepat , gambar bagus , tapi ngga sesuai janji ngga ada vip cardnya padahal beli tgl 11.11 bayar pun langsung pada 11.11 sampai d bolak balik kardus nya cari kesana kemari vip card tidak ada",unbox barang cepat gambar bagus sesuai janji vip cardnya beli tgl bayar bolak kardus cari kesana kemari vip card,11 Nov 2018,2,Lazada,Negative,Harga,No,Elektronik,No
"Barang sudah saya terima,,, packing bagus,,,barang sesuai pesanan, pengiriman lbih cepat dari prediksi,,, terimakasih,,,",barang terima packing bagus barang sesuai pesan kirim lbih cepat prediksi terimakasih,26 Okt 2016,3,Lazada,Neutral,Lainnya,No,Elektronik,No
okelah,oke,15 Jan 2019,4,Lazada,Positive,Lainnya,No,Elektronik,No
Pesanan lambat datang. 20hari lebih. Tp kondisi barang memuaskan,pesan lambat 20hari kondisi barang muas,19 Des 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
barang ok om...,barang ok om,30 Jul 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
unit bagus... cuman sedikit terkecoh karna pas mau beli diketerangan produk tertulis spec teknisnya nya dvb-t2 dvb-s2... hiks,unit bagus cuman kecoh pas beli terang produk tulis spec teknis dvb t2 dvb s2 hiks,08 Agu 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
"brg datang baik, meskipun ga tepat waktu. seminggu lebih, padahal kalo pake expedisi sebelah bisa 2 sampai 3 hari saja. brg berdungsi normal, terbaca 14gb. tapi kok item kesannya sangat ringkih beda dengan item lain yg pernah saya pake, terasa banget di tangan dari berat, permukaan bodi dll",brg waktu minggu kalo pake expedisi belah brg berdungsi normal baca 14gb item kesan ringkih beda item pake banget tangan berat muka bodi dll,27 Okt 2018,3,Lazada,Neutral,Rasa,No,Elektronik,No
Barang okeee Terima kasih lazada,barang okeee terima kasih lazada,11 Sep 2019,4,Lazada,Positive,Lainnya,No,Elektronik,No
Kecewa. File gak bisa kebaca . saya kembalikan flasdisnyaaaaaa,kecewa file baca kembali flasdisnyaaaaaa,09 Sep 2017,1,Lazada,Negative,Lainnya,Yes,Elektronik,No
kecewa dgn pengirimannya. barang tdk datang dan blm sy terima tp kok notifnya diterima ya ? apakah ada permainan di kurirnya ?,kecewa kirim barang sy terima notifnya terima main kurir,19 Jul 2018,1,Lazada,Negative,Lainnya,Yes,Elektronik,No
Terim kasih barang sesuai,rim kasih barang sesuai,30 Agu 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
keren. awettt bangettttt dan recomanded bangetttt💕💕💕,bagus awettt bangettttt recomanded bangetttt,21 Sep 2016,5,Lazada,Positive,Bentuk,No,Elektronik,No
Puas. Saya beli udah lama dan sampai sekarang barangnya masih bagus dipakai.. Smoga lancar berjualannya,puas beli udah barang bagus pakai smoga lancar jual,21 Jul 2017,4,Lazada,Positive,Lainnya,No,Elektronik,No
smarttv yg terjangkau recomended,smarttv jangkau recomended,13 Des 2018,5,Lazada,Positive,Harga,No,Elektronik,No
Tidak bisa COD. Di tulis bisa cod begitu proses rupanya ga bisa...,cod tulis cod proses,18 Jan 2018,1,Lazada,Negative,Lainnya,No,Elektronik,No
barang langsung g bisa dipakai~~ mengecewakan,barang pakai kecewa,26 Des 2017,1,Lazada,Negative,Lainnya,No,Elektronik,No
"pengiriman cepat, pecking rapi, tapi fd nya bukan 16 GB melinkan 14 GB. transfer file lama",kirim cepat pecking rapi fd gb lin gb transfer file,14 Agu 2018,4,Lazada,Positive,Lainnya,No,Elektronik,No
"Sangat puas. Barang sesuai dengan deskripsi, saller fast respon. Barang sampai sebelum lebih cepat dari estimasi yang sebenarnya Recommend seller",puas barang sesuai deskripsi saller fast respon barang cepat estimasi recommend seller,22 Okt 2016,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Sedikit mengecewakan. Barang nya sudah sampai terima kasih lazada. Tapi fd 16gb error nggak kebaca ,syukur cman bonus..untung yg 64gb jadi tdi nggak ke baca otg di hp Moto g5s plus mnggkin nggak suport ataw gmna lah..yaa sesuai lah dgn harganya .",kecewa barang terima kasih lazada fd 16gb error baca syukur cman bonus untung 64gb tdi baca otg hp moto g5s plus mnggkin suport ataw gmna yaa sesuai harga,10 Apr 2018,3,Lazada,Neutral,Harga,No,Elektronik,No
tidak berfungsi. tidak fungsi,fungsi fungsi,30 Mar 2018,1,Lazada,Negative,Lainnya,Yes,Elektronik,No
"Ga ada kabel colokan ke komputer nya,harus nya dapat, apa harus beli terpisah??",kabel colok komputer beli pisah,06 Mei 2019,1,Lazada,Negative,Lainnya,No,Elektronik,No
"kecewa. saya sangat kecewa.. barang yg dikirim sangat buruk,,gak bisa utk menyimpan file2..mohon tanggapan nya..tks",kecewa kecewa barang kirim buruk simpan file2 tanggap tks,24 Mei 2018,1,Lazada,Negative,Lainnya,Yes,Elektronik,No
"pas di terima paketnya rusak plastiknya,minta di cek takut knapa2,lagipula COD eh kurir JNE nolak,misalnya klo rusak bisa di refund,padahal biasanya barang datang bisa cek kondisi dalamnya ini malah gak boleh,untungnya pas di coba dan kondisi dalamnya aman.dikirain saya kemasannya pakai packing Kayu,3 hari baru sampai bagi saya lama tuk ke tangerang.biasanya pesan malam besok pagi datang,ini harus tanya cs lazada barang dalam proses,tingkatkan lagi pengirimannya",pas terima paket rusak plastik cek takut knapa2 lagipula cod eh kurir jne nolak klo rusak refund barang cek kondisi dalam untung pas coba kondisi dalam aman dikirain kemas pakai packing kayu tuk tangerang pesan malam besok pagi cs lazada barang proses tingkat kirim,11 Nov 2018,3,Lazada,Neutral,Bentuk,No,Elektronik,No
barang bagus ori kualitas gambar jg bening mantuuul deh pokonya,barang bagus ori kualitas gambar bening mantuuul poko,09 Sep 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
barang sudah sampai sesuai estimasi tapi sayang untuk OTG nya gak fungsi,barang sesuai estimasi sayang otg fungsi,19 Jul 2019,2,Lazada,Negative,Lainnya,No,Elektronik,No
fast respon dan murah...pengiriman cepat (walaupun brg blm dicoba krn blm plg kerja),fast respon murah kirim cepat brg coba plg,03 Jul 2018,5,Lazada,Positive,Harga,No,Elektronik,No
maaf baru beri ulasan barang Ok... thank alot,maaf ulas barang ok thank alot,18 Nov 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Masya Allah . TV nya mantap, layar nya jernih pula ,suaranya joss, langsung pantengin youtube, thanks Coocaa,thank lazada ,thanks amang kurir ninja eks yg mau bareng unboxing dan test keadaan TV.",masya allah tv bagus layar jernih suara joss pantengin youtube terima kasih coocaa thank lazada terima kasih amang kurir ninja eks bareng unboxing test tv,11 Jun 2019,5,Lazada,Positive,Rasa,No,Elektronik,No
barang original saya suka .. rekomendasi bagi yang sedang cari mmc,barang original suka rekomendasi cari mmc,26 Jun 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
barang oke. pengiriman ga oke.,barang oke kirim oke,27 Mar 2019,4,Lazada,Positive,Lainnya,No,Elektronik,No
Barangnya bagus sesuai dengan pesanan.,barang bagus sesuai pesan,15 Jan 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Transaksi dilakukan tanggal 25 Desember 2018, jam 19.34. Proses pembelian juga dengan seller yang ramah dan siap menjamin barang yang dikirim dengan kondisi AMAN. pengiriman cepat, menggunakan Ninja Express dan tidak dalam kurun waktu 2 hari barang sudah sampai di Tj Priok, Jakut. Barang juga diterima dengan kondisi packaging rapih, tidak ada lecet dan kualitas TV benar2 baru, original dan bergaransi dan terlihat premium. saya penggemar layar UHD dan 4K dan peniaian saya untuk layar UHD 40s5g ini adalah 8/10 which is awesome! Speaker sudah DTS dan ok banget buat Youtube, PS4, Spotify dll. Biar bintang yang berbicara. Thank You Coocaa!",transaksi tanggal desember proses beli seller ramah jamin barang kirim kondisi aman kirim cepat ninja express kurun waktu barang tj priok jakut barang terima kondisi packaging rapih lecet kualitas tv benar2 original garansi premium gemar layar uhd 4k peniaian layar uhd 40s5g which awesome speaker dts ok banget youtube ps4 spotify dll biar bintang bicara thank you coocaa,26 Des 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No
agak kecewa,kecewa,01 Okt 2017,3,Lazada,Neutral,Lainnya,No,Elektronik,No
mantap!!!,bagus,14 Jun 2019,5,Lazada,Positive,Rasa,No,Elektronik,No
Hasilnya bagus bergaransi resmi.,hasil bagus garansi resmi,11 Jul 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Saya dibohongi!!. Estimasi pesanan akan diterima tanggal 18-20 Juni, ternyata tanggal 12 Juni pesanan sudah sampai rumah saya.. thanks lazada",bohong estimasi pesan terima tanggal juni tanggal juni pesan rumah terima kasih lazada,05 Jun 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
"mantap barangnya, sesuai dengan gambar dan spek .. memang lama pengirimannya karena ekspidisinya 2x kirim ulang baranganya tp saya puas . terimakasih kotakom pusat dan Lazada semoga sukses selalu",bagus barang sesuai gambar spek kirim ekspidisinya 2x kirim ulang baranganya puas terimakasih kotakom pusat lazada moga sukses,30 Mar 2019,5,Lazada,Positive,Rasa,No,Elektronik,No
kapasitas cuman 16gb. tidak sesuai. di properti 62gb. tp kalau d isi lebih dari 16gb file nya tidak bisa d buka.,kapasitas cuman 16gb sesuai properti 62gb isi 16gb file buka,12 Mar 2018,1,Lazada,Negative,Lainnya,Yes,Elektronik,No
"Barang sesuai deskripsi, original dan berfungsi dengan baik. Masalah kapasitas realnya memang sudah sesuai dengan spesifikasi penyimpanan pada umumnya, berkurang karena ada bagian dari sistem. Terima kasih.",barang sesuai deskripsi original fungsi kapasitas real sesuai spesifikasi simpan kurang sistem terima kasih,29 Jul 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
sesuai deskripsi produk,sesuai deskripsi produk,09 Sep 2019,4,Lazada,Positive,Lainnya,No,Elektronik,No
dear lazada produknya salah kirim isi nya bukan usb tetapi kertas... saya mau return barangnya...,dear lazada produk salah kirim isi usb kertas return barang,03 Sep 2018,1,Lazada,Negative,Lainnya,Yes,Elektronik,No
"Barang sdh sampai di tgl 29 desember . Dan baru sy buka di tanggal 31 desember . Tp knp gambar nya semua channel stasiun tv nya hitam putih, pakai antena luar sudah . Tetangga saya 0akai antena yang sma gambar nyabu berwarna . Knp ini . Bisa di retur kah.",barang tgl desember sy buka tanggal desember knp gambar channel stasiun tv hitam putih pakai antena tetangga 0akai antena sma gambar nyabu warna knp retur kah,28 Des 2017,4,Lazada,Positive,Bentuk,No,Elektronik,No
"barang tidak sesuai. barang yg datang tidak sesuai gambar/pesanan, saya malah di kasih fd model lama, model yg tidak mau saya beli, kecewa saya sama lazada, saya minta pengembalian barang",barang sesuai barang sesuai gambar pesan kasih fd model model beli kecewa lazada kembali barang,17 Mei 2018,1,Lazada,Negative,Bentuk,Yes,Elektronik,No
"wah kecewa sangat saya,,,penipuan ini, pas di masukin ke laptop isi nya ko cuma 4 GB bukan seperti ulasan 32 GB,",kecewa tipu pas masukin laptop isi ko gb ulas gb,27 Des 2018,1,Lazada,Negative,Lainnya,Yes,Elektronik,No
"Pelayanan memuaskan. Saya kira karena liburan bakal lama sampainya, ternyata tidak, Barang asli setelah dibuka,sama dengan foto Thanks lazada, memang effortless banget",layan muas libur sampai barang asli buka foto terima kasih lazada effortless banget,2019-10-02,3,Lazada,Neutral,Lainnya,No,Elektronik,No
Tiga Bintang. Pengiriman cepat..,bintang kirim cepat,14 Jan 2017,3,Lazada,Neutral,Lainnya,No,Elektronik,No
barang bagus bgt.. awet pula. rada kecewa dengan kurir pengirimnya karena barangnya ngga sampe alamat tujuan malah ke tetangga tp ngga bilang klo dititipkan,barang bagus banget awet rada kecewa kurir kirim barang sampe alamat tuju tetangga bilang klo titip,11 Nov 2017,5,Lazada,Positive,Bentuk,No,Elektronik,No
Produknya bagus,produk bagus,15 Agu 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
