Review_Text,Review_Date,Rating_Score,Platform_Source,Business_Category,Product_Name,Raw_Category,Item_Id
"GOOD. Kualitas ok, sesuai keterangan dan barang ori..",29 Mei 2018,5,Lazada,Elektronik,"Seagate BackUp Plus Portable 2TB 2.5"" - HDD - HD - Hardisk External 2.5 - GRATIS Usb OTG Reader Android & Kabel Charger Android",beli-harddisk-eksternal,104023427
"memuaskan. ok, packing rapi, barang OK",08 Jan 2018,5,Lazada,Elektronik,NEW DVD-RW External/ Portable LG Ultra SLIM Optical Drive READ+WRITE,beli-harddisk-eksternal,104074740
"Kurang lengkap. Tidak sesuai gambar,tidak ada obeng,dan tidak ada dompet/kantung pelindung yg ada digambar,tolong diperbaiki",2019-10-02,3,Lazada,Elektronik," USB 2.0 External Case METAL For SATA 2.5"" Inch HDD - Silver",beli-harddisk-eksternal,104101147
"Kurang. Barang sampai tidak sesuai deskripsi, tidak ada oben didalamnya, so far pengiriman sesuai estimasi. Hanya kelengkapan saja lainnya sudah bagus",2019-10-02,3,Lazada,Elektronik," USB 2.0 External Case METAL For SATA 2.5"" Inch HDD - Silver",beli-harddisk-eksternal,104101147
Mantap. Terimakasih paket sampai dengan cepat dan selamat Barang memuaskan sesuai diskripsi Harga bersahabat banget,2019-10-02,5,Lazada,Elektronik,Asus X454YI Notebook,beli-harddisk-eksternal,104107031
Bertanya. Barang ready??,2019-10-02,1,Lazada,Elektronik,Asus X454YI Notebook,beli-harddisk-eksternal,104107031
ready stok ?. ga stock ready ga ?,2019-10-02,4,Lazada,Elektronik,Asus X454YI Notebook,beli-harddisk-eksternal,104107031
Barang ready gan?. Barang ready gan?,2019-10-02,3,Lazada,Elektronik,Asus X454YI Notebook,beli-harddisk-eksternal,104107031
Respon cepat. Barang Memuaskan sesuai diskripsi Harga sangat kompetitif Packing Aman dan rapi,2019-10-02,5,Lazada,Elektronik,Notebook Murah Asus  A455LF Core i3,beli-harddisk-eksternal,104107882
Fast Respon. Barang sesuai Diskripsi Pengiriman Cepat dan Aman Harga sangat kompetitif,2019-10-02,4,Lazada,Elektronik,Notebook Murah Asus  A455LF Core i3,beli-harddisk-eksternal,104107882
"Dari segi packing cukup bagus, kondisi fisik barang terlihat bagus dan bahan yg digunakan cukup lumayan, elegan dan simpel menurut saya.tapi sayang, begitu dicoba barang tidak berfungsi. Hanya lampu indikator saja yg menyala. tidak terdeteksi sama sekali di windows.",24 Okt 2018,1,Lazada,Elektronik,R-ONE - Casing Hardisk External 2.5 Sata - Usb 2.0,beli-harddisk-eksternal,104193370
berfungsi dengan baik,22 Nov 2018,5,Lazada,Elektronik,R-ONE - Casing Hardisk External 2.5 Sata - Usb 2.0,beli-harddisk-eksternal,104193370
udah lama samapai,08 Agu 2018,5,Lazada,Elektronik,R-ONE - Casing Hardisk External 2.5 Sata - Usb 2.0,beli-harddisk-eksternal,104193370
bagus berfungsi dengn..baik.,14 Agu 2018,5,Lazada,Elektronik,R-ONE - Casing Hardisk External 2.5 Sata - Usb 2.0,beli-harddisk-eksternal,104193370
barang bagus minimalis simpel berfungsi dgn baik,06 Mei 2018,4,Lazada,Elektronik,R-ONE - Casing Hardisk External 2.5 Sata - Usb 2.0,beli-harddisk-eksternal,104193370
ok,02 Okt 2018,5,Lazada,Elektronik,R-ONE - Casing Hardisk External 2.5 Sata - Usb 2.0,beli-harddisk-eksternal,104193370
Barangnya bagus dan berfungsi. Terimakasih lazada. Waktu pengiriman tepat waktu.,31 Mar 2018,5,Lazada,Elektronik,Flashdisk Karakter Android,beli-harddisk-eksternal,104200083
Overall bagus sih..,12 Des 2018,4,Lazada,Elektronik,HARDDISK EXTERNAL TOSHIBA CANVIO READY 1TB - HOT BONUS,beli-harddisk-eksternal,104206668
Barang datang tepat waktu dan bekerja baik,04 Nov 2018,5,Lazada,Elektronik,HARDDISK EXTERNAL TOSHIBA CANVIO READY 1TB - HOT BONUS,beli-harddisk-eksternal,104206668
sudah dicoba dan jalan semua .. otg nya juga bisa,25 Okt 2018,5,Lazada,Elektronik,HARDDISK EXTERNAL TOSHIBA CANVIO READY 1TB - HOT BONUS,beli-harddisk-eksternal,104206668
mantaf,30 Okt 2018,5,Lazada,Elektronik,HARDDISK EXTERNAL TOSHIBA CANVIO READY 1TB - HOT BONUS,beli-harddisk-eksternal,104206668
"Alhamdulillah berfungsi dengan baik, bonus lengkap, packing rapi pokonya puas banget dan pengiriman cepat",24 Agu 2019,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
"packing lumayan, agak terbuka sedikit namun tidak menyebqbkan kerusakan, udah digunakan, dah bikin 2 partisi, dah di pindahkan data dan sampai sekarang tidak menemukan kendala, untuk bonus yang ditawarkan sesuai dengan yang diterima, lengkap deh, terima kasih atas layanannya, gak kecewa bila semua sellernya seperti ini 😄",05 Nov 2018,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
"barang ori, pas di cek memori ny ad 931 GB, berfungsi dgn baik. Freebies ny pada lengkap.",09 Sep 2019,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
Jos Gandos,20 Sep 2019,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
"alhamdulillah barang sudah diterima sesuai yang didisplay digambar. Proses pembayaran hari rabu dan barang di terima hari jumat di minggu yang sama. makasih ya semoga makin banyak pembeli, makin sukses dan makin GGWP",19 Des 2018,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
keren bget sip lah,09 Sep 2019,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
Biarkan bintang yang berbicara...,09 Sep 2019,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
produk baru sampe kepotong hari minggu.. overall barang kelengkapan sesuai deskripsi.. belum dicoba hardisk nya mudah mudahan awet aja.. makasih seller makasih lazada,28 Jun 2019,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
Puji Tuhan.. barangnya udah sampai. Cepeeettt banget. Cuma 2 hari sampe. Sesuai gambar. Cepet banget harddisknya mindahin data. Sukses untuk usahanya. Terimakasih banyak,23 Apr 2019,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
"Penjual ramah, respons cepat, barang sampai tepat waktu, kondisi barang bagus, semua bonusnya lengkap (kebetulan suka semua warna bonusnya), waktu dicoba langsung bisa dipakai, kapasitasnya 931GB.. cuma satu komplainnya, packingnya rapi tapi kurang aman, soalnya waktu diterima USB OTG readernya keluar dari tempatnya.. secara keseluruhan baik..",15 Jan 2019,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
produk mantap sesuai gambar ada bonus nya juga pokoknya mantap kalau soal produk dan cepat tanggap kalau ada yg bertanya... tetapi sayangnya saya kecewa dengan pengiriman barangnya karna bisa dibilang agak lama kalau misalkan pengirimannya cepat saya pasti kasih 5 bintang,12 Des 2018,4,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
"Hardisk sudah saya terima dengan kondisi lengkap, meskipun bungkus sedikit sobek dan penyok, tetapi overall setelah saya coba berfungsi dengan normal dan baik, thanks lazada",21 Des 2018,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
"berfungsi dengan baik, bonusnya juga lengkap Zeb!!. Pesan kamis sampai jumat, via COD",04 Jul 2019,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
"packing baik, barang & bonusnya sesuai, seller recommended, thankyou la zada",12 Mar 2019,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
mantapp... barang sesuai harga.. pengiriman cepet ...,25 Feb 2019,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
barang sampe thanks ya. cuman ko botolnya pecah. minus nya packing barangnya kurang rapi dan kurang aman,22 Agu 2018,3,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
Keren,17 Sep 2019,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
Bagus beneran 1TB. Hardisk External saya dipakai untuk penimpanan anime anime saya,23 Mei 2019,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
"Alhamdulillah paket dah sampe, belum dicoba tapi semuanya sih lengkap hehehe",02 Des 2018,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
packibg rapi. bonurls lengkap murah meriah mantap 👍👍👍,20 Okt 2018,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
"barangnya dah sampe dengan menggunakan lazada express, n bonus barangnya ada yg ketinggal pouch hardisk ext. lain kali teliti sama bonus sama barang pesannya ya thanks for lazada :*",15 Des 2017,4,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
bagus,05 Sep 2019,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
Barang diterima dengan baik,06 Agu 2019,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
brg real pic lah pokoknya. bonusnya juga menarik. mantap👍🏻,03 Agu 2019,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
semoga awet thanks,25 Mei 2019,4,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
"bagus dan berfungsi dgn baik, dpt banyak barang seperti tempat minum dll..",29 Mar 2019,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
bisa d rekomendasi kan,10 Mei 2019,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
oke punya deh cpt sampai,28 Mar 2019,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
"barang bagus, belum ada masalah sama sekali",12 Des 2018,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
puas.. dapet harga murah,27 Mar 2019,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
Paket diterima dlm keadaan baik. Bonus lengkap. Harddisk oke. Recomended seller!,08 Apr 2019,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
puas banget.... kmrn pesen hari ini nyampek... kurirnya ramah👍,27 Mar 2019,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
okokokokookokokokokokokokokokokokokok,08 Mar 2019,4,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
"mantappp packing rapi, semua barang berfungsi normal tanpa kendala",04 Feb 2019,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
banyak bonusnya,15 Jan 2019,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
"Good, packing bagus dan diterima sesuai jadwal yang dijanjikan.",13 Jan 2019,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
Sesuai dengan gambar,21 Des 2018,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
"packing bagus, rapih dan pengiriman cepat, recommended seller",12 Des 2018,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
"semoga awet, pengiriman cepat,",22 Sep 2018,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
ok,16 Jul 2019,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
barang ori,29 Mei 2019,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
👍,02 Mei 2019,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
mantappp,12 Des 2018,5,Lazada,Elektronik,Toshiba Canvio Ready 1TB - HDD / HD / Hardisk Eksternal - GRATIS GRATIS Pouch Harddisk + Botol Air Minum 500ml Plus Sarung Botol + Kabel Casan Android & Usb OTG Reader,beli-harddisk-eksternal,104207424
isinya 1.81 TB. pesan barang yang tipe basic kok yang di kirim tipe ready semoga awet,15 Jun 2018,3,Lazada,Elektronik,Toshiba Canvio Ready 2TB - HDD / HD / Hardisk Eksternal - GRATIS Pouch HDD Ext dan Cleaning Kit Pembersih LCD Pc Laptop Tv Smartphone Hp,beli-harddisk-eksternal,104210620
"Barang asli seagate, pengiriman fast furios, kemarin pesan sampai hari ini, semua berfungsi. Thanks seller",04 Sep 2019,5,Lazada,Elektronik,Seagate Backup Plus Slim 1TB - HDD - HD - Hardisk External 2.5  + Gratis Pouch Harddisk + Otg Android + Cleaning Kit ( Pembersih PC & Notebook + Usb Hub 4Port,beli-harddisk-eksternal,104211244
"Maaf Baru beri testi,Soal Barang dijamin asli mantap dicoba langsung dan tanpa kendala,packing rapi dilengkapi bubble warp jadi aman,dan Seller pun ramah respon cepat mantap",15 Sep 2018,5,Lazada,Elektronik,Seagate Backup Plus Slim 1TB - HDD - HD - Hardisk External 2.5  + Gratis Pouch Harddisk + Otg Android + Cleaning Kit ( Pembersih PC & Notebook + Usb Hub 4Port,beli-harddisk-eksternal,104211244
terbaik. paket sudah sampai gan packing rapi cuman kuas pembersih kagak ada di ganti cotton bud mudah-mudahan awet,04 Jul 2018,5,Lazada,Elektronik,Seagate Backup Plus Slim 1TB - HDD - HD - Hardisk External 2.5  + Gratis Pouch Harddisk + Otg Android + Cleaning Kit ( Pembersih PC & Notebook + Usb Hub 4Port,beli-harddisk-eksternal,104211244
barang sudah keterima tapi ga bisa ke detect di komputer.. mohon solusi buat pengembalian barang karena dalam paket gak ada kertas buat pengembalian barang,10 Agu 2018,1,Lazada,Elektronik,Seagate Backup Plus Slim 1TB - HDD - HD - Hardisk External 2.5  + Gratis Pouch Harddisk + Otg Android + Cleaning Kit ( Pembersih PC & Notebook + Usb Hub 4Port,beli-harddisk-eksternal,104211244
"mantap gan. hardisk externalnya seagate ori plus bonus"" nya work semua mantap gan👍👍👍, cuma kok sulak pembersih komputernya di ganti cottonbud buat telinga 😂😂😂 yg lain mantap",17 Jul 2018,5,Lazada,Elektronik,Seagate Backup Plus Slim 1TB - HDD - HD - Hardisk External 2.5  + Gratis Pouch Harddisk + Otg Android + Cleaning Kit ( Pembersih PC & Notebook + Usb Hub 4Port,beli-harddisk-eksternal,104211244
"responsif. dikirim cepet bgt, barang mantep asli ori smua bonus dapet kecuali usb port trus saya tanyain boleh gak kirim lagi usb portnya, katnya boleh, besoknya dikirim ke rumah saya... mantab bgt gan maaf ngerepotin",19 Jun 2018,5,Lazada,Elektronik,Seagate Backup Plus Slim 1TB - HDD - HD - Hardisk External 2.5  + Gratis Pouch Harddisk + Otg Android + Cleaning Kit ( Pembersih PC & Notebook + Usb Hub 4Port,beli-harddisk-eksternal,104211244
"recommended seller. packing amat sangat rapi, respon dan pengiriman cepat, barang dan bonus sesuai dengan gambar. recommended seller",19 Jun 2018,5,Lazada,Elektronik,Seagate Backup Plus Slim 1TB - HDD - HD - Hardisk External 2.5  + Gratis Pouch Harddisk + Otg Android + Cleaning Kit ( Pembersih PC & Notebook + Usb Hub 4Port,beli-harddisk-eksternal,104211244
"cepet sampai. barang uda diterima bagus, packing aman. respon cepat. klo ada diskon lagi, pasti saya recommend ke kawan deh",22 Mei 2018,4,Lazada,Elektronik,Seagate Backup Plus Slim 1TB - HDD - HD - Hardisk External 2.5  + Gratis Pouch Harddisk + Otg Android + Cleaning Kit ( Pembersih PC & Notebook + Usb Hub 4Port,beli-harddisk-eksternal,104211244
seagate selalu jadi pilihan,19 Des 2017,5,Lazada,Elektronik,Seagate Backup Plus Slim 1TB - HDD - HD - Hardisk External 2.5  + Gratis Pouch Harddisk + Otg Android + Cleaning Kit ( Pembersih PC & Notebook + Usb Hub 4Port,beli-harddisk-eksternal,104211244
barang sesuai dengan apa yang ditawarkan. respon penjual baik ok. mantap,31 Des 2018,5,Lazada,Elektronik,Seagate Backup Plus Slim 1TB - HDD - HD - Hardisk External 2.5  + Gratis Pouch Harddisk + Otg Android + Cleaning Kit ( Pembersih PC & Notebook + Usb Hub 4Port,beli-harddisk-eksternal,104211244
"tepat waktu,berfungsi dgn baik",24 Des 2018,4,Lazada,Elektronik,Seagate Backup Plus Slim 1TB - HDD - HD - Hardisk External 2.5  + Gratis Pouch Harddisk + Otg Android + Cleaning Kit ( Pembersih PC & Notebook + Usb Hub 4Port,beli-harddisk-eksternal,104211244
"Barang nya bagus udh lengkap isinya sesuai digambar, barang cepet jga sampenya",23 Jan 2019,5,Lazada,Elektronik,Seagate Backup Plus Slim 1TB - HDD - HD - Hardisk External 2.5  + Gratis Pouch Harddisk + Otg Android + Cleaning Kit ( Pembersih PC & Notebook + Usb Hub 4Port,beli-harddisk-eksternal,104211244
"Barang Sudah ditrima, packing rapi... Pokoknya rekomended bnget",05 Okt 2018,4,Lazada,Elektronik,Seagate Backup Plus Slim 1TB - HDD - HD - Hardisk External 2.5  + Gratis Pouch Harddisk + Otg Android + Cleaning Kit ( Pembersih PC & Notebook + Usb Hub 4Port,beli-harddisk-eksternal,104211244
"nice. barang sampai sesuai jadwal, seller ok, kurir juga bersahabat, stelah di test ok",07 Jul 2018,5,Lazada,Elektronik,Seagate Backup Plus Slim 1TB - HDD - HD - Hardisk External 2.5  + Gratis Pouch Harddisk + Otg Android + Cleaning Kit ( Pembersih PC & Notebook + Usb Hub 4Port,beli-harddisk-eksternal,104211244
"cepat sampai.. pengiriman cpt, barang sesuai pesanan",03 Jul 2018,4,Lazada,Elektronik,Seagate Backup Plus Slim 1TB - HDD - HD - Hardisk External 2.5  + Gratis Pouch Harddisk + Otg Android + Cleaning Kit ( Pembersih PC & Notebook + Usb Hub 4Port,beli-harddisk-eksternal,104211244
paket lengkap murahnya TOP,29 Jun 2018,5,Lazada,Elektronik,Seagate Backup Plus Slim 1TB - HDD - HD - Hardisk External 2.5  + Gratis Pouch Harddisk + Otg Android + Cleaning Kit ( Pembersih PC & Notebook + Usb Hub 4Port,beli-harddisk-eksternal,104211244
Very good,10 Sep 2018,5,Lazada,Elektronik,Seagate Backup Plus Slim 1TB - HDD - HD - Hardisk External 2.5  + Gratis Pouch Harddisk + Otg Android + Cleaning Kit ( Pembersih PC & Notebook + Usb Hub 4Port,beli-harddisk-eksternal,104211244
Performance. Good,16 Okt 2017,5,Lazada,Elektronik,Seagate Backup Plus Slim 1TB - HDD - HD - Hardisk External 2.5  + Gratis Pouch Harddisk + Otg Android + Cleaning Kit ( Pembersih PC & Notebook + Usb Hub 4Port,beli-harddisk-eksternal,104211244
good👌,09 Agu 2018,4,Lazada,Elektronik,Seagate Backup Plus Slim 1TB - HDD - HD - Hardisk External 2.5  + Gratis Pouch Harddisk + Otg Android + Cleaning Kit ( Pembersih PC & Notebook + Usb Hub 4Port,beli-harddisk-eksternal,104211244
"Memuaskan, tks Lazada",20 Jul 2018,5,Lazada,Elektronik,Seagate Backup Plus Slim 1TB - HDD - HD - Hardisk External 2.5  + Gratis Pouch Harddisk + Otg Android + Cleaning Kit ( Pembersih PC & Notebook + Usb Hub 4Port,beli-harddisk-eksternal,104211244
Kecewa. Barang KW,05 Nov 2017,1,Lazada,Elektronik,Toshiba Flashdisk Hayabusha 8GB + Free OTG Micro USB Cable - Putih,beli-harddisk-eksternal,104239092
Mantapp sesuai dengan pesanan respon cepat dan memuaskan🙏suwun👍,10 Sep 2019,5,Lazada,Elektronik,SanDisk Cruzer Fit CZ33 Flashdisk [16 GB] *Original Garansi Resmi*,beli-harddisk-eksternal,104250465
"barang lama sampenya, bikin deg deg serrrr. pas sampe langsung cek ..dan barang bagus. belum coba copy paste file seh. smoga memuaskan.",23 Okt 2018,4,Lazada,Elektronik,SanDisk Cruzer Fit CZ33 Flashdisk [16 GB] *Original Garansi Resmi*,beli-harddisk-eksternal,104250465
"Barang cpt dtg pdhl baru pesan kamis siang kmr,jumat siang ini sdh nyampe .puas pelayananya cepat.barangnya jg ok.mks ya kak.",10 Jan 2019,5,Lazada,Elektronik,SanDisk Cruzer Fit CZ33 Flashdisk [16 GB] *Original Garansi Resmi*,beli-harddisk-eksternal,104250465
aman n lancar jaya,13 Agu 2019,5,Lazada,Elektronik,SanDisk Cruzer Fit CZ33 Flashdisk [16 GB] *Original Garansi Resmi*,beli-harddisk-eksternal,104250465
