Review_Text,Review_Date,Rating_Score,Platform_Source,Sentiment_Label,Review_Aspect,Crisis_Flag,Business_Category,Is_Sarcasm
Mantappp Flashsale 99 harga murah meriah 😁👍👍👍,09 Sep 2019,5,Lazada,Positive,Harga,No,Elektronik,No
"tv sudah sampe dengan selamat dalam keadaan baik, packing juga aman.mantap",09 Sep 2019,5,Lazada,Positive,Rasa,No,Elektronik,No
luar biasa ke kota malang gak sampai 24 jam,11 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
Gambarnya tajam. Puaaaassss. Thanks laz,09 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
Produk terpercaya,09 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"mantap,dii tunggu promonya lagi ya hehehehee",09 Sep 2019,5,Lazada,Positive,Rasa,No,Elektronik,No
"perfect...harga murah ,biar bintang yg bicara",09 Sep 2019,5,Lazada,Positive,Harga,No,Elektronik,No
tvnya bagus,09 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
terimakasih seler dan lazada.. pengiriman tepat waktu dan barang okee..,09 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
barang oke.. tv oke juga cm pas di colok selang 10mnt agak bau sangit . knp ya...,09 Sep 2019,5,Lazada,Positive,Rasa,No,Elektronik,No
"Mantabs,murah bukan murahan Joss,rekomended",09 Sep 2019,5,Lazada,Positive,Harga,No,Elektronik,No
"pengiriman sangat cepat, tapi ini tv tidak support usb media ya??",09 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"allhamdulillah pesanan sudah di tempat, cukup puas, kurirnya juga sabar, trimakasih lazada",11 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"barang bagus, untuk dikelasnya",03 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
sangat memuaskan..kurirnya juga ramah kebetulan dari jawa juga.. packing rapih..mantap jiwa,09 Sep 2019,5,Lazada,Positive,Rasa,No,Elektronik,No
mantap pengiriman cepat harga bersahabat kualitas juaraaaaa thaks lazada.,08 Sep 2019,5,Lazada,Positive,Rasa,No,Elektronik,No
alhamdulillah barang sudah sampai. tp belum di coba smoga aj awet,09 Sep 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
alhamdulillah 3 hari barang mendarat dengan slamat..mantulll mkasih lazada makasih seler nya..,09 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
Tv nya bagus..pengiriman cepat.pagi pesan mlmnya sdh datang,09 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Produk memuaskan, pengiriman cepat, kurirnya juga sopan.",03 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
produk ok. paking rapi. pokoknya rekomendasi banget. terimakasih 🙏🙏 lazada.,02 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
barang sudah sampai paking y rapi mksih lazada,28 Agu 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
mantap sampai dengan selamat,24 Agu 2019,5,Lazada,Positive,Rasa,No,Elektronik,No
barNg d terima dengan baik dan kondiisi mulus,28 Agu 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"pesen pagi sore dateng.barang juga oke banget,",30 Agu 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Tv nya mantul,semoga awet",29 Agu 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
bagus barangnya makasih lazada,29 Agu 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
top markotop lah pokonya .. ngga nyesel pastinya.,29 Agu 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
mantul betul sampai juga di Sulawesi tengah dengan selamat terima kasih ninja & lazada,31 Jul 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"tv ny sudah di tempat. layar ok gambar ok tpi suaranya kadang ilang kadang besar sendiri , apalagi klo denger suara adzan jelas banget suarany hilang sendiri",11 Jun 2019,1,Lazada,Negative,Bentuk,Yes,Elektronik,No
"Alhamdulillah barang nya udah sampe, tidak lecet, pengiriman cepat, seller nya jg ramah..thank's lazada ☺️",18 Agu 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
Alhamdulillah ..Mantul !!! sempat mampir makassar sekarang dah sampai ditangan/manokwari 😍😍😍🙏🙏🙏,12 Jul 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"PELAYANAN BURUK. pesan barang Dari tgl 12 Feb 2017, sampai detik ini barang tidak di terima, di email no resi Dakota tapi link email yg dikirim tidak bisa diakses error terus, kompalin ke lazada via live chat via customer care semua menyampaikan akan di konfirmasi via email tapi sampai detik INI pun tidak Ada email masuk sy terima dari lazada, tidak tanggap Dalam menangani komplain customer tdk spt olshop lain yg cpt menanggapi kalau Ada keluhan jd customer merasa dibantu, sy beli barang bermaksud bwt hadiah malah jadi sia2, lokasi saya hanya do bogor masa seminggu ga sampai2 pengiriman Darimana? Dari Papua? kendala Ada dimana tolong donk dijelaskan!!! bukannya dibiarkan menunggu Tanpa Ada kejelasan!!!! KECEWA !!!",12 Feb 2017,1,Lazada,Negative,Rasa,Yes,Elektronik,No
"SUDAH 2 MINGGU BARANG BELUM DATANG. Sesuai detail pesanan seharusnya barang sudah saya terima maksimal tgl 23 desember 2016, bahkan barang sudah dikirim tgl 16 desember. Logika nya kalau memang penjual dan barang berada lokasi di jabodetabek apakah perlu 10 hari lebih utk mengirim barangnya ke alamat saya di Bekasi? Diminta CANCEL/REFUND tidak pernah bisa dengan alasan Barang sudah proses pengiriman. padahal TIDAK ada bukti otentik bahwa barang sudah di kirim, no resi yang diberikan tidak bisa di lacak di website kurir pengiriman. Lebih baik belanja di website online lain yang lebih terpercaya! Pelayanan LAZADA tidak professional, sudah 5x lebih komplen jawabannya hanya ""akan ditindaklanjuti ke pihak terkait""",14 Des 2016,1,Lazada,Negative,Lainnya,Yes,Elektronik,No
Bagus sih cuman nyampe nya hari sabtu pesen selasa nyampe sabtu lama dari ninja expres nya tetep ada pemingkaran lagi yaa,16 Sep 2019,4,Lazada,Positive,Lainnya,No,Elektronik,No
"Barang sudah diterima dengan keadaan baik, pengiriman cepat kurir ramah terimakasih lazada semoga barang barngnya awet dengan harga yang lebih murah...",18 Agu 2019,5,Lazada,Positive,Harga,No,Elektronik,No
alhamdulilah sesuai yg d harapkan ..barang mulus dan bagus banget 😊😊 makasih lazada dan pak kurir yg biasa ke rumah 😊😊,23 Jul 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
barang nya slamat sampai tujuan... over all so good.. recomended bgt... sok di beli. gak salah toko pasti ni yg paling murah n barang nya ok...,23 Jul 2019,5,Lazada,Positive,Harga,No,Elektronik,No
"Puas banget, barang original. 2 hari langsung sampe, padahal biasanya kalo di kirim ke kutai barat maksimal 1 minggu baru sampe 😍 Harga ok bgt 👍👍👍 thz Lazada",17 Sep 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
"mantul,,",15 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
Saya terima brg tgl 13 sept 2019 dlm keadaan LED Pecah.. Saya sudah ajukan pengembalian barang tgl 13 sept 2019 juga.. sampai skrg belum ada proses.. mohon untuk proses pengembalian dana saya atas nama Fik Putra Lubis,09 Sep 2019,1,Lazada,Negative,Lainnya,No,Elektronik,No
nice,02 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
Bagus,09 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
Barang sampai tepat waktu.. Packing kayu..safety banget.. Dan free ongkir dr Lazada... I love Lazada...,09 Sep 2019,5,Lazada,Positive,Harga,No,Elektronik,No
puas banget.. Alhamdulillah paketnya sudah sampai dari tanggal 14 terimakasih lazada dan seller terimakasih juga kurirnya,10 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"tv nya bagus, normal minus hanya di port usb g suport multi media g seperti merk sebelah harga sama tpi usb suport multi media",09 Sep 2019,4,Lazada,Positive,Harga,No,Elektronik,No
mantap pengiriman sangat cepat baru pesen 1menit langsung dikirim luar biasa barang mendarat di serang banten dengan baik dan sangat cepat sampe rumah dan kondisi barang sangat mulus tanpa pecah packing mantap barang normal harga sangat murah sekali,13 Sep 2019,5,Lazada,Positive,Harga,No,Elektronik,No
"barang d terima dgn baik, thanks lazada",19 Apr 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Di deskripsi & diskusi ditulis USB movie, kenyataannya TV ini port USB nya hanya utk service saja tdk bisa utk play movie/music. Bener2 dibohongi nih, bisa retur / tukar gak nih? Kalau bs sy revisi jd bintang 5",09 Sep 2019,1,Lazada,Negative,Lainnya,Yes,Elektronik,No
"terima kasih lazada, barang sdh saya terima, puas sekali belanja di toko ini, dan terimakasih juga sdh mau dilengkapi dgn packing kayu",09 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
katanya mau mau nonton film dengar musik tinggal colok usb. ternyata usbnya buat service only. penipuan ini namanya. saya mau lomplen ahh. soalnya tujuan saya beli tv ini untuk saya nonton film melalui usb. kecewa saya,15 Mei 2019,1,Lazada,Negative,Lainnya,Yes,Elektronik,No
"sanggggaaaat mengecewakan ,mohon agar berhati2, dalam pengiriman barang contoh barang yang saya tunggu2 ternyata sangat tidak memuaskan",05 Nov 2018,1,Lazada,Negative,Lainnya,No,Elektronik,No
"Derat yg wat nempel ke bautnya kurang satu,jd blm bs dipasang ke bracket,,ada yg jual ga ya deratnya aja",09 Sep 2019,5,Lazada,Positive,Rasa,No,Elektronik,No
"dideskripsi USB Movie, tp kenyataannya USB cm bwt service aja. MOHON DIKOREKSI DETAIL PRODUKNYA,AGAR TIDAK ADA LAGI YG SALAH PAHAM.",27 Mei 2019,3,Lazada,Neutral,Lainnya,No,Elektronik,No
"mohon maaf untuk pengembalian barang . saya kirimkan krmbali barangnya dan sudah di terima . setelah melakukan evaluasi , kenapa pengembalian dana via transfer saya belum juga di transfer ya ? makasih",12 Nov 2018,1,Lazada,Negative,Lainnya,No,Elektronik,No
Udah parno aja liat retingan yg bintang satu... Ternyata pas datang sangat memuaskan barangny ok bangt maksih reseler dan kurirnya sangat sopan..,07 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
dibeli untuk menggantikan tv LG yang ga mau nyala lagi. daya tangkap signal tv sharp ternyata memang lebih kuat. sangat berguna bagi saya yang tinggal di daerah yang kurang sinyal. Beruntung saya pilih TV ini. Terimakasih lazada yang udah kasi harga murah dan bisa nyicil 12 kali bunga 0%,30 Mei 2019,5,Lazada,Positive,Harga,No,Elektronik,No
"manab TV nya bening kaya paha prawan, meski layar kaga sejernih TV HD pengirimanya sangat cepat mlm pesen siang nyampe Jd Tolong buat samsung ato lazada di Diskripsi judul utama yg di atas jng di tulis TV HD ini Nama nya pembohongan publik, Jd buat yg mau bli TV ini inget yea TV ini belum HD alias tv led biasa dg kwalitas resolusi 720mb jd Hanya bisa nangkep TV siaran analog ga bisa nangkep TV digital, klo pengen bisa nangkep TV digital ente musti tambahin set top box gan",31 Mei 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
"Packing bagus menggunakan kayu. Sampai di tujuan dengan aman. Tp untuk pengiriman ke aceh tamiang, memakan waktu semingguan. Untuk USB nya apa betul ""service only"" tidak bisa digunakan memutar video ya? Di deskripsinya bisa memutar video, musik, dll",30 Agu 2019,4,Lazada,Positive,Lainnya,No,Elektronik,No
"Mantap bgt TVnya sesuai pesanan. Packingan aman, bayar dengan COD tapi pengiriman cepet banget💯😍😍",09 Jun 2019,5,Lazada,Positive,Rasa,No,Elektronik,No
"tv bagus, gak ada yg cacat, sayangnya kualitasnya tv jelek. untuk lazada kereenn banget ,pengiriman lebih cepat.",19 Mei 2019,2,Lazada,Negative,Bentuk,Yes,Elektronik,No
mantap,03 Sep 2019,5,Lazada,Positive,Rasa,No,Elektronik,No
"Saya ga percaya, ragu dan hati2 dlm blanja online maka mencoba dgn pesan bayar ditempat utk menghindari resiko tertipu, namun apa yg terjadi diluar dugaan ternyata pesanan paket datang beneran cpt lagi 2 hari dah sampai...wauw luar biasa LAZADA sangat2 bisa dipercaya. Stelah byr msh kuatir juga ini tv beneran ga langsung buka pasang dan..top markotop ..betul2 memuaskn.... Harapan smoga awet slamanya....salam bintang 5+",12 Mei 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
"SANGAT MENGECEWAKAN. SAYA ORDER TV SUDAH MENUNGGU LAMA, GILIRAN SAMPE EHH BARANGNYA PECAH. HAMSYOOONG. MASUKAN KE LAZADA UTK LEBIH MENJAGA BARANG DALAM SETIAP PENGIRIMAN.",15 Des 2018,1,Lazada,Negative,Lainnya,No,Elektronik,No
bagus,31 Agu 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Luar biasa pengirimannya express banget, bru kmren sore psan, eh paginya udh d kirim. N barang nya pun tdk mengecewakan. Makasih lazada..",04 Jul 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
terlalu sangat lama.pengiriman gambarnya smp saya harus hub.cs pusatnya.mungkin bisa di kasih pilihan opsi jasa pengiriman.jangan langsung otomatis,14 Jun 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Tv nya so far bagus2 aja sih, cuma rada kesel pas pengiriman lama banget, yang seharusnya cuma bisa 2 - 4 hari ini hampir 11 harian karna si expedisinya gak teliti yang seharusnya ke lampung malah nyasar ke jogja. Lain kali lebih teliti aja lazada pilih ekspedisi pengiriman barang. Dan agak kecewa sama packing yang gak pake packing kayu",09 Jun 2019,3,Lazada,Neutral,Lainnya,No,Elektronik,No
"pesan td malam jam 8 ehh siang nya dateng, kurir langganan tentunya sangat ramah 😊 tv bagus banget gambar jernih suara jernih, sukses selalu buat lazada",10 Jun 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"barang diterima dengan baik, dengan packing bublewrap, so far its good sihhh, thankss lazada. pengiriman nya juga super cepattt, padahal dikira bakal dikirim setelah lebaran, soalnya udh mepet h-2👍🏻👍🏻👍🏻👍🏻👍🏻",02 Jun 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"tv nya dh sampe hari sabtu sore, pengiriman lama pecking rapi dan aman tv mulus, tpi pas dicoba knpa gambar nya g jernih padahal antena dipasang ditv lain bgus bersih jernih. tpi dipasang ditv ini ga bagus semua chenel nya. itu knpa ya? padahal baca semua ulasan bgus semua jernih gambar nya.",27 Mar 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Maaf baru ngulas Alhamdulilah pesanan mendarat dgn aman Pokok nya puasss bngtt...mudah""An awet Mksh lazada ...😀😀",29 Agu 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
bagus bgd woii....pesen tdi pagi..sore udh nyampe...cepet bgd gais nyampenya....pokonya mah seneng deh..puas belinya juga mana murah bgd...nyesel klo ga beli..udh murah bagus lgi. 😍😍😍,29 Agu 2019,5,Lazada,Positive,Harga,No,Elektronik,No
"Tvnya mendarat dengan sempurna,saya suka😘bagus mk kurirnya baik ramah dan ramah makasih Lazada😘😘😘👍👍",25 Agu 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Mantap barang nya sampai, tidak ada cacat sedikitpun. Dan langsung ku otak-atik buat cari channel. Semoga awet, Terima Kasih Lazada",11 Apr 2019,5,Lazada,Positive,Rasa,No,Elektronik,No
"barang sudah sampai sangat cepat tidak ada cacat,,trimakasih",28 Jul 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"alhamdulillah tv diterima dalam kondisi baik, tidak ada cacat atau kerusakan. barang datang hanya 2 hari setelah pemesananan. terima kasih!",26 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"tv nya bagus, pengirimn cmn butuh wktu sebari,, abng kurir nya juga baik dn udh langganan juga😊👍👍",28 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"modelnya bagus tapi sayangnya suara televisinya kadang keras terus tiba-tiba kecil dan menghilang, jadi seperti beli tv second aja tapi itu resiko kalau beli online kita tidak tahu apakah barangnya benar berkualitas bagus atau barang second",08 Jul 2019,2,Lazada,Negative,Bentuk,Yes,Elektronik,No
Alhmadulillah udh paket nya udh nyampe dr sebelum wkt yg di tetapkan 2 hari lgsg sampe tv nya jg bagus semoga awet yaa,24 Sep 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
"Sedikit kecewa karna tidak bisa mutar video / mp3 dari usb, usb hanya untuk keperluan service. Dan itu tidak ada dalam deskripsi barang",25 Sep 2019,3,Lazada,Neutral,Lainnya,No,Elektronik,No
mantun gannn 👌👍👍👍,18 Agu 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
Bagus bismillah semoga awet,07 Agu 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
"Barang sdh diterima dg baik meski smpt waswas branh sdh diorder ada yg memberikan ulasan barang pecah/rusak, sempet mau dibatalkan tp tidak bisa. berdoa saja smoga dtg bagus dan kahirmnya memang bagus",10 Des 2018,4,Lazada,Positive,Lainnya,No,Elektronik,No
baguus.. sesuai hargalah..lumayn buat hbrn n nonton berita.. heee maaf tp spaker ato suara tv ny bengek gt ya... ga tv ku yg sblmny suaranya jls.. pdhl sm2 merk sharp bd tipe doang...,27 Jun 2019,4,Lazada,Positive,Harga,No,Elektronik,No
"Mantaap,dapat harga TV LED termurah hanya di Lazada,,TV 24` hanya 1jt,sudah dixoba dan terpasang,gambar bening,cuma 1 yg kurang tidak bisa USB Movie",12 Jul 2019,5,Lazada,Positive,Harga,No,Elektronik,No
"mantul banget, TV nya Mewah tampilanya.. tp belum bs d nyalain krena belum sempet beli antena.. hehe tp keren deh pkoknya. gak nyesel order d sini. barangnya cpet bnget d kirim. order tengah malam besok siangnya udah sampek. packing Aman pokoknya. thanks Lazada",13 Jul 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
"Sangat puas,barang bagus paking nya rapih, kurir ramah poko nya rekomen bgt Barang nya juga cepet bgt nyampe Ok tingkatkan trus lazada",14 Jul 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"maaf baru ksh ulasan,,, respon cpt packing rapi pengiriman cuma 1 hari kurir ramah recomended deh goodjob",03 Jul 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"mantuuull..kilat bener dateng nya..pesen sore besok siang nya udh sampe..dan barangnya alhamdulillah aman,smoga awet.. good seller hatur nuhun Lazada kurir good job..👍😁",05 Jul 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
"Baranng sudah sampai dngn selamat, pengiriman cepat bngtt, pesen kemren mlm besok siangnya udah sampai, tapi sayang ga skalian antena nya.",05 Jul 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
makasih bagus tv nya Alhamdulillah sampai dengan selamat tv nya... cepat sampainya mesen besok soren nya sampai ke rumah,30 Jun 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"mksh banyak lazada barangnya bagus maaf baru kasih ulasan karena nunggu pemancarnya lama banget ,ga kecewa deh belanja di sini sukses bt lazada, seller & kurir nya mantap 👍👍👍👍👍🙏 🙏🙏🙏🙏",10 Jun 2019,5,Lazada,Positive,Rasa,No,Elektronik,No
"makasih tv Led Sharp nya sdh sampai dengan aman, packing cukup baik pake bubble warp, thank's LAZADA retail Sharp, 👍recommended seller.",13 Jun 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Pengiriman Cepat via ninja express, packing aman. dan kualitas gambar lumayan bagus. smoga bermanfaat dan awet. thanks for lazzada mall and ninja express.",01 Jun 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
"manab TV nya bening kaya paha prawan, meski layar kaga sejernih TV HD pengirimanya sangat cepat mlm pesen siang nyampe",31 Mei 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
"Alhamdulillah barang nya udah smpe dengan selamat, barang nya bagus cepet sampai nya sukaa banget terimakasih yaa, sukses trus buat lazada Retail sharp. belanja di sini ga nyesel di jaminn 👍👍👍👍👍",04 Mei 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Good job, terima kasih sudah memberikan layanan terbaik, saya senang, barang bagus dan sesuai pesanan, bukan kaleng kaleng, and no minus, pengiriman cepat, dua hari udh sampai. jangan ragu laah beli disini. Mantulll... 👍😁👍",28 Mei 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"sangat mantap tv nya makasih lazada semoga sukses sllu,sellernya jg ramah dan baik.",13 Sep 2019,5,Lazada,Positive,Rasa,No,Elektronik,No
"pengiriman cepat. kualitas bagus, gambar jernih. bisa konek dgn lap top dgn kabel HDMI. pengiriman cepat...puas... kapan ada flash sale, mau beli lagi...",11 Nov 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No
"Pas promo 11.11 dpt hrg 1,1jt dpt sharp aquos 24.Pke JNE 3hr lsg smp Surakarta.Pelayanan JNE ok.Lazada jg ok diskonny.Meski kualitas yg berbicara soal hrg.Tp ok lah ckp bgs buat dikmr anak saya.Mksh Seller,Lazada,Jne.",11 Nov 2018,5,Lazada,Positive,Harga,No,Elektronik,No
"Alhamdulillah barang sampai dengan cepat. Kualitas bagus, harga juga bagus. sangat rekomendasi buat main game dan yg lain². terimakasih Lazada dan Sharp.",11 Nov 2018,5,Lazada,Positive,Harga,No,Elektronik,No
"barang cepat sampai,packing rapi dan aman terimakasih LAZADA & SELLER,mudah""an awet,",24 Feb 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
Alhamdulillah barang pesanan sudah sampai. Packing rapi dan kondisi barang sesuai pesanan. Semoga awet. Terima kasih. 🙏😊,02 Apr 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
"mantulll lazadaa , terimakasih yaaa , pesen 1 kepencet 2 yang satu lagi dibatalin lagi ajjh ya terimakasih , kurir sangat sangat ramah terimakasih😍😍😍😍😍😍😍",14 Apr 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"pengiriman luar biasa, kurang dari 24 jam sudah sampai,, tv berfungsi dengan baik, hanya saja model berbeda dengan yg di iklan, ini kakinya di tengan tidak di pinggir. tpi ga masalah lah,, barang mulus tanpa cacat sedikit pun,,",11 Apr 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
barang sesuai... pengiriman rapih.. kurirrrnya totalitasss pdhl hari libur ttp dikirim walaupun sampenya malem... thankss..,02 Apr 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Sesuai Deskripsi tanpa cacat. Kurir ramah dan Friendly. Beli elektronik dari Handphone sampai Tv di lazada tidak pernah mengecewakan. Thanks Lazada, pertahankan kerjasama dgn Reseller2 benar",27 Mar 2019,5,Lazada,Positive,Rasa,No,Elektronik,No
"udah degdegan banget takutt terjadi yg gak di inginkan , takut pecah , tapi Alhamdulillah selamat dengn mulus, kurirnya ramah masangin dulu tvnya haha , pengiriman cepat sekali ,",02 Apr 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
kerren thanks lazada malam pesen siang sampai barang oke cuma saya belom punya breketnya 😁jadi lom bisa di pasang fungsi dengan baik semoga awet makasih lazadaa.... belanja jd mudah,27 Mar 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
barang ok dan pengirimannya cepat banget.minggu siang pesan wow senin siang datang.dibungkus rapi dan sesuai pilihku.trima kasih LAZADA.,17 Mar 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
sempet dekdekan tkt ga nyala eehh trnyta blm dipromgram .. klo udh mah lmyan lah walopun gambarnya kurang jernih dbndingkan sm tv tabung yg ada drmh tp lmyan lah trimaksih seller dan lazada mantap kmaren psan siang udah drumah😊,25 Feb 2019,5,Lazada,Positive,Rasa,No,Elektronik,No
"sudah sampai 2 hari dri pemesanan, packing rapih tapi gk bisa dicoba jadi pelanggan nyoba sendiri. semoga awet",27 Mar 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
Pengiriman cepat....Barang Keren,27 Mar 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
Itu port USB nya ga bisa di pake yah? Kalaw bisa gimana caranya?,26 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
mantap lh pkoknya,15 Sep 2019,4,Lazada,Positive,Rasa,No,Elektronik,No
"barang bagus,,,berfungsi semua,,,respon cepat. pengiriman sangat cepat 1hari sampai",19 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
barang bagus sesuai pesanan,15 Sep 2019,4,Lazada,Positive,Lainnya,No,Elektronik,No
"paket cepat, bagus bapak suka",17 Agu 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Alhmdllh barang sampai dengan mulus,tp suara nya sendat sendat gtu knp ya",17 Agu 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Alhmdullah tv saya sudah sampai,kemasan paket cukup rapi walau tidak di raping pake kayu,,thank",14 Agu 2019,4,Lazada,Positive,Bentuk,No,Elektronik,No
sukaaaaaaaaaaaaaaaaaaaa,02 Agu 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"mantabb recommended banget pokoknya , mksh lazada",08 Agu 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
paking rapi pengiriman cepat aman sampai tujuan dicoba lsg top cer.....mantuuuulllll,12 Agu 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"sesuai pesanan, belum di coba, semoga bagus dan ga kenapa2",05 Agu 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"mantap,mendarat dengan selamat,terimakasih",03 Agu 2019,5,Lazada,Positive,Rasa,No,Elektronik,No
maap ka baru ksih ulassan tdi gk sa sinyal mantul semga saja awet packing rapih gk mengecewkkan,02 Agu 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
Tvnya bagus. Kira2 antena apa yang bagus biar gambarnya jug bagus ya?,29 Jul 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"barang selmt sampai tujuan, terimakasih",03 Agu 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Produk Sangat Baik, Harga Ok 👍👍👍 Pengiriman Mantap 👍👍👍",27 Jul 2019,5,Lazada,Positive,Rasa,No,Elektronik,No
lumayanlah... mgkn sesuai harga kali ya...,23 Jul 2019,5,Lazada,Positive,Harga,No,Elektronik,No
makasih pengiriman nya bnr2 cpt..,26 Jul 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
puas banget,25 Jul 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
thanks lazada,23 Jul 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
alhamdullah mendarat dengan selamat mudah mudahan awet biar beli yang layarnya lebih besar😃,22 Jul 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
alhamdulilah barang nyampe selamat mulus tanpa ada lecet...kurir ramah mksh lazada.,22 Jul 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Barang ok, pengiriman cepat,kurirnya ramah.",29 Apr 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Mantap ,telah dipergunakan. Terima kasih ya",19 Apr 2019,5,Lazada,Positive,Rasa,No,Elektronik,No
"pengiriman relatif cepat,packing mantull....makasih!?kapan2 saya order lagi klo dapet harga yg cocok+murah!?!Amien....",07 Feb 2019,5,Lazada,Positive,Harga,No,Elektronik,No
Alhamdulillah barang mendarat dengan selamat dan kualitas'y tidak di ragukan lagi sedikit masukan aja buat Lazada pengiriman'y tolong lebih di perbaiki aja kaya Tokopedia kita bisa milih pengiriman yg 1 hari sampai,23 Jan 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
"pesanan cepat datang, mendarat dengan selamat, sudah di tess bagus, semoga awet, terima kasih seller, terimakasih Lazada👍👍",04 Jan 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
Mantap pengirimannya cepat kurang dr 24 jam barang sdh sampe,26 Sep 2019,5,Lazada,Positive,Rasa,No,Elektronik,No
