Review_Text,Review_Date,Rating_Score,Platform_Source,Sentiment_Label,Review_Aspect,Crisis_Flag,Business_Category,Is_Sarcasm
share performa batre sampe tgl no cas dipake jam hari habis tgl cas pertama langsung pakai habis tgl lumayan balance performa berat amp waktu pemakaian,unknown,3,Multi-platform,Neutral,Bentuk,No,Elektronik,No
mantul barang rekom pengiriman juga cepat seller ok kurir juga ok thnk lazada,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
semuanya oke oke saja,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
kualitasnya gak main bener bagus pengemasan juga rapi aman,unknown,5,Multi-platform,Positive,Bentuk,No,Fashion,No
nasi matang merata gampang dibersihkan nasinya tahan lama,unknown,2,Multi-platform,Negative,Rasa,No,F&B,No
bagus lengkap puas cuman datangnya lama,unknown,2,Multi-platform,Negative,Bentuk,No,Lainnya,No
bonus nya yg dikasih rolling pasta nya patah utk next nya jgn kasih yg patah ya kita kan beli online harus kasih yg terbaik klo alatnya sih ga ada yg penyok klo dia jatoh atau kenapa2 selama pengiriman pst dr kardusnya keliatan tp ini kayaknya memang dr toko nya trims,unknown,3,Multi-platform,Neutral,Bentuk,No,Lainnya,No
produk dudah sampai dengan bagus berfungsi led nya bagus pula tpi dus nya rusak dikit ty yaa kapan kapan beli lgi,unknown,2,Multi-platform,Negative,Bentuk,Yes,Elektronik,No
fitur terbaik mode bluetooth silent click silent click empuk juga mode bluetooth di hp lancar nyaman di tangan semoga awet,unknown,5,Multi-platform,Positive,Bentuk,No,Elektronik,No
lumayan buat msk masak,unknown,3,Multi-platform,Neutral,Rasa,No,F&B,No
udah dipakai juicer nya top banget mudah dicuci tinggal press lgsg blender gak nyesel beli walau lebih mahal dibanding portable blender tq cosmos,unknown,5,Multi-platform,Positive,Harga,No,Elektronik,No
build quality ok kurang nya ga ada extension nya sama software nya masih kurang bagus pas di custom warna ada tombol yang ga nyala masih software nya,unknown,2,Multi-platform,Negative,Bentuk,No,Lainnya,No
baru sekali dipakai langsung rusak,unknown,2,Multi-platform,Negative,Lainnya,Yes,Lainnya,No
sampai dalam keadaan baik sangat baguss,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
bagus pisaunya cuma maaf bukan bermaksud jelak atau apapun saya kurang suka cara packingannya walaupun tidak ada garansi atau jaminan setidaknya cara packingannya harus aman karna itu bukan buat saya sendiri melainkan hadiah untuk orang lain,unknown,2,Multi-platform,Negative,Bentuk,No,Elektronik,No
baguss berfungsi dg baik warnanya cantik ungu soft,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
good product good seller,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
setelah lebih dari bulan pemakaian saya masih suka dengan keyboardnya sayangnya produk yang saya pakai nampaknya ada sedikit kecacatan setelah atau hari pakai tombol space bar kadang2 tidak berfungsi katanya bisa claim garansi atau semcamnya gitu sih cuman saya belum menyempatkan diri saja lama kelamaan tombol a dan p kadang2 tidak berfungsi juga tapi itu memang agak jarang terjadi sih jadi masih berani kasih rating bintang,unknown,3,Multi-platform,Neutral,Lainnya,No,Elektronik,No
produkkkkkk bagussssss asliiiiiii amannnnnnn tapi pengemasann sngat lamaaaaaaaaaabhmmmdjdbdjdjskdjdnndjdkdkdkdjj,unknown,2,Multi-platform,Negative,Bentuk,No,Lainnya,No
alhamdulilah sudai sampai pesananya semoga awet,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
barang datang bagus harga juga bersahabat ukuran mini bisa dibawa kemana mana semoga awettt,unknown,5,Multi-platform,Positive,Bentuk,No,Fashion,No
bagus ini sdh sesuai,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
review pemakaian minggu overall mantap pas di genggaman atur dpi rgb light dan button juga gampang dan bisa disesuaikan dg kebutuhan dan selera tapi settingan nya gabisa disimpan jadi setiap komputer restart settingan mouse kembali lagi awal minus bintang lah ya,unknown,2,Multi-platform,Negative,Rasa,No,Elektronik,Yes
penjual respon bagus n cepat ekspedisi si cepat sangat mengecewakan kurir tulis status diterima oleh security padahal barang belom dianter ga bisa dipercaya sama sekali sicepat,unknown,2,Multi-platform,Negative,Bentuk,Yes,Lainnya,No
ok bonus roler smpe ud pda pecah ga bisa dipake klo barangnya aman,unknown,2,Multi-platform,Negative,Lainnya,Yes,Lainnya,No
cantik pengiriman cepat baik tidak ada kekurangn sedikitpun,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
alamdulillah udah smpe tapi syang peking nya kurang baik dus nye penyok tapi gpp lah isi nya ga ada yg lecet aku suka,unknown,2,Multi-platform,Negative,Lainnya,Yes,Lainnya,No
makasih banyak gan barang sudah sampai langsung laku,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
ketelnya bagus walau ada penyok sedikit mungkin pakingnya lebih teliti,unknown,3,Multi-platform,Neutral,Bentuk,No,Lainnya,No
produk original harga produk baik kecepatan pengiriman baik respon penjual baik,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
hp nya suara nya gak bisa jelas kemrosok pas di pake buat nelpon,unknown,2,Multi-platform,Negative,Bentuk,No,Elektronik,No
thanks gan barang mendarat mulus,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
nasinya cepet kuning,unknown,2,Multi-platform,Negative,Rasa,No,F&B,No
barang bagus real pict dan original sukaaaaa makasih seller,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
puas barang sampai dalam kondisi baik pisau dan kotaknya kondisi baik,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
barangnya original kemasan disegel spesifikasi sesuai ada garansi resmi kelengkapan sesuai warna sesuai pesanan barangnya mulus berfungsi dengan baik suara jernih kamera tajam baterai awet penjualnya ramah banget proses pesanan cepat packaging aman packaging rapi,unknown,5,Multi-platform,Positive,Bentuk,No,Elektronik,No
barangnya udah datang lumayan empuk sih tp ternyata harus beli lagi colokannya ya,unknown,3,Multi-platform,Neutral,Rasa,No,Lainnya,No
kecil bgt barangnya,unknown,2,Multi-platform,Negative,Bentuk,No,Lainnya,No
oke pokoknya sampai dengan mulus dengan kemasan yg baik trims ya,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
baguuss cuma peeeook ya gpp laah,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
produk bagus respon seller oke tp kenapa malah ekspedisi shopee lambat bgt ngirim ke customer kebanyakan alesan cuaca padahal anternya pake mobil kurirnya songong bgt nyuruh saya ambil ke depan komplek udah tau itu barang besar berat pula asli jgn pake ekspedisi shopee dong ga profesional,unknown,2,Multi-platform,Negative,Bentuk,No,Elektronik,No
bahan tipis dan ada yg penyok overall oke lah makasih,unknown,3,Multi-platform,Neutral,Bentuk,No,Lainnya,No
produk sudah diterima dengan kondisi baik pengirimannya yg lama padahal pilih same day service cuman kasian juga abang gojeknya kena musibah di jalan,unknown,2,Multi-platform,Negative,Lainnya,No,Lainnya,No
barang baguss packing nya kurang rapi hanya buble saja tp produk aman terimakasih,unknown,5,Multi-platform,Positive,Bentuk,No,Elektronik,No
bungkus rapi pk bubble wrap bagus dan berfungsi baik,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
lama banget nyampenya untung aja produk original dan berfungsi baik dikirimnya cuman dilapis bubble wrap doang,unknown,2,Multi-platform,Negative,Bentuk,No,Perabotan,No
tadinya saya kira tdk bisa dipakai ternyata karena pake headset bluetooth tp setelah headdet dilepas kedengeran suaranya sepertinya kalo pake barengan headset bluethooth emang gabisa yaa,unknown,3,Multi-platform,Neutral,Bentuk,No,Elektronik,No
barangnya bagus mendarat dengan aman tanpa ada kerusakan tapi proses pengiriman lumayan lama di luat estimasi yang ditetapkan,unknown,3,Multi-platform,Neutral,Bentuk,No,Elektronik,No
oke barang sudah sampai tank s,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
alhamdulillah sudah sampai semoga awet tpi ini emang ga ada wadah pengusnya ya,unknown,2,Multi-platform,Negative,Bentuk,No,Perabotan,No
lumayan bagus sih tapi kok gax bunyi ya,unknown,3,Multi-platform,Neutral,Bentuk,No,Lainnya,No
barang ok saya suka trimakasih seler,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
respon penjual cepat pengiriman cepat mouse bekerja dngn baik the best di kelasnya rexus jozz gandoz,unknown,5,Multi-platform,Positive,Lainnya,No,Elektronik,No
produk jelas original pengemasan lumayan cepat pengiriman yg tidak begitu cepat mungkin terhambat di ekspedisi,unknown,3,Multi-platform,Neutral,Bentuk,No,Lainnya,No
keyboard mechanical paling pas tergolong murah tapi kualitas joss keyboard nya kokoh dan yang paling saya suka feel mengetik nya enak walaupun sering typo mungkin butuh penyesuaian saja karena biasanya menggunakan keyboard portabel yang beda size nya,unknown,3,Multi-platform,Neutral,Bentuk,No,Elektronik,No
estimasi pengiriman cpt barang sdh di terima tp ada alat yg patah,unknown,2,Multi-platform,Negative,Lainnya,No,Lainnya,No
barang bagus sesuai pesanan berkali kli order di lazada gk prnh kecewa trimakasih lazada smoga kedepan y lbih baik lg,unknown,5,Multi-platform,Positive,Bentuk,No,Elektronik,No
pesanan sudah sampai semoga awet,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
hp baru dipake hari sudah eror penjual tidak terima retur,unknown,2,Multi-platform,Negative,Lainnya,Yes,Elektronik,No
saya kira gede ternyata kecil tpi lucu tq,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
brg dah sampai warna sesuai pesanan sy tapi bunyi tekonya kalau air mendidih tidak nyaring jadi kalau jauh dikit g kedengeran,unknown,2,Multi-platform,Negative,Bentuk,No,Lainnya,No
proses pesanan cepat respon penjualnya top penjualnya ramah banget barangnya original,unknown,5,Multi-platform,Positive,Bentuk,No,Elektronik,No
belum coba produknya tapi barang diterima dng lengkap,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
smxjxjhskdxbke kdkdbebehekdnsjsvdkx yang kskdnhdhdkkdkksn jdhdjdnfvsjkssbdk nxndbdbbdbxhckfndb ndkdnsbdnxjzbxb kfkdbdbdkbdbdbdndndjdbsvsbd ndjdbdbdjskkrhehebbdndmwmwkekbd,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
feelnya enak banget murah meriah muntah,unknown,2,Multi-platform,Negative,Rasa,No,F&B,No
glass bowl covetnya bagian kupingnya pecah haduhh,unknown,2,Multi-platform,Negative,Lainnya,Yes,Lainnya,No
kabel usbnya tidak bisa dipakai,unknown,2,Multi-platform,Negative,Lainnya,No,Elektronik,No
saya lihat di kolom ulasan jarang ada yang beli warna putih nih saya kasih liat gimana wujudnya yg warna putih kece parahhhhh,unknown,2,Multi-platform,Negative,Bentuk,Yes,Lainnya,No
bagus mejikom a sesuai pesanan udh d coba nyala lampunya mudah mudahan awet mejikom a mksh lazada,unknown,5,Multi-platform,Positive,Bentuk,No,Elektronik,No
fitur terbaik nicee,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
timbangan tidak akurat,unknown,2,Multi-platform,Negative,Lainnya,No,Perabotan,No
barangnya udah nyampe pengirimannya cepat cuman yg menjadi barangnya lama di kurir ini msih smentara dites ya,unknown,2,Multi-platform,Negative,Lainnya,No,Lainnya,No
barang sudah diterima dengan baik tks,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
diharga segini buat game udah cukup worth buat apa beli harga lebih mahal tapi skill segitu2 aja wqwq nice ggs,unknown,3,Multi-platform,Neutral,Harga,No,Lainnya,No
setelah lama mempertimbangakan model rice cooker akhirnya terpilih rice cooker portable ini karena mini gampang di bawa2 cocok buat makan orang alat kukus terlalu kecil pengiriman kilat order tgl tgl sudah sampai jgn lupa pesan bubble wrap biar aman selama pengiriman,unknown,2,Multi-platform,Negative,Bentuk,No,Elektronik,No
suara kadang putus2,unknown,2,Multi-platform,Negative,Lainnya,No,Lainnya,No
alhamdulillah barang mendart dengan aman dan terkendali makasih seller shopee dan sicepat mantap,unknown,5,Multi-platform,Positive,Rasa,No,Lainnya,No
barangnya dah sampai ga ada yg cacat tp ga nyala mesinnya kecewa pokonya tokonya ga amanah barang yg rusak kok di jual,unknown,2,Multi-platform,Negative,Lainnya,Yes,Elektronik,No
pengiriman sangat lambat harusnya pake jne expres jngn yg reguler,unknown,2,Multi-platform,Negative,Lainnya,No,Lainnya,No
melebihi ekspektasi saya,unknown,5,Multi-platform,Positive,Lainnya,No,Fashion,No
minta baling transparan dapat yg ijo kurang perhatian,unknown,2,Multi-platform,Negative,Lainnya,No,Lainnya,No
barangnya cepat pengirimannya penjual komunikatif bgt packingnya aman dan rapi trima kasih smoga jadi langganan,unknown,5,Multi-platform,Positive,Bentuk,No,Elektronik,No
maaf sy kash bintang dulu soalnya mejikomny penyok harsny waktu dipemaketan harus hati2 jgn dibantingdan ternyata ini kosmosny pendek g sama kyk yg biasa sy beli tp ost okelah brgnya cpt dtg dan bagus kurirny hujan2nan nganterin nya mksh buat kurirnya,unknown,3,Multi-platform,Neutral,Bentuk,No,Elektronik,No
paket sudah di terima pengiriman cepat puaslah belanja di sini,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
kalau ada bintang kasih bintang uat seller nya barangnya aman sentosa sampe dirumah walopun keujanan fast respon pesen jam sore sampe jam setengah pakai instan kurir thanks seller,unknown,5,Multi-platform,Positive,Lainnya,No,Elektronik,No
produknya sih sudah sesuai dan berfungsi dengan baik tapi service tokonya membuat saya kurang senang bilangnya barang kosong sehingga diambilkan dari cabang lain entah ini bener atau cuma alasan yg jls otomatis dari alasan tersebut makan waktu lebih lama dari standar tokped yang sudah ada dimana seharusnya ditanggal yang sudah ditentukan produk sudah ditangan saya ini blm saya terima akalnya buat ngakalin sistem aturan tokped saya akui hebat tapi dampaknya kurang memuaskan kalau buat konsumen meskipun produknya sudah sesuai,unknown,3,Multi-platform,Neutral,Lainnya,No,Elektronik,No
barang sampai dengan keadaan penyok kardusnya karena tipis bublewrapnya padahal saya udah order bublewrap untungnya barang masih berfungsi dengan baik,unknown,2,Multi-platform,Negative,Bentuk,Yes,Lainnya,No
mantap lihat video unboxingnya di yutub adk basecamp gessss,unknown,5,Multi-platform,Positive,Rasa,No,Elektronik,No
barang ok packing rapi ok cuma sayangnya kabel yg di free keyboardnya ga cocok tuk di sambungkan ke tab,unknown,3,Multi-platform,Neutral,Bentuk,No,Elektronik,No
alat berfungsi baik pengiriman juga cepat,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
maaf ya saya kasih bintang soalnya barang penyok padahal buat kado,unknown,2,Multi-platform,Negative,Lainnya,Yes,Lainnya,No
cuma dus nya aja udah penyok overall okee semua,unknown,2,Multi-platform,Negative,Lainnya,Yes,Lainnya,No
barang sampai dngan cepat tapi sayang pengilingan kecilnya retak di mohon untuk fakingnya agak di perhatikan biar barang gk pecah,unknown,3,Multi-platform,Neutral,Bentuk,No,Lainnya,No
setelah hari pemakaian bagus lancar cocok main game mau infoin memakai baterai aaa,unknown,5,Multi-platform,Positive,Bentuk,No,Elektronik,No
nice saya salah beli yg kecil bisa ganti dgn yg besar,unknown,2,Multi-platform,Negative,Bentuk,No,Lainnya,No
fitur terbaik nyala tp kuning atasnya sepadan dengan harga standar lama bgt pengiriman nya barang kardus penyok tp untung ga rusak dalam nya isimya lengkap dan alhamdulillah nyala ga rusak cuma minus yg atasnya kek kuning gt kek barang lama,unknown,3,Multi-platform,Neutral,Harga,No,Fashion,No
produk sesuai deskripsi mksh,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
packing bagus pakai wrap namun saya kenapa terkirim warna biru,unknown,2,Multi-platform,Negative,Bentuk,No,Elektronik,No
optical sensornya kurang akurat dan kadang mouse tiba tiba mati saat penggunaan aktif ngga rekomen kalo dipake buat main game fps,unknown,2,Multi-platform,Negative,Lainnya,Yes,Elektronik,No
barangnya bagus tapi kekurangannya dimensinya kecil saya kira besar pengiriman lumayan cepat,unknown,3,Multi-platform,Neutral,Bentuk,No,Lainnya,No
bagus sih cuma kecewa sama deskripsinya barang seberet 1kg ternyata gak sampe gram,unknown,2,Multi-platform,Negative,Bentuk,Yes,Elektronik,No
saya coba sperti ada ghost touch tpi kk sya coba nggk apa tapi saya yakin itu layar ada sedikit malah soal nya saya sentuh apa yg ke buka aplikasi lain barang agak gt ghost touch yg g5 elite tapi untuk pengiriman barang termasuk baik,unknown,2,Multi-platform,Negative,Bentuk,No,Elektronik,No
fitur terbaik produk bagus sepadan dengan harga harga terjangkau,unknown,5,Multi-platform,Positive,Harga,No,Lainnya,No
lumayan bagus cuman pengirimn nya lama,unknown,3,Multi-platform,Neutral,Bentuk,No,Lainnya,No
hati2 hanya hari saja tab sdh rusak jgn beli bekas lagi pasti nyesal penjual buang badan jangan beli disini hari saja rusak jgn beli bekkas nyesalllll jangan terkecoh dgn harga murah bahaya ini pengalaman saya dr edi bogor,unknown,2,Multi-platform,Negative,Harga,Yes,Lainnya,No
uuh baguuuss warnanya cantiiikkk panasnya cepet walaupun nynapenya lumayan lama tp puas banget harganya jauuuh lebih kurah dibanding brli disini sukaaaaaaaaaaaaa,unknown,3,Multi-platform,Neutral,Harga,No,Lainnya,No
dipikir tebel eh tauny tipis,unknown,2,Multi-platform,Negative,Bentuk,No,Lainnya,No
kualitas bagus harga terjangkau pengiriman cepat tapi kalo pesen ini jgn lupa tambahin bubble wrap nya ya karena hanya dibungkus kardus tanpa plastik biar amaaan,unknown,5,Multi-platform,Positive,Harga,No,Fashion,No
barangnya kurang ia,unknown,2,Multi-platform,Negative,Lainnya,No,Lainnya,No
belum di coba semoga berfungsi normal,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
bahan jelek barang ada cacat penyok di bagian besi nya,unknown,2,Multi-platform,Negative,Bentuk,Yes,Elektronik,No
gak akurat 90cm bikin susah ngatur di meja,unknown,2,Multi-platform,Negative,Lainnya,No,Perabotan,No
mantapp proses cepat hri sampai next order lagi,unknown,5,Multi-platform,Positive,Rasa,No,Elektronik,No
kayunya jelek bawahnya udah patah beberapa bagian ya emang ga banyak sih tapi keliatan jelek aja udah gitu kayunya bagian depannya item kaya berjamur gituuu,unknown,2,Multi-platform,Negative,Bentuk,No,Kesehatan,No
packaginya bagus tapi simple ya cuma mouse aja isinya tidak include baterai ga masalah sih pengaturan dpi nya sedikit membingungkan karena tidak ada indikator dpi naik atau turun nyaman di genggam bermain fps lancar oh iya tombol next dan back di samping kiri mouse punya saya kebalik tombol jadi back dan tombol jadi next ya gapapa sih untuk main game tapi untuk browsing sedikit adaptasi lagi,unknown,2,Multi-platform,Negative,Bentuk,No,Elektronik,No
pengiriman cepat barang sudah dicek oke berfungsi baik rgb nya juga berfungsi baik harga bersaing thanks seller,unknown,5,Multi-platform,Positive,Harga,No,Lainnya,No
recomended nih toko,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
sellernya ramah barang nyampe dengan aman tapi dus sedikit penyok dan spliternya ga berfungsi,unknown,2,Multi-platform,Negative,Lainnya,Yes,Elektronik,No
paketan udh sampe makasih sesuai banget bagus dan real pick,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
harga bersahat kualitas terjamin ketajaman mantap tapi gelas pecah,unknown,2,Multi-platform,Negative,Bentuk,Yes,Perabotan,Yes
sudah sampai keren banget warna nya oke semua,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
sudah dicoba berfungsi dengan baik cuma panci agak penyok dipake baru dua kali masak nasi langsung jeblug mati gk bisa dipake lagi,unknown,2,Multi-platform,Negative,Rasa,Yes,F&B,No
tampilan ok performa bagus kualitas bagus respon penjual cepat pelayanan cepat kondisi barang mulus mantab dah pokoknya lebih bagus lagi kalau penjual menyediakan arang juga biar one stop shopping,unknown,5,Multi-platform,Positive,Bentuk,No,Perabotan,No
barang bagus packing rapih aman penjual respon baik rekomend deh,unknown,5,Multi-platform,Positive,Bentuk,No,Elektronik,No
barang sampai dengan aman kualitas bagus pengiriman cepet tapi saya kasih nilai minggu pemakaian,unknown,5,Multi-platform,Positive,Bentuk,No,Fashion,No
sesuai deskripsi memuaskan barang berfungsi dengan baik,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
brg cpt smpainya bagus brgnya,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
topp meski hanya bisa charge satu sisi,unknown,2,Multi-platform,Negative,Lainnya,No,Lainnya,No
pengiriman cepat tapi mouse g ada on off jadi suka idup sendiri kalo kepencet jadi bikin boros baterai,unknown,2,Multi-platform,Negative,Lainnya,No,Elektronik,No
pesanan sesuai bagussss bangett terimakasih seller,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
kualitas barang bagus cuma kecewa pesan pcs yang sampe cuma,unknown,2,Multi-platform,Negative,Bentuk,Yes,Elektronik,No
kondisi barang baru bagus dan sesuai deskripsi pembelian tanpa pencil nya pake jne yes besok nya sampai barang belom dicoba lama tapi semoga awet respon seller cepat,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
barang yang dikirimi bagus namun karet dalem sudah leleh gara2 kena panas aat masak,unknown,2,Multi-platform,Negative,Rasa,No,F&B,No
produk bagus hanya saja ada yang kurang dalam paket penjualan mohon ya di koreksi lagi barang apa bila ingin di kirimkan ke customer,unknown,2,Multi-platform,Negative,Bentuk,No,Lainnya,No
belum saya pakai tetapi kualitasnya mantap dan pengiriman cepat,unknown,5,Multi-platform,Positive,Rasa,No,Fashion,No
sesuai deskripsi semua tombol berfungsi good,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
barangnya bagus semoga awet penjual cepat responnya,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
kecewaaaaa bngt baru d pake masak sekali lapisan teflonnya langsung hilang,unknown,2,Multi-platform,Negative,Rasa,Yes,Perabotan,No
ok bro barang sudah diterima dengan baik d,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
ke 2x nya beli dsini tolong d perbnyk stock nya,unknown,2,Multi-platform,Negative,Lainnya,No,Lainnya,No
hp eror udah di pulangin pas datang gak di ganti malah eror lagi kecewa,unknown,2,Multi-platform,Negative,Bentuk,Yes,Elektronik,No
gercep barang ok terpercaya,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
mantap lumayan bagus tpi smpe nya lumayan lama,unknown,3,Multi-platform,Neutral,Rasa,No,Lainnya,No
barang diterima dengan selamat packing bubblewrapnya juga tebel,unknown,2,Multi-platform,Negative,Lainnya,No,Elektronik,No
respon cepat pokoke puaaassss,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
sudah yg ketiga nie dua warna hitam hijau semoga awet salam sukses selalu,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
lumayan enak cuma isinya gak sesuai dan tambah biji asamnya kebanyakan,unknown,3,Multi-platform,Neutral,Rasa,No,F&B,No
produk tiba dengan kotak tanpa segel tanya penjual tidak ada respon padahal sebelum trx respon penjual cepat kecewa banget tidak recommend deh,unknown,2,Multi-platform,Negative,Lainnya,Yes,Lainnya,No
mousenya bagus juga gak terlalu berat berat amat gradasi warnanya bagus dan suara mousenya juga clicky,unknown,5,Multi-platform,Positive,Bentuk,No,Elektronik,No
berfungsi dengan baik cepat panas anti lengket murah dan kualitas okee puas,unknown,5,Multi-platform,Positive,Harga,No,Fashion,No
kualitas produk sangat baik produk original,unknown,5,Multi-platform,Positive,Bentuk,No,Fashion,No
sepadan dengan harga gak worth it sih fitur terbaik download apapun di playstore gak bsa lcd nya ada garisnya butuh buat wa sama youtube aja gak bsa untung seller nya baik kalo barang nya gak bgt sih ak cuma soalnya buat download wa aja gak bsa tidak ada sambungan mulu padahal nyambung ke wifi speaker nya parah bgt suaranya ngeprek gak bgt deh gmna yah bingung bgt katanya aman aman tpi nyatanyaa aaah yasudahlah jujur kecewa ini gk siap pakai,unknown,2,Multi-platform,Negative,Harga,Yes,Elektronik,Yes
barang oke toko fast respon cuman sedikit saran aj buat pemilihan kurir jgn asal setelah barang saya di kurir masa kurir minta ongkir tambahan lagi padahal udah dibayar lewat aplikasi dah gitu nawar kurirnya wkwk,unknown,2,Multi-platform,Negative,Harga,No,Elektronik,No
aslinya cakep bahan jg tebal gk abal2 tanks seler suka bgt sama produknyaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
barangnya bagus gk ada yg cacat cuman untuk uk 4liter kok kecil ya,unknown,2,Multi-platform,Negative,Bentuk,Yes,Elektronik,No
pelayanan bagus namun barang kondisi ada yang retak tutup botol gas tidak bisa mengunci terima kasih,unknown,2,Multi-platform,Negative,Bentuk,Yes,Perabotan,No
dulu pernah beli merk sama skrg udh rusak udh terbukti awet lama jadi beli lg merk yg sama di toko ini semoga awet jg,unknown,2,Multi-platform,Negative,Bentuk,Yes,Elektronik,No
jam barang nyampe kurang apalagi,unknown,2,Multi-platform,Negative,Lainnya,No,Lainnya,No
tidak ada centong nasinya tdk sesuai penawaran gambar diawal,unknown,2,Multi-platform,Negative,Rasa,No,F&B,No
belum pernah pake merk ini sih sdh dicoba amp berfungsi smoga awet,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
sepadan dengan harga sepadan sesuai harga fitur terbaik ga bisa blutut kondisi baik ram 500mb rom gb an wifi berfungsi bluetooth ga berfungsi batre baik fisik cukup baik layar banyak lecet terimakasih sudah dikirim kondisi masih cukup baik berfungsi normal,unknown,3,Multi-platform,Neutral,Harga,No,Elektronik,No
uda di selsaikan pesanan sebelum di coba nyalanya cuman gmn ini,unknown,2,Multi-platform,Negative,Lainnya,No,Lainnya,No
retak sedikit disisi kanan berfungsi thx,unknown,2,Multi-platform,Negative,Lainnya,Yes,Lainnya,No
sah sampe dengan baik mudah2an awet,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
pintu ricecookernya macet parah gatau karna masih baru atau bagaimana,unknown,2,Multi-platform,Negative,Lainnya,Yes,Elektronik,No
pengirimannya lama si kalau menurut ak tapi ya gapap semoga awet digunakan,unknown,2,Multi-platform,Negative,Bentuk,No,Lainnya,No
recommended ok cepet dtgnya gaes dan charger nya bosok maaf tak rubah bintangnya terima kasih,unknown,2,Multi-platform,Negative,Lainnya,No,Elektronik,No
barang bagus alhamdulillah cuma pengirim lama banget,unknown,2,Multi-platform,Negative,Bentuk,No,Lainnya,No
barang bagus pengiriman cpt thx n sory lama konfirmasinya,unknown,2,Multi-platform,Negative,Rasa,No,Lainnya,No
tks ds nya sorry br sempat review,unknown,2,Multi-platform,Negative,Lainnya,No,Lainnya,No
barang sudah sampai sesuai pesanan baguss banget pisaunya terimakasih,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
brg sesuai dengan deskripsi terimakasih barangnya original ada garansi resmi proses pesanan cepat,unknown,5,Multi-platform,Positive,Bentuk,No,Elektronik,No
bagus bekerja dengan baik,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
produk bagus sesuai dgn harganya yg relatif murah putaran kipas cukup kencang dgn kerangkeng kipas terbuat dari plastik jg gampang dirakit hemat listrik garansi terjamin desain elegan udara jadi sejuk respon penjual dan pengiriman baik,unknown,3,Multi-platform,Neutral,Harga,No,Elektronik,No
buat pjj anak lancar batere kuat 7jam semoga awet,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
barangnya udah sampe sesuai gambar tapi aga kecewa karna barangnya penyok buat abang kurirnya hati kalau bawa barang jangan sapai pada rusak,unknown,2,Multi-platform,Negative,Bentuk,Yes,Lainnya,No
