Review_Text,Review_Text_Processed,Review_Date,Rating_Score,Platform_Source,Sentiment_Label,Review_Aspect,Crisis_Flag,Business_Category,Is_Sarcasm,Dataset_Source,Data_Split
pesanan sesuai gambar lucuk,pesan sesuai lucuk,04 Jan 2017,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
pokoknya mantabbbb dech..bagus banget. makasih kak atas kerja samanya...customer saya suka bangettt,pokok mantabbbb dech bagus banget terima kasih kak sama customer suka bangettt,unknown,5,Multi platform,Positive,Bentuk,No,Lainnya,No,Dipawidia,train
"Makanan enak, pelayanan baik, tempatnya bersih dan pemandangannya bagus",makan enak layan tempat bersih pandang bagus,2026-02-15T08:48:44.909Z,5,Google Maps,Positive,Rasa,No,F&B,No,GoogleMaps,train
ok pengiriman tercepat sippp,ok kirim cepat sippp,unknown,5,Multi platform,Positive,Lainnya,No,Lainnya,No,Dipawidia,train
"Bagus,besar..pelayananya pun bagus..",bagus pelayananya bagus,unknown,5,Multi platform,Positive,Bentuk,No,Lainnya,No,Dipawidia,train
Mantap mas yusuf,bagus mas yusuf,2026-05-04T13:44:05.577Z,5,Google Maps,Positive,Rasa,No,F&B,No,GoogleMaps,train
Kurang puas layanan kurir. Layanan pengiriman kurang memuaskan... Barang tdk sampai d alamat tujuan. Krn alamat sy msh ke kabupaten lg... Dan barang di ambil di ibu kota provinsi. Ongkir nambah lg untuk ke alamat tujuan.,puas layan kurir layan kirim muas alamat tuju alamat sy kabupaten lg ambil kota provinsi ongkir nambah lg alamat tuju,10 Jan 2017,2,Lazada,Negative,Harga,No,Elektronik,No,Lazada,train
barang sudah mendarat di hp yg dituju..puas sangat. kode mcsd A1..mantap,darat hp tuju puas kode mcsd a1 bagus,27 Mar 2019,5,Lazada,Positive,Rasa,No,Elektronik,No,Lazada,train
"produk bagus,hanya saja pengirimannya agak lama",bagus kirim,11 Mei 2019,4,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
God job,god job,unknown,5,Multi platform,Positive,Lainnya,No,Lainnya,No,Dipawidia,train
"tempat nya bagus dan sangat nyaman, pelayanan nya terbaik 10/10.",bagus nyaman layan baik,2026-02-15T05:48:40.184Z,5,Google Maps,Positive,Bentuk,No,F&B,No,GoogleMaps,train
Alhamdulillah murah 2.945.rb,alhamdulillah murah rb,09 Sep 2019,5,Lazada,Positive,Harga,No,Elektronik,No,Lazada,train
"kereeeeennn tv nya, lumayan dpt harga murah meriah,.tengkyuuu lazada...",kereeeeennn tv lumayan dpt harga murah riah tengkyuuu lazada,23 Agu 2019,5,Lazada,Positive,Harga,No,Elektronik,No,Lazada,train
pesanan sdh di trima sesuai pesenan,pesan trima sesuai sen,11 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"mantap bagus. saya beli yang warna putih,,, bagus,,,,cover depan itu ga licinn...lebih elegan,,, cakepp,,,murah meriah... pengiriman juga cepat... order malem minggu,,,senin sudah sampai... makasih ya",bagus bagus warna putih bagus cover licinn elegan cakepp murah riah kirim cepat malem senin terima kasih,04 Feb 2017,5,Lazada,Positive,Harga,No,Elektronik,No,Lazada,train
"Tv nya bagus banget gambarnya lebih tajam, kualitas bagus walaupun merk baru",tv bagus banget gambar tajam kualitas bagus merk,12 Jul 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"Penjual dichat berkali2 g bales, padahal udah di read. Dikacangin, begitu dpt uang lgsg kaburrr..",jual dichat berkali2 bales udah read dikacangin dpt uang lgsg kaburrr,11 Okt 2018,4,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"Setelah 10 hari pemakaian tidak ada masalah, resolusi 4K tajam mengagumkan, fitur sesuai seperti review youtuber. very worth to buy!",pakai resolusi 4k tajam kagum fitur sesuai review youtuber very worth to buy,09 Sep 2018,5,Lazada,Positive,Harga,No,Elektronik,No,Lazada,train
"Otg flashdisk'y gk dikirim, katanya habis.. Gimana cara refund nya gan..??",otg flashdisk habis gimana refund gan,03 Agu 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"Tabjuk. Mantab gan, barang sudah sampai dalam waktu 3 hari. Sertelah saya buka barangnya dalam kondisi yang baik dan tidak rusak",tabjuk mantab gan waktu sertelah buka barang kondisi rusak,2019-10-02,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"ManTul banget, Pengiriman cepat, rapi, dan safety + kualitas sangat memuaskan, pengalaman pertama belanja di Lazada Mall JOSSss!!!",mantul banget kirim cepat rapi safety kualitas muas alam belanja lazada mall jossss,11 Des 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
Sejauh ini bagus sih cuman ada masalah sedikit. Copy 7 film film cuman 6 yang kebaca. Mungkin datanya sih tapi sejauh ini bagus.,bagus cuman copy film film cuman baca data bagus,11 Sep 2018,4,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"Pengiriman nya lama sekali, alamat di tangsel base polytron di tangerang tapi pengiriman bisa 10 hari 😓 kacau",kirim alamat tangsel base polytron tangerang kirim kacau,unknown,2,Multi platform,Negative,Lainnya,No,Lainnya,No,Dipawidia,train
Barang real Pict..terimakasi lazada,real pict terimakasi lazada,07 Agu 2019,4,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"Mantapp..dpt harga 1.640 di event 11.11..kurir ramah, barang berkualitas. DVB T2 Rreadyy..dapet 31 channel sinyal digital",mantapp dpt harga event kurir ramah kualitas dvb t2 rreadyy dapet channel sinyal digital,11 Nov 2018,5,Lazada,Positive,Rasa,No,Elektronik,No,Lazada,train
"mantap barang nya, cepat pengirimannya.. good seller nih gaes",bagus cepat kirim good seller gaes,01 Mar 2019,5,Lazada,Positive,Rasa,No,Elektronik,No,Lazada,train
gambar bagus,bagus,05 Jul 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"TOP TAPI TIDAK BONAFID. toko onlinenye memang top sih., tp sangat merugikan konsumen, udah beli barangnya malah di tolak begitu saja dgn se enak hati, giliran URUS REFUND.. waduhh.... SUSAH nya minta ampun, bener2 BAD lah",top bonafid toko onlinenye top rugi konsumen udah barang tolak enak hati gilir urus refund waduhh susah ampun bener2 bad,31 Jan 2018,1,Lazada,Negative,Rasa,Yes,Elektronik,No,Lazada,train
alhamdulilah mendarat dengan selamat. terimakasih,alhamdulilah darat selamat terimakasih,17 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"barang sudah diterima dengan baik, packing rapi dengan buble wrap, puas dengan layanan yang diberikan, terus dipertahankan, semoga kedepannya pengiriman bisa lebih cepat lagi (1 atau 2 hari setelah pembayaran)",terima packing rapi buble wrap puas layan tahan moga depan kirim cepat bayar,03 Apr 2019,5,Lazada,Positive,Harga,No,Elektronik,No,Lazada,train
lumayan dngn hrga segitu cumn sayang remot kurang sensitip dan sinyal anten kurang peka rekomnd untu antenya pake tipe ap,lumayan dngn hrga segitu cumn sayang remot sensitip sinyal anten peka rekomnd untu ante pake tipe ap,01 Jul 2019,3,Lazada,Neutral,Lainnya,No,Elektronik,No,Lazada,train
"Barangnya mulus ok bgt, terima ksih Lazada",barang mulus ok banget ksih lazada,11 Nov 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
Kecewa. Pesanan lambat sudah jatuh tanggal tempo belum datang juga,kecewa pesan lambat jatuh tanggal tempo,20 Des 2016,1,Lazada,Negative,Lainnya,Yes,Elektronik,No,Lazada,train
"suka banget belanja disini, pelayanannya sangat cepat dan ramah juga kooperatif. barang datang packagingnya aman bangettttttt... hasilnya yaowoh memuaskan ?? secinta itu sama final touch nya... yakin repeat order kalo ada acara� lagi",suka banget belanja layan cepat ramah kooperatif packagingnya aman bangettttttt hasil yaowoh muas cinta final touch repeat kalo acara,unknown,5,Tokopedia,Positive,Bentuk,No,Lainnya,No,PRDECT-ID,train
Harga:terjangkau Kualitas:bagus Ketajaman:tajam banget Terima kasih seller laketnya sdh sampai dengan selamat. . Kebetulan ini untuk hafiah temen yg nikahan. . Alhamdulillah dia seneng bgt dikasih ini karna bagus bgt pisau setnya. .,harga jangkau kualitas bagus tajam tajam banget kasih seller laketnya selamat hafiah temen nikah alhamdulillah neng banget kasih bagus banget pisau set,unknown,5,Multi platform,Positive,Harga,No,Lainnya,No,Dipawidia,train
Sampe jg nih tv nya. Mksh lazada.. 😘,sampe tv terima kasih lazada,14 Apr 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
pengiriman lumayan lama,kirim lumayan,unknown,3,Multi platform,Neutral,Lainnya,No,Lainnya,No,Dipawidia,train
"Gambar jernih dan auto dimming sensingnya sangat berguna. Netflix (sudah support DRM, jadi support resolusi up to 4K), HOOQ, iFlix, dan beberapa apps lain sudah preinstalled. Youtube harus didownload di samsung store (harus punya akun samsung). Proses setting-setting saat bootup pertama kali cukup lancar. Cuma navigasi menu dan kecepatan berpindahnya lambat, kalah gegas sama Web OS smart tv nya LG. Remote yang disertakan seperti remote tv standart, agak susah untuk smart tv yang butuh banyak navigasi menu. Dan pada saat menjalankan video HDR, gak ada tandanya bahwa tv sedang mode HDR, gambarpun terlihat normal saja. Ternyata mode HDR+ nya mesti dinyalakan dulu (setting defaultnya off). Harga lebih murah 1jutaan daripada di b€$t d**ki. Buat penggemar samsung, smart tv ini layak dibeli. Tapi bagi konsumer kritis, smart tv LG pilihan yang lebih baik.",jernih auto dimming sensingnya guna netflix support drm support resolusi up to 4k hooq iflix apps preinstalled youtube didownload samsung store akun samsung proses setting setting bootup lancar navigasi menu cepat pindah lambat kalah gegas web os smart tv lg remote serta remote tv standart susah smart tv butuh navigasi menu jalan video hdr tanda tv mode hdr gambar normal mode hdr mesti nyala setting defaultnya off harga murah 1jutaan ki gemar samsung smart tv layak beli konsumer kritis smart tv lg pilih,23 Mar 2019,4,Lazada,Positive,Harga,No,Elektronik,No,Lazada,train
"jangan ragu, beritahu kami",ragu beritahu,09 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
mantap..sesuai gambar ori...pengiriman cepat,bagus sesuai original kirim cepat,03 Sep 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"Suaranya bagus, jernih, tapi buat discord kayaknya kurang deh, untuk rekam audio padahal bagus. Worth the price.",suara bagus jernih discord kayak rekam audio bagus worth the price,unknown,4,Tokopedia,Positive,Harga,No,Hobi & Hiburan,No,PRDECT-ID,train
"barang berfungsi normal, tapi tidak sebanding dengan harganya yang lumayan mahal",fungsi normal banding harga lumayan mahal,18 Mar 2019,3,Lazada,Neutral,Harga,No,Elektronik,No,Lazada,train
PROMO Fotonya dikasih BONUS BLUETOOTH GAMEPAG....TERNYATA TIDAK DIKASIHHH...,promo foto kasih bonus bluetooth gamepag dikasihhh,09 Sep 2019,4,Lazada,Positive,Harga,No,Elektronik,No,Lazada,train
Puas. Barang sudah sampai ..pesan kemarin siang..pagi ini sudah sampai..kurir ramah..packing rapi dan safety..thanks lazada ☺,puas siang pagi kurir ramah packing rapi safety terima kasih lazada,2019-10-02,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"packing bagus, pengirimannya cepat. terima kasih.",packing bagus kirim cepat kasih,03 Mei 2017,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"Barang udah diterima,",udah terima,27 Mar 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"katanya free instal eh pas dah pakek 3 hari baru nampak kalo windows instal versi trial (ngak permanen) kecewa aku belanja disini,aku harus ngeluarin uang lagi buat instal windwos nya .",free instal eh pas dah pakek nampak kalo windows instal versi trial ngak permanen kecewa belanja ngeluarin uang instal windwos,27 Apr 2019,2,Lazada,Negative,Bentuk,Yes,Elektronik,No,Lazada,train
Mantap pas di hd eksternal...,bagus pas hd eksternal,10 Des 2018,5,Lazada,Positive,Rasa,No,Elektronik,No,Lazada,train
"Lumayan. Bagus buat kelas standar tv, Audio bagus, ada surround nya, pergeseran suara (volume - dan + nya) halus, jd suara bisa sesuai dgn yg diinginkan... cocok dipakai di ruangan tamu/tunggu.. Kalo utk di ruangan keluarga/kamar pribadi kurang mantap (tp msh lumayan), kekurangannya: 1. blm DVB-t2 shngga memerlukan box DVB-t2, 2. Film full HD kadang ga da suaranya (mungkin format audio tdk mendukung) dan gambar kurang bening (mungkin krna kualitas tv nya msh HD, blm full HD), tetapi masih bisa di play utk kebanyakan format video Sudah dicoba pake skybox h1 utk siaran digital, hasil siarannya bagus (kualitas HD) utk bugs/kekurangan, mungkin bisa diatasi dgn cara mengupdate firmwarenya",lumayan bagus kelas standar tv audio bagus surround geser suara volume halus suara sesuai cocok pakai ruang tamu tunggu kalo ruang keluarga kamar pribadi bagus lumayan kurang dvb t2 shngga box dvb t2 film full hd kadang da suara format audio dukung bening krna kualitas tv hd full hd play banyak format video coba pake skybox h1 siar digital hasil siar bagus kualitas hd bugs kurang atas mengupdate firmwarenya,28 Apr 2017,4,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
Bahannya nyaman ??. Nyaman di punggung. Gampang dipakai. Desain ergonomis. Beban tersebar merata,bahan nyaman nyaman punggung gampang pakai desain ergonomis beban sebar rata,unknown,5,Tokopedia,Positive,Bentuk,No,Ibu & Bayi,No,PRDECT-ID,train
"Pertama kali beli smart tv di lazada dr promo 9 9 dpt harga 2,019 ,berfungsi dengan baik , pengiriman 2 hari ke pati ..terima kasih Lazada.. 😄",smart tv lazada dr promo dpt harga fungsi kirim pati kasih lazada,09 Sep 2019,5,Lazada,Positive,Harga,No,Elektronik,No,Lazada,train
Lcd tv. Sudah di terima dengan baik. Mantap packig rapih Tv nya jg bagus kok Layarnya jernih. Kuat smpe 1080 nya kalo setel film,lcd tv bagus packig rapih tv bagus layar jernih kuat smpe kalo setel film,25 Jan 2017,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
Experience dan makanan disini the best laaaah. Harganya juga pas banget dikantong.,experience makan the best laaaah harga pas banget kantong,2023-11-06T10:05:31.711Z,5,Google Maps,Positive,Rasa,No,F&B,No,GoogleMaps,train
"Barang sesuai pesanan, proses cepat, thanks seller..",sesuai pesan proses cepat terima kasih seller,unknown,5,Tokopedia,Positive,Lainnya,No,Hobi & Hiburan,No,PRDECT-ID,train
"barang sesuai gambar,tp pengiriman nya ckp lm?",sesuai kirim ckp lm,28 Nov 2018,4,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"Sukaaaaaa, harga murah tp ga murahan, mksh lazada",sukaaaaaa harga murah murah terima kasih lazada,14 Mei 2019,5,Lazada,Positive,Harga,No,Elektronik,No,Lazada,train
"Alhamdulillah batang sampai dg selamat, blm kucoba smg baik2 saja. Aamiin, thanks seller",alhamdulillah batang selamat coba smg baik2 aamiin terima kasih seller,unknown,5,Multi platform,Positive,Lainnya,No,Lainnya,No,Dipawidia,train
"Pengiriman cepat, chatt ramah harga murah. Blm dites krn unt dijual lg. Makasih seller",kirim cepat chatt ramah harga murah tes unt jual lg terima kasih seller,unknown,5,Multi platform,Positive,Harga,No,Lainnya,No,Dipawidia,train
"produk sesuai dgn gambar , barang ori jg cm pengiriman agak lama tp gpp ..",sesuai original cm kirim gpp,unknown,5,Multi platform,Positive,Bentuk,No,Lainnya,No,Dipawidia,train
"barang sesuai dengan gambar, pengiriman dan pengemasannya jg bagus. tapi sayang nya slow respon. untuk kedepan nya harus lebih cepat respon nya ya... good luck lah...",sesuai kirim emas bagus sayang slow respon depan cepat respon good luck,unknown,2,Multi platform,Negative,Bentuk,No,Lainnya,No,Dipawidia,train
"first time cobain kampung kecil di sawangan, dpt pelayanan dari kasir ngecewain bgt. judes kaya gapernah ditraining. tanya soal potongan ayam padahal kasir yg salah ketika menjelaskan. harusnya bilang potongannya seperempat tp malah dibilang potongan setengah. duduk dilantai 2 malah gaboleh banyak alesan. nyesel bgt kesini, buruk sekali pelayanannya!",first time cobain kampung sawangan dpt layan kasir ngecewain banget judes kaya gapernah ditraining potong ayam kasir salah bilang potong empat bilang potong duduk lantai gaboleh alesan nyesel banget kesini buruk layan,2025-07-20T06:54:20.309Z,1,Google Maps,Negative,Bentuk,Yes,F&B,No,GoogleMaps,train
"Ga mutu. Tanya jwb oke. Wkt order dibatalkan, gmna sih.. ga profesional",mutu jwb oke wkt batal gmna profesional,04 Okt 2017,1,Lazada,Negative,Lainnya,No,Elektronik,No,Lazada,train
"Pembelian ke 2, mendarat dengan selamat.",beli darat selamat,12 Jul 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"Puas. Barang sudah sampai, transaksi pembayaran tgl 11 jan sampai baru hari ini, lumayan cepatlah yah untuk ke daerah sangatta kaltim Terimakasih lazada",puas transaksi bayar tgl jan lumayan cepat yah daerah sangatta kaltim terimakasih lazada,2019-10-02,5,Lazada,Positive,Harga,No,Elektronik,No,Lazada,train
"sapi, sapi apa yang nempel di dinding? stiker sapi wkwkwk 🏃",sapi sapi nempel dinding stiker sapi wkwkwk,unknown,2,Multi platform,Negative,Lainnya,No,Lainnya,No,Dipawidia,train
"terimakasih lazada dan toko ea online, barang saya sudah sampai. semuanya sesuai dengan pesanan dan tidak tipu tipu. semoga awet aja...",terimakasih lazada toko ea online sesuai pesan tipu tipu moga awet,12 Des 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
cukup puas belum senang karena ada yang kurang faham😒,puas senang faham,27 Agu 2019,3,Lazada,Neutral,Lainnya,No,Elektronik,No,Lazada,train
ini baru namanya. harga kaki lima kualitas lima,nama harga kaki kualitas,08 Agu 2019,5,Lazada,Positive,Harga,No,Elektronik,No,Lazada,train
"Belanja TV Sharp 24"" LED HD TV. Untuk Barang pesanannya sendiri, rata2 cukup baik. Namun saya ingin memberi perhatian khusus waktu membeli TV Sharp 24"" tsb yakni pengirimannya setelah saya melunasi transfer ke BCA VA. Saya cukup surprise bahwa TIDAK SAMPAI 16 JAM setelah pembayaran diterima, kira2 sore hari pkl.14.00, barang yang dikirim via LEXnya LAZADA telah saya terima. BENAR 2 Jempol saya harus berikan utk kecepatan pengiriman tsb. Bravo LEX ( LAZADA ) !",belanja tv sharp led hd tv pesan rata2 perhati waktu beli tv sharp tsb kirim lunas transfer bca va surprise bayar terima kira2 sore pkl via lexnya lazada jempol cepat kirim tsb bravo lex lazada,15 Mei 2017,4,Lazada,Positive,Harga,No,Elektronik,No,Lazada,train
barangnya sangat bagus. dan cepat juga. thank you lazada,barang bagus cepat thank you lazada,10 Apr 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"Senang plus kecewa. Min..,barangnya udah sampai sore tadi & packing serta kurir jg baik & ramah.namun,sayangnya saya kecewa dikit,krena bracketnya seperti diiklankan gak ada ternyata.mohon kedepannya lebih ditingkatkan min lazada,thanks",senang plus kecewa min barang udah sore packing kurir ramah sayang kecewa dikit krena bracketnya iklan depan tingkat min lazada terima kasih,2019-10-02,3,Lazada,Neutral,Lainnya,No,Elektronik,No,Lazada,train
"Barang sdh diterima, terimakasih",terima terimakasih,04 Jun 2017,4,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
barang ori.tes normal. semoga awet,original tes normal moga awet,unknown,5,Multi platform,Positive,Bentuk,No,Lainnya,No,Dipawidia,train
"barang bagus, pelayanan CS nya kurang",bagus layan cs,unknown,2,Multi platform,Negative,Bentuk,No,Lainnya,No,Dipawidia,train
produk oke,oke,28 Agu 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
Sesuai gambar an permintaan. recomended. terima kasih,sesuai an minta recomended kasih,12 Jul 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
Kualitas OK,kualitas ok,19 Jun 2017,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"barang sudah diterima dalam keadaan baik, nyampe tidak terlalu lama ke Bandung, cuman gak dikasih breket seperti yg di janjikan tapi tak apa lah, yg penting dapet harga 1.499 😍😄",terima nyampe bandung cuman kasih breket janji dapet harga,14 Mei 2019,5,Lazada,Positive,Harga,No,Elektronik,No,Lazada,train
"Kualitas barang bagus. Kekurangan ada di pengiriman menggunakan kurir toko, tidak bisa di tracking kapan barang sebenarnya dikirim, dan posisi ada dimana. Apabila ingin tracking, baru bisa setelah ajukan komplain. Terima kasih",kualitas bagus kurang kirim kurir toko tracking posisi mana tracking aju komplain kasih,unknown,2,Multi platform,Negative,Bentuk,Yes,Lainnya,No,Dipawidia,train
paket sdh sy terima... barang blom dipake... mudah2an sesuai harapan dan awet,sy blom dipake mudah2an sesuai harap awet,20 Sep 2019,4,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"Great. Produk sesuai dgn deskripsi, pengiriman cepat, packaging rapi. Puas banget",great sesuai kirim cepat packaging rapi puas banget,2019-10-02,4,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
istimewa... barang bagus dan sangat bermanfaat..,istimewa bagus manfaat,19 Jul 2016,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"Barang sampai ditujuan cepat banget, packing rapi dan aman.. recommended!",tuju cepat banget packing rapi aman recommended,08 Okt 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
Bagus. Barang sesuai deskripsi,bagus sesuai,17 Jan 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"Sudah 3 minggu saya pakai TV nya Ok,,, puas hati berbelanja di toko ini.. mantap lah pokoknya",pakai tv ok puas hati belanja toko bagus pokok,21 Mei 2019,5,Lazada,Positive,Rasa,No,Elektronik,No,Lazada,train
Produk original mantap,original bagus,12 Jul 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
oke bgt recomend,oke banget recommended,18 Jul 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"Makanannya tidak ada yg gagal mantap semua, pelayanan maya dan rere",makan gagal bagus layan maya rere,2026-02-13T12:57:42.945Z,5,Google Maps,Positive,Rasa,No,F&B,No,GoogleMaps,train
"Makasih Lazada, barangnya udah nyampe, cepat banget, baru kemarin order...!!! malasih banyak",terima kasih lazada barang udah nyampe cepat banget malasih,11 Mar 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
keereeennn. keereeennn,keereeennn keereeennn,01 Nov 2016,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
belum dipakai,pakai,27 Nov 2018,3,Lazada,Neutral,Lainnya,No,Elektronik,No,Lazada,train
"baguss,,langsung oprasiin ,,jalan ,lancar cepeet bebas kendala",baguss oprasiin jalan lancar cepeet bebas kendala,07 Mei 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"pesan minggu, sampai senin, cepat sekali. pengiriman aman. terima kasih Samsung, Lazada, & SiCepat",senin cepat kirim aman kasih samsung lazada sicepat,28 Apr 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
mantab nyala sip terimakasih sellerMutu terjamin SNI.,mantab nyala sip terimakasih sellermutu jamin sni,unknown,5,Multi platform,Positive,Lainnya,No,Lainnya,No,Dipawidia,train
Alhamdulillah sampai selamat... sempat takut pecah kayag orang2 dalam pengiriman,alhamdulillah selamat takut pecah kayag orang2 kirim,19 Agu 2019,4,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"Baju bagus, tanpa cacat dan harga bersahabat",baju bagus cacat harga sahabat,unknown,5,Tokopedia,Positive,Harga,No,Fashion,No,PRDECT-ID,train
"Pengiriman pakai mobil, packing hny pakai bubblewrap tp Alhamdulillah tv aman. Kelengkapan didalam dus lengkap. tks lazada&ninja.",kirim pakai mobil packing hny pakai bubblewrap alhamdulillah tv aman lengkap dalam dus lengkap tks lazada ninja,27 Apr 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"pelayanan mas andi oke, suasananya nyaman, oke tempatnya buat makan bareng temen atau keluarga",layan mas andi oke suasana nyaman oke tempat makan bareng temen keluarga,2026-02-01T12:50:39.207Z,5,Google Maps,Positive,Bentuk,No,F&B,No,GoogleMaps,train
good recomended,good recomended,17 Agu 2018,4,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"Real pict, real spek, packing rapih dan sangat aman walaupun kertas printer thermal tp dikasih label fragile, sellernya recomended sekali, mantaaabbbss ??",real pict real spek packing rapih aman kertas printer thermal kasih label fragile sellernya recomended mantaaabbbss,unknown,5,Tokopedia,Positive,Bentuk,No,Perlengkapan Kantor,No,PRDECT-ID,train
matcha nya enak,matcha enak,2025-10-14T08:29:00.218Z,4,Google Maps,Positive,Rasa,No,F&B,No,GoogleMaps,train
flash disk gak bisa dipakai jelek sekali,flash disk pakai jelek,20 Apr 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
pengiriman cepat....,kirim cepat,05 Agu 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"Barang bagus dan sangat memuaskan, pengiriman ok",bagus muas kirim ok,04 Sep 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
barang cepat dtg,cepat dtg,18 Agu 2017,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
Sy beli dua yg dikirim cuman satu Bikin kecewa,sy cuman bikin kecewa,22 Jul 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
Barangnya sesuai deskripsi,barang sesuai,22 Mei 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
Makasih seller lazada meskipun pengiriman lama tp alhamdulillah sampai papua dg aman... anak anak saya suka,terima kasih seller lazada kirim alhamdulillah papua aman anak anak suka,11 Des 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"waktu proses dan pengiriman pesanan sangat lama padahal area jabodetabek, untuk barang sesuai deskripsi.",waktu proses kirim pesan area jabodetabek sesuai,unknown,2,Multi platform,Negative,Bentuk,No,Lainnya,No,Dipawidia,train
"Bagus. Cepat sampai,thanks Lazada",bagus cepat terima kasih lazada,18 Jan 2017,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"Mantap😍. Walaupun pengirimannya rada' telat dr wkt pengiriman, tp barangnya bagus, packingnya rapi..harganya lbh murah dr ditoko, thanks lazada👌",bagus kirim rada telat dr wkt kirim barang bagus packingnya rapi harga lbh murah dr toko terima kasih lazada,25 Apr 2018,4,Lazada,Positive,Harga,No,Elektronik,No,Lazada,train
"belanja ke 2 x dulu ke Pelosok Sulawesi Selatan, Kabupaten Bulukumba. pas mutasi, malas bawa tv. beli lagi, ke Samarinda",belanja pelosok sulawesi selatan kabupaten bulukumba pas mutasi malas bawa tv samarinda,26 Jul 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
makasih barang sdh samapai belum tes,terima kasih samapai tes,12 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
spray tdk sesuai gambar..semprotannya spt mainan pistol anak2 aja,spray sesuai semprot spt main pistol anak2,unknown,1,Tokopedia,Negative,Bentuk,No,Perabotan,No,PRDECT-ID,train
"barangnya bagus sesuai yg di posting, semoga awet, terima kasih freebang",barang bagus sesuai posting moga awet kasih freebang,04 Jun 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
Kalo bisa lebih kuat bahannya,kalo kuat bahan,2019-10-02,4,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
