"NBa7we src","d4r55","RfnDt","eaLgGf","hCCjke","rsqaWe","ulsn","w8nwRe","dSlJg","Hzvxle","pkWtMe","dSlJg 2","NlVald","NlVald 2"
"https://lh3.googleusercontent.com/a-/ALV-UjVerW6quzfzE8sfTnDiZvO7vs_mHGt-U-j297UW3Y7Re2v-tbeqFw=w45-h45-p-rp-mo-ba5-br100","Edith santosa","Local Guide · 167 ulasan · 1.004 foto","","","4 tahun lalu","Nyesel banget baru tau tempat ini, padahal menunya enak pake buanget... steak nya lembut, dan rasa nya mak nyoss... ga heran antriannya lumayan banyak.. tapi pelayanannya yg cepat seakan jadi kompensasi yg cakep. Ga perlu menunggu lama, …","Lainnya","","Suka","4","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjXC1KPWUlJ9G-QO-LOD8mL-heFmHvzh7nhyrJGXnawnvCCJEx7N=w45-h45-p-rp-mo-ba2-br100","Afwan Syawal","Local Guide · 4 ulasan · 4 foto","","","setahun lalu","Tiap kali main ke Galaxy selalu nyempatin untuk makan disini. Pilihan menunya banyak dan yg penting anak2 suka. …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjX-bMngBajh4d-zRRJLWePv76jGgdwEZqf8emulAtc2CXhnbRxNjQ=w45-h45-p-rp-mo-ba4-br100","Dhita","Local Guide · 45 ulasan · 253 foto","","","3 tahun lalu","Kalo gasalah kemarin pesen tenderloin meltique, vegetables nya bake beans, potato wedges, sama black papper sauce. Enak bangett sii, recomended parahh. Oiya jangan lupa pilih yang well done dagingnya. Harga segini sangat worthit, dagingnya …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjUAg50efPTf-MpCPFPMgaPYt664bTmaP6ySeN_m05p2uJWTPRVh=w45-h45-p-rp-mo-ba5-br100","Clover Rhapsody","Local Guide · 153 ulasan · 524 foto","","","Diedit 2 tahun lalu","Best steak place at Bekasi! Selain kualitas daging yang premium, variasi menu, bahkan disini juga ada healthy juice; …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjWChITMluqD--_Oi9rID4DTySMUFXLCz_J6dlZIEc8yK7IABQxB=w45-h45-p-rp-mo-ba3-br100","Cicilia Novia Christaristi","Local Guide · 25 ulasan · 15 foto","","","setahun lalu","Ada harga ada rasa dan kualitas...gambar di buku menu sesuai dengan aslinya saat dihidangkan... rekomended steak enak di Bekasi 🤤sudah 2x kesini...anakku suka bgt karena dagingnya empuk... …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a/ACg8ocIeGaFjPg8xSCBrqEGZ_hOru-sTYI5gLWCnJ-mtQIHHUgIisQ=w45-h45-p-rp-mo-ba3-br100","umu isnaenatun","Local Guide · 40 ulasan · 53 foto","","","setahun lalu","Dateng krn ada tawaran gratis steak utk bday. Worth it ya, steaknya wlo gratis ga ngasal dibikin, dapet mini cake yg ada lilinnya, niat bgt ngasih freenya😆. Pengin pesen picanha utk cafe de paris tapi kosong. Jadinya aus ribeye grain-fed. …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjV_LsVQE1UDSes331sPIQ4kvdHvMkQgpx_BoPeat4Tn1YPwEXUs=w45-h45-p-rp-mo-ba7-br100","daniel manurung","Local Guide · 917 ulasan · 3.587 foto","","","Diedit 8 bulan lalu","Double U after renovation makin bagus dan well decorated, antrian masih menggunung, parkir masih susah. Makanan overall konsisten enak","Lainnya","","Suka","1","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjXDm2NLx7hMUSiOaXEhPx8XqtKDX6Fh9FCswJLEKuMZoLSuCLOj=w45-h45-p-rp-mo-ba6-br100","wawan - yustinus juniawan nugroho","Local Guide · 246 ulasan · 1.914 foto","","","setahun lalu","Tempat nyaman, parkiran juga tersedia…. Cota rasa Ok untik harga segini…..
Pokoknya mantabs….","Lainnya","","Suka","1","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjXuJbU3qJYG_93Qfq646ZKdSu0Tx7fv6xLIopfa97GWlfaDaQhs=w45-h45-p-rp-mo-ba4-br100","Theresia Atmojo","Local Guide · 50 ulasan · 215 foto","","","3 tahun lalu","Datang ke sini dan pas lg rame jd kami menunggu selama sekitar 5 menit. Staff sangat ramah menjelaskan menu2 dan macam penyajian steak kepada kami. Setelah selesai memesan, minuman datang sembari menunggu main course kami. Kami memesan lamb …","Lainnya","","Suka","1","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjWZP1bj-gcjjKsomnY3IW7YP5jfZRkU3EbmtlqZa-3su_PemozF=w45-h45-p-rp-mo-ba5-br100","Content Sekom","Local Guide · 208 ulasan · 774 foto","","","setahun lalu","Sumpah bagus banget restorannya sangat rekomendasi untuk mampir kesini guys 🤞🤗 makanannya enak dan tempatnya bagus banget suka dehhh 🤩❤ apalagi ditambah pakai kolmi paging system untuk pelayanan lebih mudah dan cepat 👌😃 …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjXpBC0aGgSbkJQAGqgIAF7OyYxNFAlehge9Ec84uAwynA40KDMh=w45-h45-p-rp-mo-ba4-br100","Arawan Rizufi","Local Guide · 105 ulasan · 312 foto","","","2 tahun lalu","Kesekian kalinya kemari karena rekomendasi temen dan rasanya emang bener seenak itu. Sauce mushroomnya paling juara memang creamy gurih dan gak bikin eneg. Udah pernah cobain signaturenya, sirloin NZ, tenderloin nz juga kalau gak salah, …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjXAnEYSm-9kFo4F9ktvnUdYQ9tdPCTgKYp402YCTxiL2d1PFVpV=w45-h45-p-rp-mo-ba5-br100","Danny Njoman","Local Guide · 268 ulasan · 455 foto","","","3 tahun lalu","Menu yang dicoba Aus Sirloin & Meltique Sirloin welldone. Rasa steaknya juara. Sausnya menurut saya enak, gurih dan creamy, pas asinnya. Kalau menurut istri kurang creamy. Sayur bayam dan baked potatoesnya juga juara, creamy kejunya enak, gurih. Harga standard. Sangat direkomendasikan.","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjWpp60VqmXQLG941pPpbI8Xeef1ZZkwKjAaRgmDL3OwI5WzrZIL=w45-h45-p-rp-mo-ba5-br100","Fatur Hariadi","Local Guide · 102 ulasan · 735 foto","","","5 tahun lalu","Steaknya gausah ditanya seenak apa, gua juga suka variasi untuk kentang dan sausnya ada banyak. Salah satu favorit gua untuk sayurnya itu adalah Ratatouille. …","Lainnya","","Suka","1","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjX9epxZ2919e0G_xvrELWwv90hnIvMp2d6BAed7ixwmF9vm41XqkA=w45-h45-p-rp-mo-ba5-br100","Irwin Deadroses","Local Guide · 109 ulasan · 904 foto","","","5 tahun lalu","1. Tempat
tempatnya unik, design bangunan dirancang sedemikian rupa sehingga tidak membosankan dan tidak terlalu kaku. …","Lainnya","","Suka","1","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjVnzzmAiXuAqEIQyiRCZ8fcOFolZGLgbzc9_P6D6PHvwAtMaI1v=w45-h45-p-rp-mo-ba5-br100","Dewi Lestari “dee” Natalia","Local Guide · 80 ulasan · 640 foto","","","2 tahun lalu","kemana aja gue selama ini? ternyata bekasi punya resto steak yang super enak dan ga mahal. …","Lainnya","","Suka","2","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjVUOXTfb6g_wbxXQmw4SK56_w6b-am8DRf0jpfSi8AD1-v9BOuw=w45-h45-p-rp-mo-ba4-br100","Fadlillah Ariani Suroso","Local Guide · 162 ulasan · 289 foto","","","3 tahun lalu","Waktu kesini ada promo pesan menu steak gratis minum ice tea atau teh tawar promonya hanya sampai jam 18.00, bisa refill juga untuk minumnya. Waktu menunggu makanan juga tidak lama sekitar 15-20 menit. Kurangnya lahan parkir, jadi parkirnya di pinggir sekitar resto. Kalau resto sedang penuh harus waiting list.","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjUa176tPDOlnZQFUyiW6ll5c9DD582YKxqzKi8V27_WB78ztMU=w45-h45-p-rp-mo-br100","Audina","7 ulasan · 5 foto","","","10 bulan lalu","Pertama kali nyobain makan disini, enak bgtttttt.. tempatnya juga bagus. Kamar mandinya bersih, mushollanya proper bgt + mukenanya wangiiiii 🥰🥰🥰🥰🥰 mas & mbaknya baik2 …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjW6su1YFC1g0O606Z9_X5AqAjr1XmlIkndnuB107HM5fDY4khA=w45-h45-p-rp-mo-br100","Denna Lerisha","4 ulasan · 10 foto","","","2 tahun lalu","mantep banget ini dapet gratiss dr birthday treats. pelayannya ramah-ramah dan tidak sombong. steaknya enak, tebel. kuenya enak. enak semua pokonya. tempatnya juga nyaman sekali. terima kasihhhh ya chef Widhi 💖💖 …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjU_UAPO866fjmjHtapBXF-qt3cZMjZw-L9vi6-szOQTvdQwLvFVew=w45-h45-p-rp-mo-ba3-br100","Ahmad Lathief","Local Guide · 50 ulasan · 47 foto","","","11 bulan lalu","Datang kesini buat merayakan ulangtahun, eh dikasih steak sirloin gratis!!
Free cakenya juga enaak","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjWs_6EUhXLBV3pe1UoSZg6jSy4eiWZgn9KildI-MPAb4eHcIktK=w45-h45-p-rp-mo-ba3-br100","annisa dian","Local Guide · 29 ulasan · 12 foto","","","setahun lalu","Wajib kesini apalagi kalau lagi ulang tahun! Beneran bisa makan steak gratis yang beneran enak. Cukup nunjukin ktp aja tapi hanya berlaku di hari h aja yaaa. Nambah minum sama snack cuma bayar kurang dari 60k","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjU8O-Ba9iOiXoWomMyp6Dema2s9TeuIdJzfsrn9ZvosUol0gCDu=w45-h45-p-rp-mo-ba5-br100","My_Zy_Channel","Local Guide · 121 ulasan · 361 foto","","","4 tahun lalu","Dari rasa oke bangett,,dagingnya empuk,saosnya enak,penyajian oke. Dari pelayanannya jg oke,staf menjelaskan tentang prokes utk max dine in 45menit,memastikan pesanan sesuai dgn yg dipesan. Tempatnya tdk terlalu besar tp okelah.. utk …","Lainnya","","Suka","1","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjUEfNTac-NxFF5jDD5zT5yCoDfGpx6I3UO8WAoidJl_pw42oyhijQ=w45-h45-p-rp-mo-ba2-br100","Yuni Novita","Local Guide · 8 ulasan · 3 foto","","","setahun lalu","Sukaa…
Akan kembali trus kalo mau makan steak ya ingetnya double u 🥰🥰 …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjVDV0BSqZ_1JJZSG2JZn9neQIMfujoY6cak5HGDSY7QE0TIbUQ=w45-h45-p-rp-mo-ba4-br100","yogagori90","Local Guide · 137 ulasan · 83 foto","","","setahun lalu","Buka jam 11 siang, lewat 5 menit saja sudah banyak mobil parkir dan makan di tempat. Tempatnya nyaman, no smoking di lantai 2. Ada kolam ikannya di lantai 1, lumayan untuk hiburan anak-anak. …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjWptIlRUrySGaWCAUMq2XGjoh7AiWbq9aFceD9TEYAvnmU3dfzI=w45-h45-p-rp-mo-br100","Giggles in the night","8 ulasan · 6 foto","","","setahun lalu","Kali ke-5 ke sini tiap merayakan ulang tahun saya / istri. steak enak dan paling worth it di Bekasi. Harga cukup terjangkau untuk kualitas yang diberikan. Tempat barunya sangat bagus dan nyaman, saya suka dengan desain interiornya yg …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjUtPCUmf6NIdy-fjRFi9SU2lv_w6KZvCcYpU0PXtby7Z1mfSAH3wg=w45-h45-p-rp-mo-ba3-br100","Suci Yusrina Ilman","Local Guide · 56 ulasan · 8 foto","","","Diedit 4 bulan lalu","Tempatnya bagus dan nyaman, menu nya juga lumayan enak dan harganya masih affordable. Creamy spinach nya kmrn agak kurang, karena bayam nya masih ada rasa tanah/rebusan air yg sedikit mengganggu. …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a/ACg8ocKtdEicefJ_8AG_F3FBe_faFHzvCfgVCp1IKP4-zGKq0BMYBpg=w45-h45-p-rp-mo-ba3-br100","Sifra Prilideo","Local Guide · 21 ulasan · 54 foto","","","2 tahun lalu","lucu bgt dapeett brownies mini tiba2 😋😋 thank you so much for the birthday treats …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a/ACg8ocKBNKrojYx5qnLqafp-HgfQHW6uYtt4jCG9ihWWVr3LEe4jaA=w45-h45-p-rp-mo-ba3-br100","megawati wibowo","Local Guide · 21 ulasan · 34 foto","","","2 tahun lalu","Steik terenak dibekasi,ga tau deh bias atau ngga🤣🤣🤣pokoknya sudah nyoba dimana2 diyg katanya populer dan harganya muahal tetep balik lagi yg ter'enak tetap di double u steak,pelayanan ramah,gercep,harga sepadan dengan yg didapatkan,kualitas …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a/ACg8ocLPmSKsB0HN_f8UQJt19tIvbz7YGwbVRf31k_e66F0WduEVmqyK=w45-h45-p-rp-mo-ba5-br100","Epeng Ferdana","Local Guide · 298 ulasan · 863 foto","","","Diedit 2 tahun lalu","makan disini karena deket sama rumah orang tua. kami pesen brisket US 300gr gratis es teh manis plus bisa refill, pesen spaghetti steak bites juga 1 porsi.kedua pesanan tersebut sangat amat tidak mengecewakan, brisketnya meskipun welldone …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a/ACg8ocIjgfOsq_yN6NC0cpK29w_VMU9h1bVEYr9bojkr_ilVIMne1hzT=w45-h45-p-rp-mo-ba6-br100","DL S","Local Guide · 66 ulasan · 1.890 foto","","","Diedit setahun lalu","Untuk makanan rekomendasi hanya memang antrian di weekend perlu dipikirkan untuk dikurangi waktu tunggunya.
Hari ini ada kejadian yg kurang nyaman di service setelah lama datang kesini …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjVNQslBYBUgCiWATEQZCJYOZgZ4n2GFHC5pPVygaNOyeQo6gz0o=w45-h45-p-rp-mo-ba3-br100","Maria Eustachia","Local Guide · 29 ulasan · 47 foto","","","Diedit 4 tahun lalu","Setelah melewati beberapa tahun, akhirnya merasakan birthday treat di Double U steak. Steak nya enak, suka banget. Fav anak2 spageti carbonara","Lainnya","","Suka","1","","Bagikan",""
"https://lh3.googleusercontent.com/a/ACg8ocIc6v_S96sdhggBVAEzNiGRHHaH3mfr5Rr4r-eQsvzbIsn0hQ=w45-h45-p-rp-mo-ba4-br100","Mita Novika","Local Guide · 49 ulasan · 162 foto","","","6 tahun lalu","The steak was great, aus tend meltique dan nz shirloin dagingnya empuk, berasa seasoningnya, side dish nya bnyk pilihan potato wedges ga keras meski pas sudah dingin, pas asinnta dan mashed potato nya lembut, creamy. Spagheti nya enak wangi …","Lainnya","","Suka","1","","Bagikan",""
"https://lh3.googleusercontent.com/a/ACg8ocL9TbLm_fzs0CDxJ0jOTNKCzcAkqVcHaVljwmG2VcEz8-H4mA=w45-h45-p-rp-mo-ba6-br100","kawai ona","Local Guide · 82 ulasan · 3.100 foto","","","3 tahun lalu","Tempatnya dari luar kliatan kecil tp pas masuk kedalam cukup luas, dekorasi cukup unik memakai ornamen alat2 dapur, parkiran di sebelah resto, pendapat semua teman yg bareng makan berkata steaknya enak dan besar, saosnya jg enak, …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjWb72xtYSMfBIG-2N1oL3llEQD7mOSHKvfH2qrimWIo2yhH9Rto=w45-h45-p-rp-mo-ba3-br100","PhiPha Projects","Local Guide · 10 ulasan · 22 foto","","","3 tahun lalu","Bismillah
Steak d sini menurut ku de besstt, legittt gtu pas masuk mulut, ga alot.. kentangnya juga kita bisa pilih wedges, fried fries atau mashed.. rekomen mushroom …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a/ACg8ocJUB0NRs0isyOr3rYuCyHNlpGBBeGZIkyfhCH4E4aZfuER0=w45-h45-p-rp-mo-ba5-br100","Dilla Olivia","Local Guide · 121 ulasan · 335 foto","","","Diedit 2 tahun lalu","Steaknya enak dan empuk.. Macam sausnya oke, apalagi yang herb butter.. Cuma waktu itu saya pesan steak well done, tapi masih kurang matang dikit. Tdnya mau minta dimatengin tp udh laper dan enak hahahaha . Harga sesuai 👍👍👍 …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjWSApfuCIcKgKSCgH1trN7SwLRwes667DgYowE_7oTDTKjbQ42P=w45-h45-p-rp-mo-ba5-br100","Fanny Fristhika Nila","Local Guide · 76 ulasan · 874 foto","","","6 tahun lalu","Awalnya karena ratingnya tinggi di Zomato. Penasaran, dan ternyata memang seenak itu!! Daging Wagyu nya tebal, dimasak sesuai level kematangan yang kami pesan, Medium Rare. Lalu saat diicip tanpa dipping sauce, rasa daging terasa banget …","Lainnya","","Suka","1","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjWNazMP2ycNZNtP-gzdW8KIjzgvn5kQTyXWhCF2ZjusKvHtrpb5hA=w45-h45-p-rp-mo-ba6-br100","Kristo","Local Guide · 515 ulasan · 4.353 foto","","","3 tahun lalu","Pilihan menunya banyak bener daging sama sidedishnya! Wajib coba untuk pencinta steak!
Ini kmaren menu yang pesen enak banget, trus bisa masak di meja pula, jadi …","Lainnya","","Suka","3","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjVFypgzfU6AiAlwFD4nQlsZ6BMpqBejHPiLpaF7BwaFvpu9Zbqz=w45-h45-p-rp-mo-ba4-br100","Fitriana Hadi","Local Guide · 63 ulasan · 33 foto","","","setahun lalu","Kesini Krn birthday treat,. Enak sekalii,. Porsinya luar biasa besar buat sy. Untuk birthday treat nya mendapatkan free aus sirloin 200gr dan mini cake yg atasnya dikasih lilin. …","Lainnya","","Suka","1","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjU8vzbn1IVxvbg4sBR-FZ-pe5EPiLASrW_FvsOvqnsNKBVLrX8=w45-h45-p-rp-mo-ba5-br100","Oni Ruslani","Local Guide · 220 ulasan · 155 foto","","","setahun lalu","Steaknya enak, cuma saya kurang cocok dg saus barbequenya terlalu bau asap dan manis","Lainnya","","Suka","1","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjXBcaZdbRj_RzwQugmvB1cSdfNx2rIg2xmYCs7-V_GzDrbLWvqw8A=w45-h45-p-rp-mo-ba6-br100","Amalia Tri Wahyuni","Local Guide · 1.711 ulasan · 3.854 foto","","","Diedit 2 tahun lalu","lagi ngehitz banget di Bekasi. ternyata rasanya enak banget, terutama steak tenderloin dan spaghetti aglio olio(?). harga lebih pricey dibanding sama steak 21 tapi gue lebih suka ini. pengen ke sana lagi hehe. es krimnya biasa aja.","","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjU9nusPxK37MKmvXeXXaVPB3O_0wttzIQfKI1UuZxpBvpkFqVQ=w45-h45-p-rp-mo-ba3-br100","Kesuma Rindu","Local Guide · 16 ulasan · 55 foto","","","setahun lalu","Saya sudah berulangkali ke sini dari 7-8 (?) tahun yang lalu.

Sempat lama gak datang ternyata Double U  malah makin maju..👏🏻👏🏻👏🏻 …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a/ACg8ocLU8uLjxqHP6dazsMiB-jtbrwVReNo-xw_7l6RwRoed6qvmOg=w45-h45-p-rp-mo-br100","Ajeng Indarefikha","7 ulasan · 17 foto","","","3 tahun lalu","Nyobain steak kuah krn korban tiktok. Ternyata emang enak. Dagingnya lembut, empuk. Gw yg ga suka garlic in general, tapi pas makan ini no complain at all. Walo rada asin buat gw krn butter nya. Brownies nya jg enak, ga enek.","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjVQ_UjLxbfNxNuxTbOOIldnW27XuhyPp8NVynUDQjcgZXJpuID-=w45-h45-p-rp-mo-ba3-br100","Ro Se","Local Guide · 14 ulasan · 23 foto","","","2 tahun lalu","Enak banget steaknya, sirloin meltique nya super empuk. Steak Cafe the paris, unik rasanya, menurut saya keasinan mungkin krn butternya, tapi enak dan empuk walau tingkat kematangannya medium well. Datang kesini jangan kesorean, waiting list. Buka nya jam 11,  waktu yang pas ke sini tuh 11:30, jam makan siang. ""Kamu harus coba""","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjXLzUcV6FUfNSDV2jaHJy7FNH9wxXJ6a_w7XrbyIHRZmjJrwUs=w45-h45-p-rp-mo-ba5-br100","SITI FATIMAH","Local Guide · 175 ulasan · 773 foto","","","4 tahun lalu","Alhamdulillah pas Dateng ga waiting list.
Penerapan prokesnya bagus, ada lt 1, 2 dan smoking area. Tersedia juga baby chair.  Service waitersnya baik dan memuaskan sih. …","Lainnya","","Suka","3","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjVEJgGY1NoB6WnMdEGQ1rZHVJDHcylgNVS9xU5I_0zwiNpkFJ5B=w45-h45-p-rp-mo-ba3-br100","Andi Chandra","Local Guide · 17 ulasan · 67 foto","","","setahun lalu","-akses parkir tidak begitu besar dan banyak
-untuk harga sesuai dengan makanannya (cukup enak)
-untuk tempat tunggu nya cukup panas saat siang hari
-untuk tempatnya cukup oke dan bagus","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjXararZRrtOQ8cyCBz6FcPB-TE8MKtRqnleau6JpW-eEuwy_5II=w45-h45-p-rp-mo-br100","Fahmi Babgei","9 ulasan · 6 foto","","","7 bulan lalu","Gak enak bgt - kecilll sekali ayamnya","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjXlbLBOm-sWI7mGsE9TUSCHFSVjReoB6lefjnyZTskytzOFZcwv=w45-h45-p-rp-mo-ba3-br100","Eka Febriyanti","Local Guide · 21 ulasan · 74 foto","","","2 tahun lalu","Makan disini sewaktu ada acara dari kantor, daging nya juicy dan kentang nya crispy parah sauce nya pilih yg bbq tapi ternyata yg spinach juga eunaaakk. ambience oke yg penting engga gelap aja heheh besokannya langsung pamer ketemen2 kantor kalau wajib coba makan disini❤️","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjUkgpXXVGEFDVWTehqxetst9pwQC6gBJYbbdHP1qTpkDJ-xDWk=w45-h45-p-rp-mo-ba3-br100","Suci Istiqamah","Local Guide · 25 ulasan · 19 foto","","","Diedit 3 tahun lalu","Makanannya enak udah ga diragukan lagi. Pelayanan agak lambat almost 1h  (lagi rame waktu itu). Ruangannya oke. Tapi agak berasap. But so far so good.","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjWwSaPYuAIdSDJp0XZ1-ihcff5fsGfYaq15zYF6tft7joxBwhUCHQ=w45-h45-p-rp-mo-ba4-br100","Andri Prayudi","Local Guide · 63 ulasan · 86 foto","","","5 tahun lalu","Steaknya enak, tingkat kematangan pas msh juicy.  Tempatnya kecil tp interior nya cozy.  Volume musik pas tdk terlalu berisik.  Staffnya super ramah, pelayanan cepat.","","","Suka","1","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjXHDEbIRtd29D8DKC9S1qoK7aNgQkhhJRvBXIXqdNBSAmXEHZ6D=w45-h45-p-rp-mo-ba7-br100","GR F","Local Guide · 1.104 ulasan · 7.278 foto","","","5 tahun lalu","Order

1. Australia Meltique Beef, Tenderloin cuts, size 200 gr, Mushroom sauce, Mashed …","Lainnya","","Suka","3","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjUh3bXN2jy7SwaG5q_RiTTK82PKZMsWgkd_IU2G0tuYcaq5GfNw-g=w45-h45-p-rp-mo-ba4-br100","Castelar Kai","Local Guide · 55 ulasan · 44 foto","","","3 tahun lalu","Mushrooms sauce nya recommend, Steaknya enak, ini mesen tenderloin melted medium well. Cm sauce BBQ nya kurang. Aglionya enak cm dgn hrg sgitu mungkin bs ditambah toping lain. Tp smuanya enak sih.. Recommend buat makan steak","","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjXQax_JA8ofMVhycxP0XA5wFckM_4fupU-RWZr7OvtQWT4ZMPDg=w45-h45-p-rp-mo-ba3-br100","Rio Surya","Local Guide · 35 ulasan · 85 foto","","","6 tahun lalu","Tempatnya cozy dan ramai pengunjung, steaknya rekomended.. dagingnya juicy, tidak alot, tidak aroma daging sapi, vegetablenya enak, potatonya standart, sauce standart.. minumnya free es teh refillable yg sepet2 manis.. free soup of the day yg lembut dan creamy utk pembelian happy hour jam 17-19..","","","Suka","3","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjVl90byFlFpPTr5iZ82mZtGlKlAN-cKFeDOTOPGyF5-qX7JSXU=w45-h45-p-rp-mo-ba3-br100","Nisa Asyifa","Local Guide · 41 ulasan · 20 foto","","","2 tahun lalu","Orang bekasi wajib sih cobain steak disini. Steaknya enak, pelayanannya oke banget. Cuma kalo lagi rame suka waiting list.","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a/ACg8ocJmts72bTQHw01M9kOAtYAlGFqSM1ErsAuOlr1-HIHB1vuPtFQ=w45-h45-p-rp-mo-ba4-br100","Fitriyani Kaban","Local Guide · 46 ulasan · 216 foto","","","setahun lalu","Dilarang kesini jika lapar sekali 😅
Karena antri nya luar biasa 🫣
Semua enak !
Staf nya ramah ramah 🫶🏻 …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjWIpHm3xaYAQQEGZj8JdnI4hdZwfiIbCO4XGq9hKdSrewLd9pzCAw=w45-h45-p-rp-mo-ba3-br100","Indira Amaliasari","Local Guide · 41 ulasan · 89 foto","","","Diedit 3 tahun lalu","Enaaak. Medium rare steaknya juga perfect 😭😭 awalnya ngeluh karena tempatnya panas. Tapi steaknya enak jd bisa dimaafkan 🙂🙂 …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjXma3C23ZuONTBk0gyvTKb55f1Q6v3lTDM9af7E0sJ80BeyfbY3=w45-h45-p-rp-mo-ba6-br100","Indah Permatasari","Local Guide · 221 ulasan · 1.448 foto","","","Diedit 3 tahun lalu","steak terenak sih so far dengan harga yang relatif masih dibawah pasaran namun rasa diatas pasaran. mashed potatonya lembuut, dagingnya lembut dan saus mushroomnya juga enak. tempat cukup cozy dengan dekorasi unik ala2 peralatan dapur.","","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjU20yK6fTjFO_wafkP52dK0ricI67JqKzRVmtPeeMqFvy6kHxp8LA=w45-h45-p-rp-mo-ba4-br100","Good People (Bestfriend)","Local Guide · 93 ulasan · 222 foto","","","10 bulan lalu","heran org2 bisa tau letaknya hehe padahal nyempil di dlm prum galaxy
makanannya enak sekali ala hotel bintang 5 neh...mantul","Lainnya","","","","","Bagikan","Suka"
