Review_Text,Review_Processed,Review_Date,Rating_Score,Platform_Source,Sentiment_Label,Review_Aspect,Crisis_Flag,Business_Category,Is_Sarcasm
cas aki berfungsi baik aki yg masih bagus pasti bisa dicas lumayan drpd titip cas pinggir jalan mending py sendiri semoga awet sukses terus buat seller,cas aki fungsi aki bagus cas lumayan drpd titip cas pinggir jalan mending py moga awet sukses seller,unknown,5,Tokopedia,Positive,Bentuk,No,Perabotan,No
sdh sering repeat order mantap,repeat order mantap,unknown,5,Tokopedia,Positive,Rasa,No,F&B,No
yg sebelah kiri triggernya ga sensitif jadi cuma kepake sebelah doang,belah kiri triggernya sensitif kepake belah doang,unknown,3,Tokopedia,Neutral,Lainnya,No,Elektronik,No
enak banget pulen bener2 teksturnya seperti nasi gampang juga buatnya,pulen bener2 tekstur nasi gampang buat,unknown,5,Tokopedia,Positive,Rasa,No,F&B,No
kebanyakan panjual yang tokonya sudah diamon barang yang di kirim tidak di cek kondiri barang masih berfungsi apa tidak ini barang di kirim tidak berfungsi pas di buka tali perekat sudah putus sama aja jual sampah buat buyer yang lain mohon jangan di beli di toko ini saya dan anda pasti sangat kecewa jangan pernah order di toko ini barang sampah buang buang waktu dan uang aja mending kalau barang berfungsi tapi ini sama sekali rusak tidak bisa di pakai,banyak panjual toko diamon barang kirim cek kondiri barang fungsi barang kirim fungsi pas buka tali rekat putus jual sampah buyer beli toko kecewa order toko barang sampah buang buang waktu uang mending barang fungsi rusak pakai,unknown,1,Tokopedia,Negative,Bentuk,Yes,Perabotan,No
produk yang dikirim tombol putih buat setting besar kecil nya semprotan tidak berfungsi bagaimana katanya garansi 30hari,produk kirim tombol putih setting semprot fungsi garansi 30hari,unknown,1,Tokopedia,Negative,Bentuk,Yes,Perabotan,No
bakal langganan packing amaannnnnnn,langgan packing amaannnnnnn,unknown,5,Tokopedia,Positive,Lainnya,No,Ibu & Bayi,No
pengiriman lambat seminggu baru sampai bagi yang membutuhkan cepat lebih baik beli di supermarket langsung,kirim lambat minggu butuh cepat beli supermarket,unknown,3,Tokopedia,Neutral,Lainnya,No,F&B,No
powerbank nya tidak bisa berfungsi baterai full charge tapi sewaktu disambungkan ke handphone handphone tidak tercharge,powerbank fungsi baterai full charge sambung handphone handphone tercharge,unknown,1,Tokopedia,Negative,Lainnya,No,Elektronik,No
barang datang dng dus yg tidak layak banget buat kado jd malu dgn kondisi mengenaskan,barang dng dus layak kado jd malu kondisi enas,unknown,2,Tokopedia,Negative,Lainnya,No,Ibu & Bayi,No
barang sangat lama datang dan ada sedikit penyot di bagian lampu indikator tapi alhamdulillah berfungsi dgn baik,barang penyot lampu indikator alhamdulillah fungsi,unknown,3,Tokopedia,Neutral,Lainnya,No,Elektronik,No
sy pesan lilin yg angka dan tpi di kirim nya angka angka nya sdh benar pdhl wkt beli sy sdh jlalasin sy mau yg angka dan sy tdk bs kirim foto nya krn sy udh buang brng nya krn tdk bs di pakai sy udh tunggu brp hr tau2 smp brng nya dan di buka yg di kirim lain sm yg di beli sy cmn pesan utk ke dpn nya blajarlah yg teliti sebelum brng di kirim,pesan lilin angka kirim angka angka pdhl wkt beli jlalasin angka bs kirim foto buang brng bs pakai tunggu brp hr tau2 smp brng buka kirim sm beli cmn pesan dpn blajarlah teliti brng kirim,unknown,1,Tokopedia,Negative,Rasa,No,Kerajinan & Pesta,No
dapet barang gak bagus analog kiri gabisa buat jalan ke serong kanan atau kiri mau retur ribet seller slow respon alhasil cuma jadi pajangan aja nih stick edit setelah seminggu analog gabisa jalan sama sekalii penjual sama sekali ga responn nyesel,barang bagus analog kiri gabisa jalan serong kanan kiri retur ribet seller slow respon alhasil pajang stick edit minggu analog gabisa jalan sekali jual responn nyesel,unknown,1,Tokopedia,Negative,Bentuk,Yes,Elektronik,No
admin fast respon ramah bukunya ori diterima dalam keadaan tersegel dimasukan dus dibungkus bubble wrap sangat memuaskan terima kasih banyak,admin fast respon ramah buku original terima segel masuk dus bungkus bubble wrap muas terima kasih,unknown,5,Tokopedia,Positive,Bentuk,No,Hobi & Hiburan,No
pengiriman cepat packing rapi kualitas mantap,kirim cepat packing rapi kualitas mantap,unknown,5,Tokopedia,Positive,Bentuk,No,Elektronik,No
produk sesuai deskripsi dan normal no minus wow diluar ekspetasi semua fitur berfungsi baik packing aman harga terjangkau seller agak slow respon,produk sesuai deskripsi normal no minus wow luar ekspetasi fitur fungsi packing aman harga jangkau seller slow respon,unknown,5,Tokopedia,Positive,Harga,No,Elektronik,No
sudah diterima dan sesuai baguussssss,terima sesuai baguussssss,unknown,5,Tokopedia,Positive,Bentuk,No,Lainnya,No
pengiriman cepat admin ramah langganan dah kedepannya,kirim cepat admin ramah langgan dah depan,unknown,5,Tokopedia,Positive,Lainnya,No,Ibu & Bayi,No
mungil bntukny tp bnyak fungsi kualitas mantaapppp,mungil bntukny bnyak fungsi kualitas mantaapppp,unknown,5,Tokopedia,Positive,Bentuk,No,Perlengkapan Kantor,No
isinya cuma gr diskripsinya kg udah terlanjur beli bungkus tolong dong jangan suka nipu alus model gini kagak berkah tau parah nih sellernya ngasih duit haram ke keluarganya,isi gr skripsi kg lanjur beli bungkus tolong suka nipu alus model gin kagak berkah tau parah sellernya ngasih duit haram keluarga,unknown,1,Tokopedia,Negative,Bentuk,Yes,Perawatan Hewan,No
pas pesan lupa cantumkan warna lgs chat ke penjual nya request warna seblm di kirim chat cuma di baca ga di respon kirim ikan nya warna putih polos kecewa belanja disini udah mahal malah kirim yg jarang org mau kecewa,pas pesan lupa cantum warna lgs chat jual request warna seblm kirim chat baca respon kirim ikan warna putih polos kecewa belanja mahal kirim jarang org kecewa,unknown,1,Tokopedia,Negative,Bentuk,Yes,Perawatan Hewan,Yes
barang yg di pesan sesuai dan packing rapi,barang pesan sesuai packing rapi,unknown,5,Tokopedia,Positive,Bentuk,No,Kerajinan & Pesta,No
ukuran sesuai bahannya berkualitas nyaman dipakai si kecil modelnya keren,ukur sesuai bahan kualitas nyaman pakai si model keren,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
kurang puas krn bahannya beda dengan yg digambar ekspektasi bahan tebal ternyt tipis bgt,puas bahan beda gambar ekspektasi bahan tebal ternyt tipis,unknown,3,Tokopedia,Neutral,Bentuk,No,Fashion,No
service mengecewakan sekali kecewa pasti saya kasi bintang terus,service kecewa kecewa kasi bintang,unknown,1,Tokopedia,Negative,Bentuk,Yes,Kesehatan & Kecantikan,Yes
bahan tebal dan nyaman di pakai,bahan tebal nyaman pakai,unknown,5,Tokopedia,Positive,Bentuk,No,Ibu & Bayi,No
hari masih bagus hasilnya hari kedepan udah gak bagus lagi berembun lagi gak recomended banget,bagus hasil depan bagus embun recomended,unknown,2,Tokopedia,Negative,Bentuk,No,Otomotif,Yes
ga adda mesin nya jangan di beli,adda mesin beli,unknown,1,Tokopedia,Negative,Lainnya,No,Hobi & Hiburan,No
tapi ga dapat bonusnya huhu,bonus huhu,unknown,3,Tokopedia,Neutral,Lainnya,No,Kesehatan & Kecantikan,No
emang harus hati2 belanja online ya kayanya pas beli ga ada tuh foto mukena kombinasi tiba2 dikirim beda sama foto awal untung tes beli sebelum beli puluhan untuk dikasih keorang cukup sekali aja beli disini semoga bisa nemu toko yg amanah,hati2 belanja online kaya pas beli tuh foto mukena kombinasi tiba2 kirim beda foto untung tes beli beli puluh kasih orang beli moga nemu toko amanah,unknown,2,Tokopedia,Negative,Bentuk,No,Fashion,No
ada busa yg telurnya kempes,busa telur kempes,unknown,1,Tokopedia,Negative,Lainnya,No,Hobi & Hiburan,No
barang tidak sesuai dengan jumlah pesanan,barang sesuai pesan,unknown,1,Tokopedia,Negative,Bentuk,Yes,Perlengkapan Kantor,No
bisa dipakai trusted seller recommended,pakai trusted seller recommended,unknown,5,Tokopedia,Positive,Lainnya,No,Hobi & Hiburan,No
buku original harga sangat murah jauh dibandingkan ditempat lain seller ramah packing rapi buble wrapnya sangat tebel banget puas maksimal terima kasih seller,buku original harga murah banding tempat seller ramah packing rapi buble wrapnya tebel puas maksimal terima kasih seller,unknown,5,Tokopedia,Positive,Harga,No,Hobi & Hiburan,No
hazecool ac cleaner pembersih ac split ac mobil,hazecool ac cleaner bersih ac split ac mobil,unknown,1,Tokopedia,Negative,Lainnya,No,Otomotif,No
harga kualitas barang sesuai terima kasih seller sukses tokopedia,harga kualitas barang sesuai terima kasih seller sukses tokopedia,unknown,5,Tokopedia,Positive,Bentuk,No,Hobi & Hiburan,No
produk sesuai pesanan baik bentuk maupun warnanya semuanya berfungsi normal,produk sesuai pesan bentuk warna fungsi normal,unknown,5,Tokopedia,Positive,Bentuk,No,Perlengkapan Kantor,No
bagus sesuai deskripsi pelayanan cepqt order lsg kirim terima kasih,bagus sesuai deskripsi layan cepqt order lsg kirim terima kasih,unknown,5,Tokopedia,Positive,Bentuk,No,Perlengkapan Kantor,No
order minggu sampainya rabu lambat nya minta ampuun di tanyain baru info kalau overload orderan itupun baru selasa dikirim ga ada konfirmasi awal kalau overload orderan ga tanggungjawab,order minggu sampai rabu lambat ampuun tanyain info overload order itu selasa kirim konfirmasi overload order tanggungjawab,unknown,1,Tokopedia,Negative,Lainnya,No,Kerajinan & Pesta,No
nyaman dipakai yoga produk sesuai ekspektasi,nyaman pakai yoga produk sesuai ekspektasi,unknown,5,Tokopedia,Positive,Bentuk,No,Hobi & Hiburan,No
barangnya berfungsi dengan baik semoga baterainya awet ya,barang fungsi moga baterai awet,unknown,4,Tokopedia,Positive,Bentuk,No,Elektronik,No
udah di notes jangan pake solatip lakban kaleng nya jadi rusak krn nempel2 bekas selotipnya jd gak enak di pegang nya pas nyemprot belajar dr request costumerlah,notes pake solatip lakban kaleng rusak nempel2 bekas selotipnya jd pegang pas nyemprot ajar request costumerlah,unknown,3,Tokopedia,Neutral,Rasa,No,Perabotan,No
jelek sekali packingnya hand body saya pada tumpah,jelek packingnya hand body tumpah,unknown,1,Tokopedia,Negative,Bentuk,Yes,Lainnya,No
kualitasnya di luar ekspektasi,kualitas ekspektasi,unknown,2,Tokopedia,Negative,Bentuk,No,Lainnya,No
respon cepat pengiriman cepat produk bagus thanks,respon cepat kirim cepat produk bagus thanks,unknown,5,Tokopedia,Positive,Bentuk,No,Perawatan Hewan,No
barang bagus dan cepat sekali sampainya ke cianjur hanya hari best seller,barang bagus cepat sampai cianjur best seller,unknown,4,Tokopedia,Positive,Bentuk,No,Hobi & Hiburan,No
produk sesuai harga terjangkau kualitas sangat bagus adminnya ramah dan responsif banget sempat ada kendala di pengiriman tapi tetap mau repot2 usahain pengiriman lain biar barangnya tetap sampai di rumah pembeli packingnya juga aman bangett makasih banyakk,produk sesuai harga jangkau kualitas bagus adminnya ramah responsif kendala kirim repot2 usahain kirim biar barang rumah beli packingnya aman bangett makasih banyakk,unknown,5,Tokopedia,Positive,Harga,No,Perabotan,No
dah ke2 x nya beli dsni selalu puas packing rapih pengiriman cepat jg respon penjual cepat memang gak dapt free apapun gak pa pa yg penting harganya murah dari tempat lain,dah ke2 beli dsni puas packing rapih kirim cepat respon jual cepat dapt free apa pa pa harga murah,unknown,5,Tokopedia,Positive,Harga,No,Ibu & Bayi,No
buat gonta ganti main sehari2 ga usah beli yg ratusan ribu mending buat belanja dapur proses delivery cepet mantab,gonta ganti main sehari2 beli ratus ribu mending belanja dapur proses delivery cepet mantab,unknown,5,Tokopedia,Positive,Lainnya,No,Fashion,No
sudah diterima semoga awet packing bagus kelengkapan sesuai,terima moga awet packing bagus lengkap sesuai,unknown,5,Tokopedia,Positive,Bentuk,No,Elektronik,No
murah simpel sampai sana tinggal tukar,murah simpel tinggal tukar,unknown,5,Tokopedia,Positive,Harga,No,Hobi & Hiburan,No
bangke sampe rumah mati semua jangan beli disini,bangke rumah mati beli,unknown,1,Tokopedia,Negative,Lainnya,Yes,Perawatan Hewan,No
dapat sama seperti foto pembeli lain serumnya dipakai dingin tidak panas,foto beli serum pakai dingin panas,unknown,5,Tokopedia,Positive,Bentuk,No,Kesehatan & Kecantikan,No
jahitannya rapi warnanya bagus,jahit rapi warna bagus,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
hati hati ada jebakan be careful judul dan deskripsi tertulis dart game besar isi paket buah papan dart inch kenyataannya yg dikirim hanya ukuran inch be careful,hati hati jebak be careful judul deskripsi tulis dart game isi paket buah papan dart inch nyata kirim ukur inch be careful,unknown,1,Tokopedia,Negative,Bentuk,No,Hobi & Hiburan,No
sesuai yang dipesan terima kasih,sesuai pes terima kasih,unknown,4,Tokopedia,Positive,Bentuk,No,F&B,No
packing gak aman cuma dus tipis doang gak pake paper tube alhasil penyok2 ngebekas digambar berkerut2 fotonya pertama kali nyoba cetak disini dan alhasil sangat kecewa,packing aman dus tipis doang pake paper tube alhasil penyok2 ngebekas gambar berkerut2 foto nyoba cetak alhasil kecewa,unknown,1,Tokopedia,Negative,Bentuk,Yes,Lainnya,No
seller ramah n reapon cepat packing rapi thanks seller,seller ramah reapon cepat packing rapi thanks seller,unknown,5,Tokopedia,Positive,Bentuk,No,Hobi & Hiburan,No
agak kecewa sih jilbabnya ukuran kecil banget gak bisa dipakai untuk dewasa,kecewa jilbab ukur pakai dewasa,unknown,2,Tokopedia,Negative,Bentuk,Yes,Fashion,No
beli bolpen dan refill kok yg dikirim mainan anak bagaimana tanggung jawab toko nih,beli bolpen refill kirim main anak tanggung toko,unknown,1,Tokopedia,Negative,Lainnya,No,Perlengkapan Kantor,No
sangat memuaskan dan cpt smpe,muas cpt smpe,unknown,4,Tokopedia,Positive,Lainnya,No,Ibu & Bayi,No
positive quality ada bonus pelindung kabel,positive quality bonus lindung kabel,unknown,5,Tokopedia,Positive,Bentuk,No,Elektronik,No
ukuran sesuai nyaman dipakai si kecil bahannya tebal jahitannya rapi modelnya kekinian packaging nya rapi proses pesanan cepat packaging aman,ukur sesuai nyaman pakai si bahan tebal jahit rapi model kini packaging rapi proses pesan cepat packaging aman,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
respone lambat packing lama kirim lama mengecewakan padahal dalam kota yg hanya menit sampe di saller lain setelah fix transaksi menit sampe ini nunggu sampe jam toko payah chat customer responenya lambat kapok ga akan belanja lagi,respone lambat packing kirim kecewa kota menit saller fix transaksi menit nunggu jam toko payah chat customer responenya lambat kapok belanja,unknown,1,Tokopedia,Negative,Lainnya,Yes,Perawatan Hewan,No
lucuu bangett pengirimannya cepat sellernya responsif banget subuh2 di chat jg dijawab soalnya aku liat ini uda dr malam banget sih kirain bakal baru dijawab agak siang trnyata subuh uda dijawab informatif banget ngsh tau klo dikasih oil agak berkabut kirain bakal lbh berkabut dr ini trnyata kabutnya cm kyk difoto seneng deh lampunya jg terang klo di tmpt gelap makasihh yaa,lucuu bangett kirim cepat sellernya responsif subuh2 chat liat uda malam kirain siang trnyata subuh uda informatif ngsh tau kasih oil kabut kirain lbh kabut trnyata kabut cm foto neng lampu terang tmpt gelap makasihh yaa,unknown,5,Tokopedia,Positive,Lainnya,No,Perabotan,No
packingnya kurang memuaskan,packingnya muas,unknown,3,Tokopedia,Neutral,Lainnya,No,Ibu & Bayi,No
barang jelek baru juga mau di pake udah gosong segel udh kebuka,barang jelek pake gosong segel buka,unknown,1,Tokopedia,Negative,Bentuk,No,Hobi & Hiburan,No
warna sesuai pic cantik,warna sesuai pic cantik,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
warna tak sesuai pesanan pesan silver hitam dikasih silver saja,warna sesuai pesan pesan silver hitam kasih silver,unknown,1,Tokopedia,Negative,Bentuk,No,Otomotif,No
respon seller sangat cepat dan ramah packing sangat rapih recommended seller lah pokok nya,respon seller cepat ramah packing rapih recommended seller pokok,unknown,5,Tokopedia,Positive,Bentuk,No,Lainnya,No
jelak ada yg patah pedang pada meletot semua apa lagi warna ya ada yg salah fatal,jelak patah pedang meletot warna salah fatal,unknown,1,Tokopedia,Negative,Bentuk,No,Hobi & Hiburan,No
saat baca komposisi deskripsi minuman rasa mangga rada curiga tapi karena terjual banyak tetap beli secara harganya mahal aku pikir full mangga ternyata artificial mangga manis buatan banget ga sehat,baca komposisi deskripsi minum mangga rada curiga jual beli harga mahal pikir full mangga artificial mangga manis buat sehat,unknown,1,Tokopedia,Negative,Rasa,No,F&B,No
baru pakai beberapa kali sponnya terpisah jadi lemnya tidak bagus,pakai sponnya pisah lem bagus,unknown,1,Tokopedia,Negative,Bentuk,No,F&B,No
cuma nambah gatel aja kasian liat kucingku,nambah gatel kasi liat kucing,unknown,2,Tokopedia,Negative,Lainnya,No,Perawatan Hewan,No
dipaksa beli setelah checkout hati2 saja sama toko ini,paksa beli checkout hati2 toko,unknown,1,Tokopedia,Negative,Bentuk,No,Kerajinan & Pesta,No
pengirimannya sangat lama belum dikirim statusnya dibuat sudah dikirim adminnya balasnya template kecewa sekali belanja di official store,kirim kirim status kirim adminnya balas template kecewa belanja official store,unknown,1,Tokopedia,Negative,Lainnya,Yes,Kesehatan & Kecantikan,Yes
barang nya sesuai yang di foto dan ternyata kualitasnya jauh lebih baik di banding yang saya pikirkan,barang sesuai foto kualitas banding pikir,unknown,5,Tokopedia,Positive,Bentuk,No,Perabotan,No
barang sdh nyampe dgn baik senang banget terima paketnya semoga sapunya awet terima kasih bersih bersih rumah bersih rapi bebas debu,barang senang terima paket moga sapu awet terima kasih bersih bersih rumah bersih rapi bebas debu,unknown,5,Tokopedia,Positive,Bentuk,No,Perabotan,No
barangnya bagus lucu semoga ada versi besarnya untuk anak kelas sd gitu hehehe,barang bagus lucu moga versi besar anak kelas sd gitu hehehe,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
barang sesuai deskripsi makasih seller,barang sesuai deskripsi makasih seller,unknown,5,Tokopedia,Positive,Bentuk,No,Hobi & Hiburan,No
tidak recomend seller dan hati kalau berbelanja di seller ini karena seller nya tidak bertanggung jawab,recomend seller hati belanja seller seller tanggung,unknown,1,Tokopedia,Negative,Lainnya,No,Lainnya,No
baru terima paket siang ini beli mukena disini di iklan gak bilang klo tanpa tas saat komplain kenapa mukena kusut malah respon klo sdh dicuci dan disetrika apa masih kusut becanda nya bikin kesel nih penjual nya,terima paket siang beli mukena iklan bilang tas komplain mukena kusut respon cuci setrika kusut becanda bikin kesel jual,unknown,1,Tokopedia,Negative,Lainnya,Yes,Fashion,No
udah ngikutin prosedur penggunaannya lemnya nggak bisa lengket masa habis di lem udah kering udah dikasih lakban kaya prosedur sandal yang dilem bisa ditarik menjengkelkan,ngikutin prosedur guna lem lengket habis lem kering kasih lakban kaya prosedur sandal lem tarik jengkel,unknown,1,Tokopedia,Negative,Lainnya,No,Perabotan,No
bagus banget kertasnya dan sesuai deskripsi,bagus kertas sesuai deskripsi,unknown,5,Tokopedia,Positive,Bentuk,No,Kerajinan & Pesta,No
pokoknya top bintang yg bicara,pokok top bintang bicara,unknown,5,Tokopedia,Positive,Lainnya,No,Otomotif,No
udah berkali beli disini adminny bener sopan sangat responsive sempet salah ukuran langsung bisa retur buat ganti ukuranny proses mudah cepatt emg the best atalon,kali beli adminny bener sopan responsive sempet salah ukur retur ganti ukuranny proses mudah cepatt emg the best atalon,unknown,5,Tokopedia,Positive,Bentuk,No,Hobi & Hiburan,No
barang sampai dgn baik tidak ada cacat ternyata barangnya kecil juga tp ttep memuaskan dan bekerja juga dgn baik,barang cacat barang ttep muas,unknown,5,Tokopedia,Positive,Bentuk,No,Perabotan,No
kecewa dengan waktu pengiriman order jam sengaja pilih sameday biar hari itu juga sampainya karena butuh cepat gendongan ini malah dikirim hari berikutnya kalau tidak bisa kirim di hari yang sama tidak perlu diaktifkan pilihan kurir samedaynya atau infokan untuk sameday itu maksimal order jam berapa baru bisa dikirim di hari yang sama,kecewa waktu kirim order jam sengaja pilih sameday biar sampai butuh cepat gendong kirim kirim aktif pilih kurir samedaynya info sameday maksimal order jam kirim,unknown,1,Tokopedia,Negative,Bentuk,Yes,Ibu & Bayi,Yes
ok barangnya walau keliatan plastiknya agak murahan tapi fungsinya cukup baik buat over steker adaptor kabel laptop,oke barang liat plastik murah fungsi over steker adaptor kabel laptop,unknown,5,Tokopedia,Positive,Harga,No,Perabotan,No
gk di kasih ini padahal sya sudah beli,kasih sya beli,unknown,1,Tokopedia,Negative,Lainnya,No,Lainnya,No
barang sudah sampai packing aman pke bublewrap pengiriman cepat pesan kmren pgi tdi pgi udh datang lgi kurir ramah dan langganan terimakasih tokopedia,barang packing aman pke bublewrap kirim cepat pesan kmren pgi tdi pgi lgi kurir ramah langgan terimakasih tokopedia,unknown,5,Tokopedia,Positive,Lainnya,No,Kesehatan & Kecantikan,No
bagus banget sisirnya mudah2an awet,bagus sisir mudah2an awet,unknown,5,Tokopedia,Positive,Bentuk,No,Perawatan Hewan,No
pemesanan kedua tapi hasilnya tidak rapi dan mengecewakan laminatingnya mengelupas di pinggir2 dan potongannya tidak rapi bolongan juga menonjol dan acak2an,mesan hasil rapi kecewa laminating kelupas pinggir2 potong rapi bolong tonjol acak2an,unknown,2,Tokopedia,Negative,Bentuk,Yes,Lainnya,No
padahal yg diminta dino sama unicorn mlh yg dtg mickey mouse anak saya kecewa loh mba,dino unicorn mlh dtg mickey mouse anak kecewa mba,unknown,1,Tokopedia,Negative,Bentuk,Yes,Hobi & Hiburan,Yes
jelek sekali packingnya hand body saya pada tumpah,jelek packingnya hand body tumpah,unknown,1,Tokopedia,Negative,Bentuk,Yes,Lainnya,No
respons cepat barang ok semua terimakasih seller dan toped,respons cepat barang oke terimakasih seller toped,unknown,5,Tokopedia,Positive,Lainnya,No,Lainnya,No
product sesuai deskripsi packing rapih beneran fast charging terima kasih baseus,product sesuai deskripsi packing rapih beneran fast charging terima kasih baseus,unknown,5,Tokopedia,Positive,Bentuk,No,Elektronik,No
waktu beberapa bulan yg lalu beli yg twin pack tapi bukan varian yg ini sih tapi itu isinya penuh yg sekarang ini isinya sedikit bgt tepos kyk dikurangin gitu sebelum dikirim dan yg dulu itu masih ada segel plastiknya yg ini enggak parah sih,waktu beli twin pack varian isi penuh isi tepos rangin gitu kirim segel plastik parah,unknown,2,Tokopedia,Negative,Bentuk,Yes,Kesehatan & Kecantikan,No
empuk manis gede dagingnya kecil bijinya respon seller cepat gratis ongkirnya juga cepat sampai mantap deh pasti bakal beli lagi disini,empuk manis gede daging biji respon seller cepat gratis ongkirnya cepat mantap beli,unknown,5,Tokopedia,Positive,Rasa,No,F&B,No
ada beberapa yang jahitan tidak rapih,jahit rapih,unknown,3,Tokopedia,Neutral,Bentuk,No,Fashion,No
barang yg diterima dalam kondisi baik pengirimannya lebih lama dari estimasi awal tp overall ok karena seller bantu informasikan kenapanya thank you,barang terima kondisi kirim estimasi overall oke seller bantu informasi kenapa thank you,unknown,5,Tokopedia,Positive,Lainnya,No,Hobi & Hiburan,No
real pict pengiriman cepat pengemasan rapi worth it lah hrga segitu pasti next order,real pict kirim cepat kemas rapi worth it hrga segitu next order,unknown,4,Tokopedia,Positive,Harga,No,Fashion,No
bahan tipis penyok2 karena packing yg ga jelas padahal udah sengaja peser kerdus ternyata di kirim cuma selembar dan ga guna,bahan tipis penyok2 packing sengaja peser kerdus kirim lembar,unknown,1,Tokopedia,Negative,Bentuk,No,Perabotan,No
alhamdulillah paket sudah saya terima dengan baik saya sangat suka terimakasih banyak,alhamdulillah paket terima suka terimakasih,unknown,5,Tokopedia,Positive,Lainnya,No,Lainnya,No
bagus dan ini order saya yang kedua,bagus order,unknown,5,Tokopedia,Positive,Bentuk,No,Hobi & Hiburan,No
sudah pake rutin bulan g ada hasil payah,pake rutin hasil payah,unknown,1,Tokopedia,Negative,Lainnya,No,Kesehatan & Kecantikan,No
tiap kali beli barang selalu research dulu this one bener bener top dibanding yg lain ada harga ada kualitas pernah beli yg 20k dan cepet bgt rusak and slip kl yg ini solid and the best thanks gan,beli barang research this one bener bener top banding harga kualitas beli 20k cepet rusak and slip kl solid and the best thanks gan,unknown,5,Tokopedia,Positive,Harga,No,Elektronik,No
kecewa makanan yg di kirim kurang,kecewa makan kirim,unknown,1,Tokopedia,Negative,Lainnya,Yes,Perawatan Hewan,Yes
barang yg dibeli sama sekali tdk berfungsi utk komplain hrs ada video unboxing pdhal bukan kerusakan fisik beli dari official store ternyata sama sekali tdk menjamin kualitas barang,barang beli fungsi komplain hrs video unboxing pdhal rusak fisik beli official store jamin kualitas barang,unknown,1,Tokopedia,Negative,Bentuk,Yes,Elektronik,No
kecewa belanja di tempat kamu lain di pesan lain dikirim,kecewa belanja pesan kirim,unknown,1,Tokopedia,Negative,Lainnya,Yes,Elektronik,Yes
hadeh ini lagi lemnya aja gak rata tuh di double tapenya,hadeh lem rata tuh double tapenya,unknown,1,Tokopedia,Negative,Lainnya,No,Kerajinan & Pesta,No
sedih bgt belom ada 2bln waxingnya udah rusak dan gabisa dipake lg padahal baru dipake 2x dr awal dtg tutupnya penyok dan ga terlalu kedap udara jd pinggiran tutupnya rada basah trus selama 1bln lebih disimpen di suhu ruang trus tutupnya selalu rapet tp pas mau dipake lg taunya udah banyak semutnya pas dicoba pake spatula teksturnya jg mirip madu jd rada cair dan gamau lengket lg katanya kalo cair buang bagian atasnya aja ini mah ampe bawah2 semua teksturnya kayak madu berarti dibuang semua dong sedih bgt mana masih banyak lg sayang bgt,sedih bom 2bln waxingnya rusak gabisa dipake lg dipake 2x dtg tutup penyok kedap udara jd pinggir tutup rada basah trus 1bln disimpen suhu ruang trus tutup rapet pas dipake lg tau semut pas coba pake spatula tekstur madu jd rada cair gamau lengket lg cair buang atas mah ampe bawah2 tekstur madu buang sedih lg sayang,unknown,1,Tokopedia,Negative,Rasa,Yes,Kesehatan & Kecantikan,No
harganya murce bgt drpd jajan yg enggak enggak mending jajan emas untuk ditabung seller gercep dekat dr rumah jd kayanya bakalan langganan ini terima kasih,harga murce drpd jajan mending jajan emas tabung seller gercep rumah jd kaya langgan terima kasih,unknown,5,Tokopedia,Positive,Harga,No,Lainnya,No
semua fitur berfungsi baik hanya sayangnya ada beberapa bagian tripod yg penyok dan ada bagian kaca ringlight yg retak mungkin pas pengiriman ya tapi overall alat berfungsi dengan baik,fitur fungsi sayang tripod penyok kaca ringlight retak pas kirim overall alat fungsi,unknown,5,Tokopedia,Positive,Bentuk,No,Elektronik,No
bahan dari plastik dan tidak kuat juga buat menopang laptop ini sih kuatnya buat tablet gaisss lebih baik jangan beli yang ini,bahan plastik kuat topang laptop kuat tablet gaisss beli,unknown,1,Tokopedia,Negative,Bentuk,Yes,Elektronik,No
jangan tergoda harga murah ternyata tidak sesuai antara barang dengan deskripsi deskripsi tertulis paket termasuk sarung kulit ternyata tidak ada seller hanya meminta pengiriman kembali barangnya tanpa ada permintaan maaf dan proses penyelesaiannya membutuhkan waktu dan biaya lagi sehingga tidak saya kembalikan menyesal beli disini,goda harga murah sesuai barang deskripsi deskripsi tulis paket sarung kulit seller kirim barang minta maaf proses selesai butuh waktu biaya kembali sesal beli,unknown,1,Tokopedia,Negative,Harga,Yes,Perabotan,No
teksturnya keras hasilnya awet beneran waterproof gampang dipakai gampang dibawa bawa proses pesanan cepat penjualnya ramah banget packaging aman packaging rapi respon penjualnya top,tekstur keras hasil awet beneran waterproof gampang pakai gampang bawa bawa proses pesan cepat jual ramah packaging aman packaging rapi respon jual top,unknown,5,Tokopedia,Positive,Bentuk,No,Kesehatan & Kecantikan,No
jelek silikon pelindungnya setelah ditekuk gampang pecah jadi sobek gitu kualitas lamounya juga tidak sebaik yg saya bayangkan jauh dibawah kualitasnya philips,jelek silikon lindung tekuk gampang pecah sobek gitu kualitas lamounya bayang bawah kualitas philips,unknown,1,Tokopedia,Negative,Bentuk,No,Elektronik,No
