Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,Customer Review Clean
Body Care,Lux Hand Sanitizer Jasmine 50ml,Kab. Tangerang,29100,4.9,143400,5572,1,"Saya membeli 20 item, dan yg saya terima hanya 10. sudah komplain tdk bisa karena memang saya video ulang dikarenakan video pertama tidak ke rekam.",Negative,Fear,saya membeli item dan yg saya terima hanya sudah komplain tdk bisa karena memang saya video ulang dikarenakan video pertama tidak ke rekam
Body Care,Lux Hand Sanitizer Jasmine 50ml,Kab. Tangerang,29100,4.9,143400,5572,1,exp dekat padahal udah beli banyak buat di jual lagi... ini pengalaman klo harga miring mumer harus waspada .,Negative,Fear,exp dekat padahal udah beli banyak buat di jual lagi ini pengalaman klo harga miring mumer harus waspada
Body Care,Lux Hand Sanitizer Jasmine 50ml,Kab. Tangerang,29100,4.9,143400,5572,1,exp 26 april 2022 saya beli total kurang lebih 48pcs buat di jual lagi ... klo tau exp dekat g akan ambil .?? sudah ini dpt zonk segitu banyak mo dipakai sendiri g bakal habis sampai exp,Negative,Fear,exp april saya beli total kurang lebih 48pcs buat di jual lagi klo tau exp dekat g akan ambil sudah ini dpt zonk segitu banyak mo dipakai sendiri g bakal habis sampai exp
Body Care,Lifebuoy Shampo Anti Ketombe Anti Dandruff Milknutristrong 900Ml,Kab. Tangerang,76900,4.9,10000,4973,1,"jangan mau beli disini.. kemasan nya jelek, barang sampai dalam keadaan pecah dan seller nya gk mau tanggung jawab",Negative,Fear,jangan mau beli disini kemasan nya jelek barang sampai dalam keadaan pecah dan seller nya gk mau tanggung jawab
Body Care,Lifebuoy Shampo Anti Ketombe Anti Dandruff Milknutristrong 900Ml,Kab. Tangerang,76900,4.9,10000,4973,1,"sangat tidak recomanded, Harga promo tp masih tetap mahal dari toko sebelah bahkan lapak online lain nya. Official store mempermainkan harga ??, mau monopoli tokopedia ??",Negative,Fear,sangat tidak recomanded harga promo tp masih tetap mahal dari toko sebelah bahkan lapak online lain nya official store mempermainkan harga mau monopoli tokopedia
Body Care,Lifebuoy Shampo Anti Ketombe Anti Dandruff Milknutristrong 900Ml,Kab. Tangerang,76900,4.9,10000,4973,1,Sy pesan 1 shampoo dan 2 body wash. Yg sy terima hanya 2 body wash. Shampoo tdk sy terima. Salah sy tdk membuat video unboxing (karena percaya sj dgn seller official). Win win solution sy berikan bintang 1. Terima ksh,Negative,Fear,sy pesan shampoo dan body wash yg sy terima hanya body wash shampoo tdk sy terima salah sy tdk membuat video unboxing karena percaya sj dgn seller official win win solution sy berikan bintang terima ksh
Body Care,L'Oreal Professionnel Serioxyl Denser Hair Serum Rambut Rontok,Jakarta Barat,381000,4.9,3517,1804,1,"saya beli L'oreal serioxyl nya, malah ga ada. yg datang malah giftnya aja..ini gmn sih official account lho padahal",Negative,Fear,saya beli l oreal serioxyl nya malah ga ada yg datang malah giftnya aja ini gmn sih official account lho padahal
Body Care,L'Oreal Professionnel Serioxyl Denser Hair Serum Rambut Rontok,Jakarta Barat,381000,4.9,3517,1804,1,packingan barangnya berantakan tdk rapi sm skali,Negative,Fear,packingan barangnya berantakan tdk rapi sm skali
Body Care,L'Oreal Professionnel Serioxyl Denser Hair Serum Rambut Rontok,Jakarta Barat,381000,4.9,3517,1804,1,"Cukup sy yg di rugikan , krn brg yg dtg sy tdk vidio in , orderan sy ada 3 Yg dtg cuma 2, tp gift dpt 3 Brg uda mahal , di komplen pun gak bs",Negative,Fear,cukup sy yg di rugikan krn brg yg dtg sy tdk vidio in orderan sy ada yg dtg cuma tp gift dpt brg uda mahal di komplen pun gak bs
Body Care,L'Oreal Professionnel Serioxyl Denser Hair Serum Rambut Rontok,Jakarta Barat,381000,4.9,3517,1804,1,Admin slow response. Konfirmasi ketersediaan barang lama sekali. Bonus gift yg dikirim juga ga sesuai,Negative,Fear,admin slow response konfirmasi ketersediaan barang lama sekali bonus gift yg dikirim juga ga sesuai
Body Care,L'Oreal Professionnel Serioxyl Denser Hair Serum Rambut Rontok,Jakarta Barat,381000,4.9,3517,1804,1,"dikasi bonus gratisan hair mask serie expert, tapi uda expire barangnya, pas dipake bikin kepala ketombean.. kl ga niat ngasih gratisan, mending ga usah sih drpd bikin rusak rambut orang",Negative,Fear,dikasi bonus gratisan hair mask serie expert tapi uda expire barangnya pas dipake bikin kepala ketombean kl ga niat ngasih gratisan mending ga usah sih drpd bikin rusak rambut orang
Body Care,L'Oreal Paris Extraordinary Oil Gold,Kota Tangerang Selatan,112000,4.9,17400,7383,1,barang datang tidak lengkap. yidak akan pernah belanja lagi di toko remi loreal,Negative,Fear,barang datang tidak lengkap yidak akan pernah belanja lagi di toko remi loreal
Body Care,L'Oreal Paris Extraordinary Oil Gold,Kota Tangerang Selatan,112000,4.9,17400,7383,1,"saya belum terima barang sampai tgl 26 pdhl diperkirakan sampai tanggal 23. status pengiriman sudah sampai di pembeli padahal belum, minta update 3 hari jawaban sama aja. saya minta uang saya kembali aja.",Negative,Fear,saya belum terima barang sampai tgl pdhl diperkirakan sampai tanggal status pengiriman sudah sampai di pembeli padahal belum minta update hari jawaban sama aja saya minta uang saya kembali aja
Body Care,L'Oreal Paris Extraordinary Oil Gold,Kota Tangerang Selatan,112000,4.9,17400,7383,1,"Expirednya bulan 6 sekarang bulan 9 coba dikonfirmasi dulu habis kek gitu ga malu kah toko resmi, ambil pahalanya aja malas ongkir bolak balik??????",Negative,Fear,expirednya bulan sekarang bulan coba dikonfirmasi dulu habis kek gitu ga malu kah toko resmi ambil pahalanya aja malas ongkir bolak balik
Body Care,HMNS Perfume - Farhampton 100ml,Jakarta Pusat,363000,4.9,10100,5925,1,Pengiriman pertama leak sampai isi habis dikirim barang pengganti masih leak parfum habis juga dua kali dapet botol kosong,Negative,Fear,pengiriman pertama leak sampai isi habis dikirim barang pengganti masih leak parfum habis juga dua kali dapet botol kosong
Body Care,L'Oreal Paris Extraordinary Oil Gold,Kota Tangerang Selatan,112000,4.9,17400,7383,1,barang tdk diterima. pengembalian dana tdk diterima. dan saya disuruh urus sendiri ke toped.,Negative,Fear,barang tdk diterima pengembalian dana tdk diterima dan saya disuruh urus sendiri ke toped
Body Care,L'Oreal Paris Extraordinary Oil Gold,Kota Tangerang Selatan,112000,4.9,17400,7383,1,pesen 2 kok yg dateng cuma 1?tolong di cek ulang donk...,Negative,Fear,pesen kok yg dateng cuma tolong di cek ulang donk
Body Care,ADIDAS Get Ready Eau De Toilette 100ml,Jakarta Utara,147000,4.9,3134,2071,1,"catatan: saya beli produk ini karna hadiahnya penting: hal yang perlu diperhatikan jika mengadakan hadiah/promo mesti transparan apakah hadiahnya atau tidak, apa lagi yang sangat disayangkan akun oficial store, dari pihak toko pedia juga mesti meninjau, apakah promosi ini transparan atau menjebak semoga tidak lagi yang kecewa seperti saya??",Negative,Fear,catatan saya beli produk ini karna hadiahnya penting hal yang perlu diperhatikan jika mengadakan hadiah promo mesti transparan apakah hadiahnya atau tidak apa lagi yang sangat disayangkan akun oficial store dari pihak toko pedia juga mesti meninjau apakah promosi ini transparan atau menjebak semoga tidak lagi yang kecewa seperti saya
Body Care,Hand Sanitizer Cair 1 Liter PURELIZER Aseptic 1L [ Izin KEMENKES RI ],Kota Tangerang Selatan,70000,4.9,9054,4663,1,Produk nya bocor karena packing nya krg bgs. Dr dus luar nya aja basah sampe ke dlm. Isi botol habis stengah nya. Mungkin bisa jadi masukkan buat seller supaya lain kali bisa packing yg lbh aman.,Negative,Fear,produk nya bocor karena packing nya krg bgs dr dus luar nya aja basah sampe ke dlm isi botol habis stengah nya mungkin bisa jadi masukkan buat seller supaya lain kali bisa packing yg lbh aman
Body Care,Hand Sanitizer Cair 5 Liter PURELIZER Aseptic 5L [ Izin KEMENKES RI ],Kota Tangerang Selatan,250000,4.9,40300,19700,1,"terima kasih barang sudah di terima, tapi lain kali tolong di packing yang baik, soalnya yang saya terima hanya 1/2 aja",Negative,Fear,terima kasih barang sudah di terima tapi lain kali tolong di packing yang baik soalnya yang saya terima hanya aja
Body Care,HMNS Perfume - Farhampton 100ml,Jakarta Pusat,363000,4.9,9876,5757,1,"baunya pasaran, prtama kali pakai semua orang sekitar gue sakit kepala.. jangan trlalu expektasi tinggi... rugi kalian harga segitu..",Negative,Fear,baunya pasaran prtama kali pakai semua orang sekitar gue sakit kepala jangan trlalu expektasi tinggi rugi kalian harga segitu
Body Care,HMNS Perfume - Farhampton 100ml,Jakarta Pusat,363000,4.9,9876,5757,1,parfum datang kondisi terbungkus rapi namun saya curiga kenapa tercium aromanya sampai keluar padahal belom dibuka sama sekali dari kardus luarnya. begitu saya buka kardus luar ternyata kardus dalamnya basah kemudian saya buka dan didalamnya isi parfum tinggal sedikit sekali.. saya tidak tahu yg bermasalah di oengemasan atau pengiriman. mohon bisa dievaluasi lagi terimakasih,Negative,Fear,parfum datang kondisi terbungkus rapi namun saya curiga kenapa tercium aromanya sampai keluar padahal belom dibuka sama sekali dari kardus luarnya begitu saya buka kardus luar ternyata kardus dalamnya basah kemudian saya buka dan didalamnya isi parfum tinggal sedikit sekali saya tidak tahu yg bermasalah di oengemasan atau pengiriman mohon bisa dievaluasi lagi terimakasih
Body Care,LOVELI SUGAR WAX | WAXING | PENCABUT BULU |FREE 5 KAIN WAX+2 SPATULA,Kota Bekasi,39900,4.9,9645,4454,1,kemasan hancurrr pecah berantakan... ga jadi kepakai... ssmoga kedepannya lebih safety lagi packingnya...,Negative,Fear,kemasan hancurrr pecah berantakan ga jadi kepakai ssmoga kedepannya lebih safety lagi packingnya
Body Care,HMNS Perfume - Farhampton 100ml,Jakarta Pusat,363000,4.9,10100,5925,1,parfum datang kondisi terbungkus rapi namun saya curiga kenapa tercium aromanya sampai keluar padahal belom dibuka sama sekali dari kardus luarnya. begitu saya buka kardus luar ternyata kardus dalamnya basah kemudian saya buka dan didalamnya isi parfum tinggal sedikit sekali.. saya tidak tahu yg bermasalah di oengemasan atau pengiriman. mohon bisa dievaluasi lagi terimakasih,Negative,Fear,parfum datang kondisi terbungkus rapi namun saya curiga kenapa tercium aromanya sampai keluar padahal belom dibuka sama sekali dari kardus luarnya begitu saya buka kardus luar ternyata kardus dalamnya basah kemudian saya buka dan didalamnya isi parfum tinggal sedikit sekali saya tidak tahu yg bermasalah di oengemasan atau pengiriman mohon bisa dievaluasi lagi terimakasih
Body Care,HMNS Perfume - Farhampton 100ml,Jakarta Pusat,363000,4.9,10100,5925,1,"baunya pasaran, prtama kali pakai semua orang sekitar gue sakit kepala.. jangan trlalu expektasi tinggi... rugi kalian harga segitu..",Negative,Fear,baunya pasaran prtama kali pakai semua orang sekitar gue sakit kepala jangan trlalu expektasi tinggi rugi kalian harga segitu
Body Care,Dettol Sabun Cuci Tangan Original 400ml Pouch x 4 Pcs,Kota Tangerang Selatan,100360,5.0,21000,8870,1,Baru pesan brg tdk sampai 20 menit kemudian mengajukan pembatalan malah ditolak. Padahal sy ingin memesan ulang krn salah menggunakan metode pembayaran. Pelayanan jelek sekali,Negative,Fear,baru pesan brg tdk sampai menit kemudian mengajukan pembatalan malah ditolak padahal sy ingin memesan ulang krn salah menggunakan metode pembayaran pelayanan jelek sekali
Body Care,Dettol Sabun Cuci Tangan Original 400ml Pouch x 4 Pcs,Kota Tangerang Selatan,100360,5.0,21000,8870,1,jangan beli produk di sini. tidak beres agen nya,Negative,Fear,jangan beli produk di sini tidak beres agen nya
Body Care,Dettol Sabun Cuci Tangan Original 400ml Pouch x 4 Pcs,Kota Tangerang Selatan,100360,5.0,21000,8870,1,"Sdh claim percuma tidak ada prnggantian dan tgg jwb, pihak dettol blg kesalahan pengirim, dan byr insurance pun percuma tdk di ganti jg cape deh",Negative,Fear,sdh claim percuma tidak ada prnggantian dan tgg jwb pihak dettol blg kesalahan pengirim dan byr insurance pun percuma tdk di ganti jg cape deh
Body Care,Dettol Sabun Cuci Tangan Original 400ml Pouch x 4 Pcs,Kota Tangerang Selatan,100360,5.0,21000,8870,2,"official store sih bener, tapi begitu banyak komplen tentang packing, tetep masih di abaikan, berhubung barang nya Ok, ya masih ada yg mau beli, tolong para ATASAN perushaan ini, perhatikan bagian packingnya, jangan cuman asal packing,",Negative,Fear,official store sih bener tapi begitu banyak komplen tentang packing tetep masih di abaikan berhubung barang nya ok ya masih ada yg mau beli tolong para atasan perushaan ini perhatikan bagian packingnya jangan cuman asal packing
Body Care,Kahf Revered Oud Eau de Toilette 35 ml,Jakarta Selatan,70000,4.9,32500,20600,1,ketahanan wangi tidak seperti claim yg di sebutkan 12jam,Negative,Fear,ketahanan wangi tidak seperti claim yg di sebutkan 12jam
Body Care,Kahf Revered Oud Eau de Toilette 35 ml,Jakarta Selatan,70000,4.9,32500,20600,2,"packaging kurang, bisa diperbaiki lagi karena parfum tumpah",Negative,Fear,packaging kurang bisa diperbaiki lagi karena parfum tumpah
Party Supplies and Craft,BALON FOIL BANDO KARAKTER MIX BANDO ANAK MOTIF HEWAN HEADBAND ANIMAL 1 - S023,Jakarta Utara,1498,4.9,13600,291,5,Mantap sesuai deskripsi. Terimakasih,Positive,Happy,mantap sesuai deskripsi terimakasih
Party Supplies and Craft,BALON FOIL BANDO KARAKTER MIX BANDO ANAK MOTIF HEWAN HEADBAND ANIMAL 1 - S024,Jakarta Utara,1498,4.9,13600,291,5,sesuai order n deskripsi,Positive,Happy,sesuai order n deskripsi
Party Supplies and Craft,BALON FOIL BANDO KARAKTER MIX BANDO ANAK MOTIF HEWAN HEADBAND ANIMAL 1 - S025,Jakarta Utara,1498,4.9,13600,291,5,"balonnya cakep, gampang ditiup juga thx seller",Positive,Happy,balonnya cakep gampang ditiup juga thx seller
Party Supplies and Craft,BALON FOIL BANDO KARAKTER MIX BANDO ANAK MOTIF HEWAN HEADBAND ANIMAL 1 - S026,Jakarta Utara,1498,4.9,13600,291,5,pesanan sdh mendarat..kualitas barang bagus...pengiriman cepat,Positive,Happy,pesanan sdh mendarat kualitas barang bagus pengiriman cepat
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,Kota Tangerang,12900,4.7,3930,395,5,bagus . packing aman,Positive,Happy,bagus packing aman
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,Kota Tangerang,12900,4.7,3930,395,5,"Bagus kotaknya, harga nya murah.. Pengiriman cepet...",Positive,Happy,bagus kotaknya harga nya murah pengiriman cepet
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,Kota Tangerang,12900,4.7,3930,395,5,Barang yg di pesan sesuai dan packing rapi,Positive,Happy,barang yg di pesan sesuai dan packing rapi
Party Supplies and Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,Jakarta Utara,499,4.8,9969,794,5,"bagus, bisa nempel di kayu",Positive,Happy,bagus bisa nempel di kayu
Party Supplies and Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,Jakarta Utara,499,4.8,9969,794,5,"Barang ori, harga murah, seller fast response, ramah, dan barang cepat sampai.",Positive,Happy,barang ori harga murah seller fast response ramah dan barang cepat sampai
Party Supplies and Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,Jakarta Utara,499,4.8,9969,794,5,"Pengiriman cepat, packing aman, barang bagus sesuai deskripsi, terimakasih",Positive,Happy,pengiriman cepat packing aman barang bagus sesuai deskripsi terimakasih
Party Supplies and Craft,Kardus untuk keamanan packing,Kota Surabaya,1030,4.8,8490,3864,5,Barang diterima sesuai pesanan,Positive,Happy,barang diterima sesuai pesanan
Party Supplies and Craft,Kardus untuk keamanan packing,Kota Surabaya,1030,4.8,8490,3864,5,"produk sesuai deskripsi, seller ramah & barang langsung dikirim",Positive,Happy,produk sesuai deskripsi seller ramah barang langsung dikirim
Party Supplies and Craft,Kardus untuk keamanan packing,Kota Surabaya,1030,4.8,8490,3864,5,"thx Gan,barang sampai dengan selamat",Positive,Happy,thx gan barang sampai dengan selamat
Party Supplies and Craft,KOREK API ELEKTRIK FINGERPRINT TOUCH LED SENSOR RECHARGEABLE IMPORT,Jakarta Utara,15999,4.8,3491,875,5,barang sesuai pesanan,Positive,Happy,barang sesuai pesanan
Party Supplies and Craft,KOREK API ELEKTRIK FINGERPRINT TOUCH LED SENSOR RECHARGEABLE IMPORT,Jakarta Utara,15999,4.8,3491,875,5,Pengiriman tepat waktu. Kondisi paket dan barang diterima dalam kondisi baik. Sudah dicoba dan berfungsi dengan baik. Terima kasih & Sukses selalu.,Positive,Happy,pengiriman tepat waktu kondisi paket dan barang diterima dalam kondisi baik sudah dicoba dan berfungsi dengan baik terima kasih sukses selalu
Party Supplies and Craft,KOREK API ELEKTRIK FINGERPRINT TOUCH LED SENSOR RECHARGEABLE IMPORT,Jakarta Utara,15999,4.8,3491,875,5,sdah sampai.. brang normal sesuai deskripsi.. pengiriman cepat..,Positive,Happy,sdah sampai brang normal sesuai deskripsi pengiriman cepat
Party Supplies and Craft,PAKET properti foto / set aestetik photo produk / props foto SAF,Kota Tangerang Selatan,32725,4.9,280,103,5,mantap barang nyaa aman alhamdulillah,Positive,Happy,mantap barang nyaa aman alhamdulillah
Party Supplies and Craft,PAKET properti foto / set aestetik photo produk / props foto SAF,Kota Tangerang Selatan,32725,4.9,280,103,5,bagus dan puas,Positive,Happy,bagus dan puas
Party Supplies and Craft,PAKET properti foto / set aestetik photo produk / props foto SAF,Kota Tangerang Selatan,32725,4.9,280,103,5,bagus reseller gercep bgt,Positive,Happy,bagus reseller gercep bgt
Party Supplies and Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,Jakarta Barat,68000,4.9,601,209,5,Pengiriman cepat dan barang diterima dalam kondisi baik,Positive,Happy,pengiriman cepat dan barang diterima dalam kondisi baik
Party Supplies and Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,Jakarta Barat,68000,4.9,601,209,5,barang sudah sampai dg selamat..packaging rapi..3-4 hari dari proses pemesanan sampai tiba di Malang..terima kasih ??,Positive,Happy,barang sudah sampai dg selamat packaging rapi hari dari proses pemesanan sampai tiba di malang terima kasih
Party Supplies and Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,Jakarta Barat,68000,4.9,601,209,5,"Kualitas mantap, pengiriman sangat cepat. Luar biasa..",Positive,Happy,kualitas mantap pengiriman sangat cepat luar biasa
Party Supplies and Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,Jakarta Barat,68000,4.9,601,209,5,"lilinnya bagus, tidak berbau & tahan s/d 5 jam",Positive,Happy,lilinnya bagus tidak berbau tahan s d jam
Party Supplies and Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,Jakarta Barat,68000,4.9,601,209,5,barang saya terima dgn baik dan benar dan tepat waktu,Positive,Happy,barang saya terima dgn baik dan benar dan tepat waktu
Party Supplies and Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,Jakarta Barat,68000,4.9,601,209,5,packing nya rapi. brg pesanan dlm keadaan baik,Positive,Happy,packing nya rapi brg pesanan dlm keadaan baik
Party Supplies and Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,Jakarta Barat,68000,4.9,601,209,5,packaging rapi shg lilin datang tetap utuh response penjual cpt,Positive,Happy,packaging rapi shg lilin datang tetap utuh response penjual cpt
Party Supplies and Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,Jakarta Barat,68000,4.9,601,209,5,"Barang diterima dgn aman, respon cepat, paking rapi, waktu pengiriman lebih cepat dr jadwal. Makasih.",Positive,Happy,barang diterima dgn aman respon cepat paking rapi waktu pengiriman lebih cepat dr jadwal makasih
Party Supplies and Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,Jakarta Barat,68000,4.9,601,209,5,"mantab, lilinya sesuai makasih ya",Positive,Happy,mantab lilinya sesuai makasih ya
Party Supplies and Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,Jakarta Barat,68000,4.9,601,209,5,"Produk sesuai, respon cepat, pengiriman cepat",Positive,Happy,produk sesuai respon cepat pengiriman cepat
Party Supplies and Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,Jakarta Barat,68000,4.9,601,209,5,produk bagus. paking aman rapi. respon kirim cepat.,Positive,Happy,produk bagus paking aman rapi respon kirim cepat
Party Supplies and Craft,"PAPER TRAY TATAKAN MAKAN KERTAS / PIRING KERTAS UNTUK RESTORAN CAFE - Cokelat, 12x12 cm",Jakarta Barat,349,5.0,40300,126,5,brg di trima dgn baik n respon cepat tks,Positive,Happy,brg di trima dgn baik n respon cepat tks
Party Supplies and Craft,"PAPER TRAY TATAKAN MAKAN KERTAS / PIRING KERTAS UNTUK RESTORAN CAFE - Cokelat, 12x12 cm",Jakarta Barat,349,5.0,40300,126,5,"Bagus, cepat, packaging aman ??",Positive,Happy,bagus cepat packaging aman
Party Supplies and Craft,"PAPER TRAY TATAKAN MAKAN KERTAS / PIRING KERTAS UNTUK RESTORAN CAFE - Cokelat, 12x12 cm",Jakarta Barat,349,5.0,40300,126,5,barang sesuai Terima kasih,Positive,Happy,barang sesuai terima kasih
Party Supplies and Craft,"PAPER TRAY TATAKAN MAKAN KERTAS / PIRING KERTAS UNTUK RESTORAN CAFE - Cokelat, 12x12 cm",Jakarta Barat,349,5.0,40300,126,5,produk sangat baik dan pengemasan rapi,Positive,Happy,produk sangat baik dan pengemasan rapi
Party Supplies and Craft,"PAPER TRAY TATAKAN MAKAN KERTAS / PIRING KERTAS UNTUK RESTORAN CAFE - Cokelat, 12x12 cm",Jakarta Barat,349,5.0,40300,126,5,"Barang sesuai, Terima kasih",Positive,Happy,barang sesuai terima kasih
Party Supplies and Craft,HARGA GROSIR KEMBANG API ROMAN CANDLE 8 SHOTS 0.8' (SATUAN)!!,Kota Bekasi,13500,4.9,19600,1410,5,Mantap respon cepat bgt... lebih cepat dari estimasinya,Positive,Happy,mantap respon cepat bgt lebih cepat dari estimasinya
Party Supplies and Craft,HARGA GROSIR KEMBANG API ROMAN CANDLE 8 SHOTS 0.8' (SATUAN)!!,Kota Bekasi,13500,4.9,19600,1410,5,Mantap barang sesuai pesanan,Positive,Happy,mantap barang sesuai pesanan
Party Supplies and Craft,HARGA GROSIR KEMBANG API ROMAN CANDLE 8 SHOTS 0.8' (SATUAN)!!,Kota Bekasi,13500,4.9,19600,1410,5,mantul gan u kembang api roman 8shot nya ssuai diskripsi nya.. pengiriman nya juga cpt..maaf telat ulas nya ya gan barng uda di coba mantap..tks ya gan sukses selalu,Positive,Happy,mantul gan u kembang api roman 8shot nya ssuai diskripsi nya pengiriman nya juga cpt maaf telat ulas nya ya gan barng uda di coba mantap tks ya gan sukses selalu
Party Supplies and Craft,HARGA GROSIR KEMBANG API ROMAN CANDLE 8 SHOTS 0.8' (SATUAN)!!,Kota Bekasi,13500,4.9,19600,1410,5,barang'a mantap jooss,Positive,Happy,barang a mantap jooss
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,Kota Tangerang,12900,4.7,3930,395,1,barang dikrm beda dgn yg pesan,Negative,Sadness,barang dikrm beda dgn yg pesan
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,Kota Tangerang,12900,4.7,3930,395,1,ada bagian yang sobek,Negative,Sadness,ada bagian yang sobek
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,Kota Tangerang,12900,4.7,3930,395,1,Ga dikirim barangnya :(,Negative,Sadness,ga dikirim barangnya
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,Kota Tangerang,12900,4.7,3930,395,2,"brg yg diterima tidak sama dgn yg di etalase toko, tipis seperti kotak nasi padang, pdhl dikira tebal krn utk kirim kado ke luar kota...",Negative,Sadness,brg yg diterima tidak sama dgn yg di etalase toko tipis seperti kotak nasi padang pdhl dikira tebal krn utk kirim kado ke luar kota
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,Kota Tangerang,12900,4.7,3930,395,2,Gak ada instruksinya.. bingung jadinya,Negative,Sadness,gak ada instruksinya bingung jadinya
Party Supplies and Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,Jakarta Utara,499,4.8,9969,794,1,Barang tidak ada dalam pengiriman. Malah di kirim timbangan,Negative,Sadness,barang tidak ada dalam pengiriman malah di kirim timbangan
Party Supplies and Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,Jakarta Utara,499,4.8,9969,794,1,barang tidak ada dalam paket,Negative,Sadness,barang tidak ada dalam paket
Party Supplies and Craft,Kardus untuk keamanan packing,Kota Surabaya,1030,4.8,8490,3864,1,"kardus gak dikirim, jadi hanya di packing pake plastik doank... sangat mengecewakan...",Negative,Sadness,kardus gak dikirim jadi hanya di packing pake plastik doank sangat mengecewakan
Party Supplies and Craft,Kardus untuk keamanan packing,Kota Surabaya,1030,4.8,8490,3864,1,"padahal add kardus, tp gak dikasih. dan packingan dari kurir jg udah robek ????",Negative,Sadness,padahal add kardus tp gak dikasih dan packingan dari kurir jg udah robek
Party Supplies and Craft,Kardus untuk keamanan packing,Kota Surabaya,1030,4.8,8490,3864,2,"Sedikit kecewa karena packingan kardus berbyr ternyata benar� hanya 1 kardus tdk ada tambahan pelindung apapun shg pesanan sy penyok juga, gmana klo tdk pki kardus berbyr mgkn pesanan sy tdk terbks sama sekali (rusak total).",Negative,Sadness,sedikit kecewa karena packingan kardus berbyr ternyata benar hanya kardus tdk ada tambahan pelindung apapun shg pesanan sy penyok juga gmana klo tdk pki kardus berbyr mgkn pesanan sy tdk terbks sama sekali rusak total
Party Supplies and Craft,KOREK API ELEKTRIK FINGERPRINT TOUCH LED SENSOR RECHARGEABLE IMPORT,Jakarta Utara,15999,4.8,3491,875,1,"paketnya datang cuman bungkusnya doang, barangnya sudah nda ada,",Negative,Sadness,paketnya datang cuman bungkusnya doang barangnya sudah nda ada
Party Supplies and Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,Jakarta Barat,68000,4.9,601,209,1,sumbu lilin kecil. nyala susah dan api kecil. jelek.,Negative,Sadness,sumbu lilin kecil nyala susah dan api kecil jelek
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,Jakarta Utara,5000,4.9,30400,2224,1,"Kondisi box mika lilin sudah seperti di foto dan lilin juga ada cacatnya. Semestinya dibungkus pakai bubble wrap bukan hanya plastik tipis, pun plastiknya tidak dilem sama sekali. Cara seller package barang harus dibenarin lagi, lebih baik pakai kardus box daripada kardus mie instan selapis saja, untung barang yang dibeli tidak ada yang rusak. Saya benar-benar kecewa si dengan servis toko ini, bakal mikir berkali-kali untuk belanja disini lagi.",Negative,Sadness,kondisi box mika lilin sudah seperti di foto dan lilin juga ada cacatnya semestinya dibungkus pakai bubble wrap bukan hanya plastik tipis pun plastiknya tidak dilem sama sekali cara seller package barang harus dibenarin lagi lebih baik pakai kardus box daripada kardus mie instan selapis saja untung barang yang dibeli tidak ada yang rusak saya benar benar kecewa si dengan servis toko ini bakal mikir berkali kali untuk belanja disini lagi
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,Jakarta Utara,5000,4.9,30400,2224,1,Pesen ini tp stok habis kecewa,Negative,Sadness,pesen ini tp stok habis kecewa
