Review_Text,Review_Date,Rating_Score,Platform_Source,Sentiment_Label,Review_Aspect,Crisis_Flag,Business_Category,Is_Sarcasm,Review_Text_Preprocessed
enak dan porsi pas.... luar biasa,setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,porsi pas
Rasa kebersihan mantaaaaap,setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,bersih mantaaaaap
Mantapp makanannya enak bangattt🥰🥰 …,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,mantapp makan bangattt
"untuk makanannya sangat enak, tempat nyaman untuk pelayana ramah bpk kurnia",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan nyaman pelayana ramah bpk kurnia
sangat keren,setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,keren
"Menu nya enak suasana nya nyaman ademm, pelayanan bagus",4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,menu suasana nyaman ademm layan bagus
jhos,3 tahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,jhos
Makanannya lumayan Pelayanannya lumayan Terima kasih banyak,setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,makan lumayan layan lumayan terima kasih
Mantap asekk,setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,mantap asekk
"tempatnya bagus, makanannya enak, tempatnya bersih",setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,tempat bagus makan tempat bersih
"makanan enak.. tempat nyaman, recomended!",5 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan nyaman recomended
Saya rayain ulang tahun di tempat ini sangat memuaskan.tq mas kurnia dan sarah,3 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,rayain ulang tahun muas tq mas kurnia sarah
Makanannya enak dan cepat pelayanan maya prima,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan cepat layan maya prima
Makanannn mantapp dan pelayanannya sangatt enakkk,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makanannn mantapp layan sangatt enakkk
"Makanan enak, suasana danau sangat bagus, terima kasih pelayanannya mas ali 🙏 …",2 tahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan suasana danau bagus terima kasih layan mas ali
Makanannya enak pelayanannya ramah dan penyajiannya cepat.. suasananya jg nyaman,setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan ramah saji cepat suasana jg nyaman
Makanannya enak… gak ada amis2nya.. thx mbak sarah,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan amis2nya thx mbak sarah
"makanan nya enak, pelayanan nya ramah, makanannya cepet dapetengnya",4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan ramah makan cepet dapetengnya
Untuk org tua cocok bgt mkn di sini. Sesuai selera org tua. Enak2 jg lauknya,4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,org tua cocok banget mkn sesuai selera org tua enak2 jg lauk
Makanan enak tempat mantap pelayanan ok mas kurnia,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan mantap layan ok mas kurnia
Recommended bgt bwt foto² cantik makananya jg nyusss,setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,recommended banget bwt foto cantik makananya jg nyusss
lokasi bagus untuk diskusi motor walaupun hanya diskusi,setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,lokasi bagus diskusi motor diskusi
Makanan nya enak Cocok untuk makan bersama keluarga,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan cocok makan keluarga
Mba Ade Tambunan terima kasih gan..,setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,mba ade tambun terima kasih gan
Makanan nya sangat enak dan suasananya jga nyaman,4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan suasana jga nyaman
Makanan dan tempat oke banget gaes zusup dan Rere terimakasih,3 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,makan oke banget gaes zusup rere terimakasih
"Rasa makanan enak, tempat oke, pelayanan oke (zusup)",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan oke layan oke zusup
Tempat bersih nyama luas makanan enak,9 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,bersih nyama luas makan
"rasanya enak, sesuai dengan harga, pelayanan bagus, waiters nya ramah",4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,sesuai harga layan bagus waiters ramah
"Makanan enak, cepat Pelayanan maya dan rere fast respon",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan cepat layan maya rere fast respon
"Makanannnya enak,tempat nya nyaman mantap mas yusuf",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makanannnya nyaman mantap mas yusuf
Cukup memuaskan rasa nya..enak . Masuk selera kami...sukses selalu...utk arum resto,7 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,muas selera sukses arum resto
"Makanan nya enak2,pelayanannya ok dan nyaman",setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan enak2 layan ok nyaman
"Terstill, Tercun, tergacor",6 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,terstill cun tergacor
"Makanan enak mantap,pelayanan Maya oke",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan mantap layan maya oke
Tempat nya bagus harga terjangkau tempatnya bersih dan staffnya ramah² 🤍🤍 …,8 bulan lalu,5,Google Maps,Positive,Harga,No,F&B,No,bagus harga jangkau tempat bersih staffnya ramah
"Makanan enak, suasana adem, pelayanan ramah",6 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan suasana adem layan ramah
"Tempat nyaman, pelayanan baik,makanan enak Yusuf susanto",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,nyaman layan makan yusuf susanto
"Habis makananya 😍 , Terimakasih mas Yusuf susanto …",3 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,habis makananya terimakasih mas yusuf susanto
sangat buruk,6 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,buruk
"Enak , ramah pelayanan nya maya",4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,ramah layan maya
Dapet voucher inii yuhuuu baik sekali aroem restoooo🤍 …,2 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,dapet voucher ini yuhuuu aroem restoooo
Enak semua mantaaaap pelayannya bagus bgt🔥🔥🥰🥰🥰🥰🥰🥰 …,setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,mantaaaap layan bagus banget
Menu nya banyak,setahun lalu,4,Google Maps,Positive,Lainnya,No,F&B,No,menu
Masakannya enak lezat gurihh polll...genah warek mba mbaknya jg cantik,4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,masakan lezat gurihh polll genah warek mba mbak jg cantik
Makanannya enak enak Pelayanan juga Maya bgus,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan maya bgus
Makanannya enak semua dan pelayanannya top. Cocok buat yang ulang tahun,5 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan top cocok ulang tahun
"Makanan enak,, Pelayanan ramah dan cepat, cocok makan bersama keluarga,",4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan ramah cepat cocok makan keluarga
"Masakan enaak,pelananan mba maya oke bgt thx yaaa mba maya",3 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,masakan enaak pelananan mba maya oke banget thx yaaa mba maya
kopinya bestt bgttt sekali coba yg latte caramel langsung jadi fav💗💗💗 …,5 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,kopi bestt bgttt coba latte caramel fav
"Makanan good, yg paling top udang keju ,tempat okee, pelayanan rere maya ramah",3 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,makan good top udang keju okee layan rere maya ramah
Makanan enak,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan
"tempat nya bagus dan sangat nyaman, pelayanan nya terbaik 10/10.",2 bulan lalu,5,Google Maps,Positive,Bentuk,No,F&B,No,bagus nyaman layan baik
"Tsamara tempat asik buat kumpul, suasana nya asik, ,,, buat acr klga ok,",setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,tsamara asik kumpul suasana asik acr klga ok
Suasana malming nya rame ada live music truss Pelayanan baik sama mas rokhmat,2 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,suasana malming rame live music truss layan mas rokhmat
"Tempatnya Cozy, pelayanan prima dan masakannya enakkkk",4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,tempat cozy layan prima masakan enakkkk
"Makanan nya enak, staff ramah, pelayanan cepat",8 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan staff ramah layan cepat
"Tsamara makanan nya enak, tempat nya asik buat kumpul, pelayan nya ramah dan gercep",setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,tsamara makan asik kumpul layan ramah gercep
Pertama kali kesini luas Utk ikan panggang kurang ya Sambal cuma 3macam,setahun lalu,4,Google Maps,Positive,Lainnya,No,F&B,No,kesini luas ikan panggang sambal 3macam
"Hanya makanannya kurang pas dilidah saya, tp mungkin pas dilidah yg lain",setahun lalu,4,Google Maps,Positive,Lainnya,No,F&B,No,makan pas lidah pas lidah
"makanan enak, layanannya cepat dn rmah semu",9 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan cepat dn rmah semu
"Makanan enak, pelayanan nya mantab, anak2 puas bermain.. 👍 …",6 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan mantab anak2 puas main
Tempat nyaman makanan enak pelayanan baik Terimakasih mas kurnia,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,nyaman makan layan terimakasih mas kurnia
"Pelayanan dan makanan sangat memuaskan,sesuai ekspetasi",3 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,layan makan muas sesuai ekspetasi
Tempatnya bagus..makanannya mmm enak menggugah selera,5 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,tempat bagus makan mmm gugah selera
Tempatnya cantik banget pelayanan ramah makanan bikin canduu,3 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,tempat cantik banget layan ramah makan bikin canduu
Terbaiktt,2 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,terbaiktt
"Tempat favorit bareng keluarga,",5 bulan lalu,4,Google Maps,Positive,Bentuk,No,F&B,No,favorit bareng keluarga
makanan nya enak mantap pelayanan maya ramah baik cepat,7 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan mantap layan maya ramah cepat
"Makanan, pelayanan & suasana nya good semuaaa.....",setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,makan layan suasana good semuaaa
Makanannyaa oke2 bgt dan pelayanannya jga oke bgt !! Best bgt,7 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,makanannyaa oke2 banget layan jga oke banget best banget
Makanannya enak... Pelayanan oke sama mba Pratiwi,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan oke mba pratiwi
"Makannya enak, over all good👌 …",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan over all good
Tempat nya gede dan ada tempat main dan makana nya enak,8 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,gede main makana
"makanan nya enak bangett, service nya juga baguss, pokoknya top dehh",6 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan bangett service baguss pokok top dehh
"Tempat bersih, pelayanan baik, makanan enakkk, rekomen (mas Kurnia)",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,bersih layan makan enakkk rekomen mas kurnia
"Terima kasih, vibes-nya oke, pelayanannya ramah, makanannya juga enak",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,terima kasih vibes oke layan ramah makan
"Semuanya top, terutama pelayanan mas rere",3 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,top layan mas rere
Rasa enak makanan oke tempat bersih pelayanan mas zusup susanto oke,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan oke bersih layan mas zusup susanto oke
"Tempat favorit utk dinner bareng keluarga, good ambience with good food.",setahun lalu,5,Google Maps,Positive,Bentuk,No,F&B,No,favorit dinner bareng keluarga good ambience with good food
Makanannya sangat enak dan tempatnya nyaman 👍 …,setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan tempat nyaman
"Pelayanan nya ramah (mas rere), cepat respon nya. Masakan nya enak. nya fresh",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,layan ramah mas rere cepat respon masakan fresh
"Makanannya enak, tempat nyaman untuk makan bersama keluarga dan teman-teman🥰 …",8 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan nyaman makan keluarga teman teman
Nice cool place.. cocok buat pertemuan,setahun lalu,4,Google Maps,Positive,Lainnya,No,F&B,No,nice cool place cocok temu
"makannany enak. pelayanannny ramah ( maya ) tempatnya nyaman , ada musholay",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makannany pelayanannny ramah maya tempat nyaman musholay
Enakkk sekaliiii Terimakasih kak rokhmat,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,enakkk sekaliiii terimakasih kak rokhmat
"Makanan yang di sediakan enak,pelayanan ramah2",7 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan sedia layan ramah2
"Makanannya enak, pelayanan bagus",7 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan bagus
"Makan nya enak semua nya, the best pokok nya.. pelayanan ny memuaskan",setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan best pokok layan ny muas
makanan enak semua terutama kerang ijo nya freshh pelayanan maya baik,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan kerang ijo freshh layan maya
"Sangat buruk, datang ke sini setiap hari 🔥🔥🔥 …",2 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,buruk
"Bagus, tempatnya luas!!! 5 bintang untuk Bapak Syafiq",setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,bagus tempat luas bintang syafiq
Tempat nya nyaman dan makanan nya enak,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,nyaman makan
"Tolong naikkan gaji rani, senyumnya cantik ..",2 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,tolong naik gaji rani senyum cantik
Suka sekali,5 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,suka
bagus sekali,setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,bagus
"Kaka nyaa ramahh, pelayanan nyaa okee tempat nya strategis 👍🏼 …",9 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,kaka nyaa ramahh layan nyaa okee strategis
"Cocok utk bawa keluarga, makanannya enak.",setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,cocok bawa keluarga makan
Makananya enak dan berbumbu Pelayanan nya ramah Tempat nya nyaman,6 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makananya bumbu layan ramah nyaman
Enakkkkkkkkkkk makanannya kerennnnn,setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,enakkkkkkkkkkk makan kerennnnn
Pelayanan ramah. Makanan enak dan lezat. Dan cepat,7 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,layan ramah makan lezat cepat
Best ka hamdan,7 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,best ka hamdan
Cocok untuk tempat lamaran n sweet 17. Outdoor nya juga luas,10 bulan lalu,4,Google Maps,Positive,Lainnya,No,F&B,No,cocok lamar sweet outdoor luas
"Enak makanannya, tempatnya MANTAP, staff nya sangat baik juga, mas Issa lucu 💕 …",9 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan tempat mantap staff mas issa lucu
"Makannya enak dan cepat pelayanannya, rekomen",6 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan cepat layan rekomen
Overall good. Makanan cepat datang. Akan kembali lagi.,2 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,overall good makan cepat
Mantaapppp....,2 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,mantaapppp
Bisa bikin acara perpisahan kelas disini MC nya jga keren,10 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,bikin acara pisah kelas mc jga keren
"Makanan enak , pelayan mba nurhasanah ramah tempatnya luas dan nyaman",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan mba nurhasanah ramah tempat luas nyaman
"Pelayanan ramah, kualitas makanan enak banget",setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,layan ramah kualitas makan banget
Serloinnya mantips rasa dan aromanya cocok di lidahku,5 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,serloinnya mantips aroma cocok lidah
Ada Tempat Play Ground Nya.. Mantap Ka Sarah Irna,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,play ground mantap ka sarah irna
Mantaap,3 tahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,mantaap
Pelayanan nya baik dan ramah ..makanannya enak,7 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,layan ramah makan
Makanannya enak rasanya jg pelayanannya sgt ramah mb novela nya sgt baik,4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan jg layan sgt ramah mb novela sgt
Tempat makan yg asri bernuansa Sunda,2 tahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,makan asri nuansa sunda
enaakk & servicenya bagus tapi udangnya sedikit overcooked :) overall so good tho!,3 bulan lalu,4,Google Maps,Positive,Lainnya,No,F&B,No,enaakk servicenya bagus udang overcooked overall so good tho
"Tempanya nyaman dan bersih, cocok untuk keluarga",7 bulan lalu,4,Google Maps,Positive,Bentuk,No,F&B,No,tempa nyaman bersih cocok keluarga
"Makanannya enak, tempatnya bersih dan nyaman",7 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan tempat bersih nyaman
Rasa enak harga terjangkau. Tempatnya juga nyaman. Ada playground kecil disini.,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,harga jangkau tempat nyaman playground
"Tempatnya enak, bisa untuk acara pernikahan",setahun lalu,4,Google Maps,Positive,Rasa,No,F&B,No,tempat acara nikah
"makanannya enak, pelayanannya baik....",6 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan
"Pengalaman pertama makan disini, makanannya enak2 , es campurnya seger banget",11 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,alam makan makan enak2 es campur seger banget
"makananya enak , pelayanan memuaskan",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makananya layan muas
"Bs dipakai untuk acara wedding.. Tmptnya teduh, makanannya enak...",10 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,bs pakai acara wedding tmptnya teduh makan
"Makanannya enak banyakk pilihannya jugaa, ka tiwi juga Pelayanannya sopan dan ramah",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan banyakk pilih jugaa ka tiwi layan sopan ramah
Tsamara resto lokasinya nyamannn untuk event event bareng temannn,setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,tsamara resto lokasi nyamannn event event bareng temannn
"Pokoknya mantap dari segi makanan, tempat, beserta suasana adem polll😍😍 …",4 bulan lalu,4,Google Maps,Positive,Rasa,No,F&B,No,pokok mantap segi makan serta suasana adem polll
Makanan enak.. layanan ok3,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan ok3
Apaan sih itu pwwww didepokkk,4 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,pwwww didepokkk
Pelayanan dan view yg adem pd sore hari.. good work,8 bulan lalu,4,Google Maps,Positive,Lainnya,No,F&B,No,layan view adem pd sore good work
"makanan enak, pelayanan ramah terutama mas nandar melayani dengan baik",setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan ramah mas nandar layan
"Area tempanya santai dan luas, nyaman buat sejenak ngopi dengan rekan dan teman2",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,area tempa santai luas nyaman ngopi rekan teman2
Makanannya enak enak pelayanan ramah oke semua nya,4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan ramah oke
"Makanannya enak, tempatnya nyaman dan strategis.",2 tahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan tempat nyaman strategis
Bagus,4 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,bagus
Bagus suasananya juga pas ❤️,6 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,bagus suasana pas
"BAgus tempatnya, ada live musik bisa nyanyi2 Ga jauh dari Tol Dessertnya enak",setahun lalu,4,Google Maps,Positive,Rasa,No,F&B,No,bagus tempat live musik nyanyi2 tol dessertnya
"Makanan enak , tempat nya cozy , pelayanan nya oke banget Thankyou mas teddy",setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan cozy layan oke banget thankyou mas teddy
"Tmptnya nyaman, bersih, makananya puas rasanya,pelayanannya ramah",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,tmptnya nyaman bersih makananya puas layan ramah
"makanan nya enak semua, ngga nyesel makan disini, staff nya juga ramah👍 …",3 hari lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan nyesel makan staff ramah
Enak tempat nya. Adem. Serasa jaman old d kampung halaman,2 tahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,adem serasa jaman old kampung halaman
"Makanannya enak, pelayanan cukup Raman Rekomend bngttt. Cocok buat yg bukber",4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan ram rekomend bngttt cocok bukber
Makanan nya enak pelayanan nya oke.. terimakasih,setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan oke terimakasih
Tempat nyaa nyaman makanan nya enak pelayanannya baik dan ramah,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,nyaa nyaman makan layan ramah
"Makanannya enak, pelayanannya okey banget",7 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan okey banget
top bintang 5 enak2 makanan nya pelayanan nya ramah 👍👍👍👍👍 …,9 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,top bintang enak2 makan layan ramah
Function hall nya kerenn cakep nyamann,setahun lalu,5,Google Maps,Positive,Bentuk,No,F&B,No,function hall kerenn cakep nyamann
"Pelayanan resto terbaik, ada live musik",sebulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,layan resto baik live musik
"Tempatnya nyaman, makanannya juga enakk, cocok buat buka puasa",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,tempat nyaman makan enakk cocok buka puasa
"Makanan enak, tempatnya bersih, pelayanannya mantab.. terimakasih mba susan..",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan tempat bersih layan mantab terimakasih mba sus
"Makanan biasa saja, akses penyempitan jalan macet parah",9 bulan lalu,3,Google Maps,Neutral,Lainnya,No,F&B,No,makan akses sempit jalan macet parah
Makanan dan pelayanan baik semua. Mas M. Rokhmatulloh baik dan ramah,3 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,makan layan mas rokhmatulloh ramah
"penyajian waktunya cepat, pelayanan maya terbaik",3 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,saji cepat layan maya baik
Mantap jiwa suasananya mendukung,setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,mantap jiwa suasana dukung
"Tempatnya luas, elegan, ada outdoor dan indoor.. makanannya juga enak..",setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,tempat luas elegan outdoor indoor makan
"makanannya enak semua, pelayanannya okee, suasananya oke, very recommended 👍👍👍 …",setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan okee suasana oke very recommended
Menunya..pelayanan dan tempatnya oke banget @maskurnia,2 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,menu layan tempat oke banget maskurnia
"Makanannya enak... Perayan ulang tahun lumayan meriah Tq, mas Kurnia...",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan ayan ulang tahun lumayan riah tq mas kurnia
"Makanan semua enak, tempatnua nyaman, harga jg terjangkau",3 bulan lalu,5,Google Maps,Positive,Harga,No,F&B,No,makan tempatnua nyaman harga jg jangkau
Makanan nya enak pelayanan maya bagus banget,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan maya bagus banget
Tempatnya luas makanan enak pelayanan cepat,6 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,tempat luas makan layan cepat
"Bintang 10 buat bang ridwan cepet tanggap, ramah, baik Mantap",setahun lalu,4,Google Maps,Positive,Rasa,No,F&B,No,bintang bang ridwan cepet tanggap ramah mantap
Makanan enak tempak enak buat kumpul keluarga pelayana ramah mas kurnia,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan tempak kumpul keluarga pelayana ramah mas kurnia
Bagus (Syafik),setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,bagus syafik
Mantappp Tempat okee Pelayanan maya ramah,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,mantappp okee layan maya ramah
"Makanannya disini enak, banyak pilihannya, & suasananya nyaman.",setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan pilih suasana nyaman
Tempat teraman untuk makan steak,3 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,ram makan steak
Pelayannya ka isa seru heboh.. Gulai kerapunya mantap,8 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,layan ka isa seru heboh gulai kerapu mantap
"Pelayanan baik dan ramah menu makanan enak, mas aditnya baik sekaliiiiii dan ramah",setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,layan ramah menu makan mas aditnya sekaliiiiii ramah
Makanann dan pelayanannya baik mas rere baik banget ramah dan menyenangkan,3 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,makanann layan mas rere banget ramah senang
pelayanannya sangat ramah dan cepat,4 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,layan ramah cepat
Pelayanan maya nya bagus masakannya enak bgt apa lagi kepiting nya muanteppp,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,layan maya bagus masakan banget kepiting muanteppp
Makanan enak tempat bersih pelayanan dari maya sangat ramah,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan bersih layan maya ramah
"Pak Sadam baik, ramah, dan pelayanannya cepat. - Sadam",setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,sadam ramah layan cepat sadam
"Mantap makanannya sangat enak,, peyanan nya sangat ramah",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,mantap makan peyanan ramah
Silakan pilih.,3 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,sila pilih
Enak dan nikmat sekali asli..,5 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,nikmat asli
makanannya enak semuaa mantap pelayanan juga bagus terutama maya,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan semuaa mantap layan bagus maya
makanannya nya enak bangeet…,4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan bangeet
